create_time,destination_id,exit_code,genome,genome_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome,parameters.intervals,parameters.length,parameters.seed.__current_case__,parameters.seed.seed,parameters.seed.seed_choose,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-08 23:51:42.490133,slurm_normal,,362,bed,main_w2_handler0,2663126,12397034,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6594673.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24224632,"""100000""","""1000""",0,12345,True,,29511943,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-04-10 11:52:14.572224,4519,129632.082091
