create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-09-09 00:05:04.179372,slurm_normal,,main_w1_handler1,2432492,10281240,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13,tabular,4566974.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21050257,,,25077589,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2015-09-10 12:05:29.388628,,129625.209256
2015-10-21 19:26:04.077319,slurm_normal,,main_w1_handler2,2478377,10678066,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",47,tabular,4940612.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",21645983,,,25792977,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2015-10-23 07:26:37.353371,,129633.276052
2016-11-03 17:37:21.382817,slurm_normal,,main_w4_handler1,2879891,14243762,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3890,srspair,8452657.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac95808cb03d1d9e'}]",,33367884,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2016-11-05 05:37:32.070278,91351.0,129610.68746100001
2016-11-03 17:30:08.141499,slurm_normal,,main_w4_handler0,2879891,14243630,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3890,srspair,8452514.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac95808cb03d1d9e'}]",,33367884,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2016-11-05 05:30:31.796857,91351.0,129623.655358
2016-11-03 18:09:08.915181,slurm_normal,,main_w3_handler1,2879891,14244179,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3890,srspair,8453097.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac95808cb03d1d9e'}]",,33367884,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2016-11-05 06:09:31.447358,91351.0,129622.532177
2014-02-04 23:34:35.009142,slurm_single,,main_w1_handler1,1787109,6462239,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17,tabular,493074,slurm,,corral-repl,,"""/galaxy/data/chrom/?.len""","""?""",14365143,,,13175570,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2014-02-06 23:45:24.549741,43851.0,173449.540599
2014-02-04 23:37:22.539234,slurm_single,,main_w1_handler1,1787109,6462246,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17,tabular,493081,slurm,,corral-repl,,"""/galaxy/data/chrom/?.len""","""?""",14365143,,,13175570,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2014-02-06 23:47:54.986756,43851.0,173432.447522
2014-02-04 23:34:34.701646,slurm_single,,main_w2_handler0,1787109,6462238,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17,tabular,493073,slurm,,corral-repl,,"""/galaxy/data/chrom/?.len""","""?""",14365143,,,13175570,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2014-02-06 23:45:23.599984,43851.0,173448.898338
2014-02-04 08:59:51.863291,slurm_single,,main_w1_handler0,1792230,6456542,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",112626089,geecee,487437,slurm,,corral-repl,,"""/galaxy/data/chrom/mm9.len""","""mm9""",14349936,,,12712304,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2014-02-06 09:10:24.143645,33241.0,173432.28035400002
2015-02-16 23:01:54.013530,rodeo_normal,,main_w1_handler0,2208485,8738691,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",23353,srs,2809520.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18531354,,,21287099,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2015-02-19 22:56:51.031910,,258897.01838000002
2015-02-16 22:56:02.915989,rodeo_normal,,main_w1_handler0,2208485,8738662,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",26190,srs,2782380.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18531405,,,21287099,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2015-02-18 10:56:41.868841,,129638.952852
2015-02-16 22:56:24.212663,rodeo_normal,,main_w2_handler0,2208485,8738664,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",23353,srs,2841761.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18531354,,,21287099,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,5.0.0,,2015-02-21 10:56:56.816136,,388832.603473
