create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.auto_mean_filter_off,parameters.chromInfo,parameters.dbkey,parameters.fit_type,parameters.many_contrasts,parameters.outlier_filter_off,parameters.outlier_replace_off,parameters.pdf,parameters.rep_factorName,rep_factorName_0|rep_factorLevel_0|countsFile,rep_factorName_0|rep_factorLevel_0|countsFile1,rep_factorName_0|rep_factorLevel_0|countsFile1_filetype,rep_factorName_0|rep_factorLevel_0|countsFile_filetype,rep_factorName_0|rep_factorLevel_1|countsFile,rep_factorName_0|rep_factorLevel_1|countsFile1,rep_factorName_0|rep_factorLevel_1|countsFile1_filetype,rep_factorName_0|rep_factorLevel_1|countsFile_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-11-09 15:24:08.109584,slurm_normal,,main_w3_handler0,2828086,14296252,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8504404.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/taeGut2.len""","""taeGut2""","""1""","""false""","""false""","""false""","""true""","[{""__index__"": 0, ""factorName"": ""FactorName"", ""rep_factorLevel"": [{""__index__"": 0, ""factorLevel"": ""FactorLevel"", ""countsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5060aa1015e7f813d""}]}}, {""__index__"": 1, ""factorLevel"": ""FactorLevel"", ""countsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b535aaaef1deb2add5""}]}}]}]",652120854,652120854,tabular,tabular,1237649416,1237649416,tabular,tabular,,34162745,error,toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.1.8.4,2.1.8.4,,2016-11-11 03:29:08.277514,90730,129900.16793000001
