create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,name,name_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.diffs,parameters.fasta.values,parameters.gapextend,parameters.gapopen,parameters.match,parameters.mismatch,parameters.name.values,parameters.topdown,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-06 17:14:14.024721,reserved_normal,,126541791,fasta,main_w3_handler0,3278030,17042154,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11099349.roundup,slurm,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 31587434}]","""-1""","""-2""","""1""","""-1""",,"""true""",,40570174,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-10-08 05:14:44.149016,5254,129630.124295
2017-10-04 19:56:17.826448,slurm_normal,,133877735,fasta,main_w3_handler1,3234554,17026506,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11082193.roundup,slurm,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 31562035}]","""-1""","""-2""","""1""","""-1""",,"""true""",,39791205,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-10-06 07:57:05.685322,108467,129647.85887400001
2017-10-06 17:15:55.348539,reserved_normal,,109789704,fasta,main_w3_handler1,3278030,17042164,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11099361.roundup,slurm,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 31587466}]","""-1""","""-2""","""1""","""-1""",,"""true""",,40570174,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-10-08 05:17:17.633233,5254,129682.284694
2017-10-11 08:34:51.596111,slurm_normal,,4381437936,fasta,main_w4_handler0,3281167,17076250,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11131917.roundup,slurm,,530996813.0,mothur.count_table,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 31643332}]","""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 31621035}]","""true""",,41210998,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-10-12 20:35:07.303045,72172,129615.706934
2017-10-13 05:31:56.662408,slurm_normal,,812476241,fasta,main_w3_handler1,3284269,17092462,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11148715.roundup,slurm,,53228934.0,mothur.count_table,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","[{'src': 'hda', 'id': 31661878}]","""-1""","""-2""","""1""","""-1""","[{'src': 'hda', 'id': 31660417}]","""true""",,41261302,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2017-10-14 17:32:26.737152,113456,129630.07474400001
2018-01-02 12:06:36.383729,slurm_normal,,490703254,fasta,main_w3_handler0,2822167,17929035,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12005028,slurm,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33144252}]","""-1""","""-2""","""1""","""-1""",,"""true""",,42575159,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2018-01-04 00:07:01.740148,10761,129625.356419
2018-01-12 23:01:35.523886,slurm_normal,,17670523,fasta,main_w4_handler0,3388050,18023716,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12101215,slurm,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33258466}]","""-1""","""-2""","""1""","""-1""",,"""true""",,42965481,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2018-01-14 11:02:07.268772,80446,129631.74488600001
2018-01-12 23:01:39.834234,slurm_normal,,11704796,fasta,main_w3_handler1,3388050,18023718,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12101219,slurm,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33258468}]","""-1""","""-2""","""1""","""-1""",,"""true""",,42965481,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2018-01-14 11:02:07.016004,80446,129627.18177000001
2018-01-12 23:01:37.033000,slurm_normal,,14559106,fasta,main_w3_handler0,3388050,18023717,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12101217,slurm,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33258467}]","""-1""","""-2""","""1""","""-1""",,"""true""",,42965481,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2018-01-14 11:02:07.103747,80446,129630.070747
2018-01-12 23:01:34.104906,slurm_normal,,17829391,fasta,main_w4_handler0,3388050,18023715,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12101214,slurm,,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33258465}]","""-1""","""-2""","""1""","""-1""",,"""true""",,42965481,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.36.1.0,1.36.1.0,,2018-01-14 11:02:07.058215,80446,129632.953309
