create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,limits,limits_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_file.values,parameters.limits.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-20 12:56:28.726603,slurm_normal,,main_w3_handler0,2819682,13892588,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6733144948,fastq,8116132.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8b7d720b0876e9b'}]",,,32952076,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-22 00:56:55.960595,70990.0,129627.23399200001
2016-09-20 12:56:28.191081,slurm_normal,,main_w4_handler1,2819682,13892587,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4261263046,fastq,8116130.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cdde632bd4406c61'}]",,,32952076,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-22 00:56:54.693661,70990.0,129626.50258000001
2016-09-21 18:48:17.527745,slurm_normal,,main_w4_handler1,2826707,13909610,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",99490033,fastq,8132245.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cf579600722b8511'}]",,,33074352,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-23 06:49:12.091274,90633.0,129654.563529
2016-07-27 11:32:57.094984,slurm_normal,,main_w2_handler1,2691546,13506657,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1837192282,fastq,7722073.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a27a279cbe4aaf7f'}]",,,29984573,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-07-28 23:33:25.310567,,129628.21558300001
2016-07-28 14:11:19.987694,slurm_normal,,main_w2_handler1,2778243,13516095,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1969788673,fastq,7731431.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9c00654f1642b3a'}]",,,31780600,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-07-30 02:12:04.041744,,129644.05405
2016-07-28 20:05:11.895357,slurm_normal,,main_w2_handler0,2279084,13518688,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",474278576,fastq,7734096.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b579e6cf5d640df24d'}]",,,31794783,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-07-30 08:05:37.078305,62685.0,129625.182948
2016-09-27 14:33:22.622895,slurm_normal,,main_w4_handler1,2834841,13957854,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13112049664,fastqsanger,8177227.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52425b855810adf99'}]",,,33252695,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-29 02:48:54.456837,91036.0,130531.83394200001
2016-08-30 21:33:35.524890,slurm_normal,,main_w3_handler0,2439663,13751079,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",25671808,fastq,7971732.roundup,slurm,,25671808.0,fastq,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58c2dfb30a6fc4adb'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58c2dfb30a6fc4adb'}]",,32669503,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-01 09:34:26.150916,51788.0,129650.62602600001
2016-11-11 16:22:41.157309,slurm_normal,,main_w3_handler1,2834726,14318725,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5376467172,fastq,8526807.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5aaee693a34448cb2'}]",,,34093830,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-11-13 04:25:44.833778,91033.0,129783.67646900001
2016-11-13 23:27:54.859236,slurm_normal,,main_w4_handler0,2834726,14332012,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5376467172,fastq,8538592.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5aaee693a34448cb2'}]",,,34093830,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-11-15 11:28:27.453148,91033.0,129632.59391200001
2016-11-14 19:03:40.676202,reserved,,main_w3_handler0,2894163,14337272,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5376467172,fastq,8543386.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b570782f2c686270d4'}]",,,32443707,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-11-16 07:04:01.198902,5254.0,129620.5227
2016-11-19 00:24:02.657391,slurm_normal,,main_w4_handler1,2901153,14382278,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1432317599,fastq,8587973.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b17ce0bd30dfc8ac'}]",,,34343616,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-11-20 12:24:19.547576,79423.0,129616.89018500001
2016-11-19 13:36:30.121754,slurm_normal,,main_w4_handler1,2900312,14384302,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8928126918,fastqsanger,8590002.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59e5347da431ca9c0'}]",,,34325312,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-11-21 01:41:22.799770,92200.0,129892.678016
2017-02-28 12:17:52.475448,slurm_normal,,main_w4_handler1,3013245,15165403,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",170799116,fastqsanger,9316681.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28548866}]",,,36325059,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2017-03-02 00:18:21.048980,96043.0,129628.57353200001
2017-02-28 08:53:24.686506,slurm_normal,,main_w3_handler1,3012671,15163169,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",185464364,fastqsanger,9314572.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28541343}]",,,36323643,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2017-03-01 20:53:50.407587,96044.0,129625.72108100001
2017-02-28 14:49:11.264335,slurm_normal,,main_w4_handler1,3013402,15167013,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",170799116,fastqsanger,9334077.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28551441}]",,,36325059,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2017-03-03 10:47:54.144145,96043.0,244722.87981
2017-02-28 21:15:10.105117,slurm_normal,,main_w3_handler0,3014121,15171472,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",185464364,fastqsanger,9333186.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28559842}]",,,36341358,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2017-03-03 08:54:22.733620,96044.0,214752.628503
2017-02-28 12:18:25.556023,slurm_normal,,main_w4_handler0,3013380,15165407,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",185464364,fastqsanger,9316685.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28550993}]",,,36323643,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2017-03-02 00:18:50.434415,96044.0,129624.87839200001
2017-05-12 02:58:10.990819,slurm_normal,,main_w3_handler0,3103239,15821852,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2482328,fastqsanger,9924939.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29526109}]",,,37818705,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2017-05-14 02:45:48.563655,105409.0,172057.572836
