create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,limits,limits_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_file.values,parameters.limits.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-22 18:19:06.901668,slurm_normal,,main_w2_handler0,2747205,13240701,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",969872830,fastqsanger,7425982.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2497f3465669424'}]",,,31027292,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-06-24 06:19:29.373026,16654.0,129622.47135800001
2016-06-22 16:31:48.354501,slurm_normal,,main_w1_handler0,2653279,13238030,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",969872830,fastqsanger,7423843.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebfda2c52daaf59f'}]",,,31023434,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-06-24 04:32:30.062868,16654.0,129641.70836700001
2016-09-13 12:09:26.565919,slurm_normal,,main_w3_handler0,2817053,13840966,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",15624282,fastq,8063707.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b86ee1a6d0b23d48'}]",,,32896510,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-15 00:10:18.823622,39888.0,129652.25770300001
2016-09-14 17:06:36.806086,slurm_normal,,main_w3_handler0,2820299,13851028,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9877913,fastqsanger,8073952.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b536721c5ebb796b6a'}]",,,32962179,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-16 05:08:56.322448,90200.0,129739.51636200001
2016-09-14 17:06:46.827443,slurm_normal,,main_w4_handler1,2820299,13851030,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9877913,fastqsanger,8073955.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b536721c5ebb796b6a'}]",,,32962179,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-16 05:09:26.783758,90200.0,129759.956315
2016-09-15 00:49:30.854107,slurm_normal,,main_w4_handler0,2819682,13853206,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4261263046,fastq,8076240.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cdde632bd4406c61'}]",,,32952076,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-16 12:50:00.148938,70990.0,129629.294831
2016-09-15 00:52:40.116502,slurm_normal,,main_w3_handler0,2819682,13853210,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6733144948,fastq,8076248.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8b7d720b0876e9b'}]",,,32952076,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-16 12:52:59.595293,70990.0,129619.478791
2016-09-18 02:55:05.358866,slurm_normal,,main_w3_handler1,2819682,13873156,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4261263046,fastq,8096473.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cdde632bd4406c61'}]",,,32952076,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-19 14:55:36.354074,70990.0,129630.99520800001
2016-07-11 12:16:07.704064,slurm_normal,,main_w1_handler1,2691546,13374311,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1837192282,fastq,7585134.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a27a279cbe4aaf7f'}]",,,29984573,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-07-13 00:16:39.763124,,129632.05906000001
2016-09-18 02:55:05.800248,slurm_normal,,main_w4_handler1,2819682,13873157,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6733144948,fastq,8096474.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8b7d720b0876e9b'}]",,,32952076,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,0.65,,2016-09-19 14:55:37.616170,70990.0,129631.81592200001
