create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bases,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.min_len.__current_case__,parameters.min_len.has_min_len,parameters.paired.__current_case__,parameters.paired.input1.values,parameters.paired.is_paired,parameters.thres,parameters.win_len,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-03 10:44:46.265357,slurm_normal,,main_w3_handler1,3059270,15733636,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3639837207,fasta,9843941.roundup,slurm,,corral-repl,,"""CACCG""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",1,false,1,"[{'src': 'hda', 'id': 29446306}]",,"""0.5""","""10""",,37726813,error,toolshed.g2.bx.psu.edu/repos/nick/sequence_content_trimmer/sequence_content_trimmer/0.1,0.1,,2017-05-04 22:45:21.159047,103584,129634.89369000001
