chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fastq_filters,parameters.input_file,parameters.input_file.values,parameters.max_num_deviants,parameters.max_quality,parameters.max_size,parameters.min_quality,parameters.min_size,parameters.paired_end,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-08-29 09:47:34.420074,slurm_normal,,main_w4_handler0,2737822,13739478,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7151263478,fastqsanger,7958905.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d753efe549e887bb'}]","""0""","""0.0""","""0""","""20.0""","""0""","""true""",,32570428,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2016-08-30 21:48:16.727803,86068,129642.30772900001
,,2016-08-29 09:47:34.990647,slurm_normal,,main_w3_handler1,2737822,13739480,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17056162914,fastqsanger,7958908.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a31713ab27b89662'}]","""0""","""0.0""","""0""","""20.0""","""0""","""true""",,32570428,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2016-08-30 21:48:15.170488,86068,129640.179841
,,2016-08-29 09:47:36.157423,slurm_normal,,main_w4_handler1,2737822,13739484,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10261634582,fastqsanger,7958906.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574b5c84fa28daa6f'}]","""0""","""0.0""","""0""","""20.0""","""0""","""true""",,32570428,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2016-08-30 21:48:14.746025,86068,129638.588602
,,2016-08-29 09:47:36.684662,slurm_normal,,main_w4_handler0,2737822,13739486,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10012297714,fastqsanger,7958910.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ffd54c3a9681bd8'}]","""0""","""0.0""","""0""","""20.0""","""0""","""true""",,32570428,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2016-08-30 21:48:20.586771,86068,129643.902109
,,2016-08-29 09:47:34.704308,slurm_normal,,main_w4_handler0,2737822,13739479,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",16840912522,fastqsanger,7958904.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b523771d49d2e55781'}]","""0""","""0.0""","""0""","""20.0""","""0""","""true""",,32570428,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2016-08-30 21:48:17.089992,86068,129642.38568400001
,,2016-08-29 09:47:35.280461,slurm_normal,,main_w3_handler1,2737822,13739481,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8009005486,fastqsanger,7958909.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5494688f76e985821'}]","""0""","""0.0""","""0""","""20.0""","""0""","""true""",,32570428,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2016-08-30 21:48:15.496620,86068,129640.216159
,,2016-08-31 06:18:33.222711,slurm_normal,,main_w3_handler0,2737822,13752933,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7151263478,fastqsanger,7973711.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d753efe549e887bb'}]","""0""","""0.0""","""0""","""20.0""","""0""","""true""",,32570428,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2016-09-01 18:19:37.397654,86068,129664.174943
,,2016-08-29 09:47:35.901960,slurm_normal,,main_w4_handler0,2737822,13739483,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11824705138,fastqsanger,7958907.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb8cbfe7bb6e560d'}]","""0""","""0.0""","""0""","""20.0""","""0""","""true""",,32570428,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2016-08-30 21:48:20.981129,86068,129645.079169
,,2016-09-07 15:46:56.197185,slurm_normal,,main_w4_handler1,2737822,13799479,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7151263478,fastqsanger,8019837.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d753efe549e887bb'}]","""0""","""0.0""","""0""","""0.0""","""0""","""true""",,32570428,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2016-09-09 03:47:15.166130,86068,129618.96894500002
,,2017-01-16 11:37:56.860244,slurm_normal,,main_w3_handler0,2846309,14776820,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",31154410724,fastqsanger,8939135.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 27851500}]","""0""","""0.0""","""34""","""0.0""","""18""","""false""",,35359184,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2017-01-17 23:38:25.008195,91783,129628.147951
,,2017-02-02 06:22:25.964321,slurm_normal,,main_w4_handler0,584362,14930103,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3404858846,fastqsanger,9086787.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 28175008}]","""3""","""0.0""","""0""","""0.5""","""0""","""false""",,35728503,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2017-02-03 18:22:52.070878,12316,129626.106557
,,2017-02-13 20:46:56.275267,slurm_normal,,main_w4_handler1,2992470,15026731,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1710208970,fastqsanger,9182957.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",[],,"[{'src': 'hda', 'id': 28317050}]","""0""","""0.0""","""23""","""0.0""","""17""","""false""",,34467143,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,1.0.0,,2017-02-15 09:08:27.047799,68645,130890.772532
