create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.program.__current_case__,parameters.program.rs_reactivity.__current_case__,parameters.program.rs_reactivity.type,parameters.program.wh,parameters.reference_file.values,parameters.rna_list.values,parameters.temperature,reference_file,reference_file_filetype,rna_list,rna_list_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-01 05:59:33.345561,slurm_normal,,main_w1_handler0,2515760,13302889,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7504641.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,0,silico,rs,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59a429d45b1bc4042'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5390fe3241646730c'}]","""310.15""",105674,fasta,135,txt,,29676185,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2016-07-02 18:00:45.802217,14873,129672.45665600001
2016-07-29 15:18:58.968166,slurm_normal,,main_w2_handler0,2269996,13524639,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7739994.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,0,silico,rs,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539008373a6763ca3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b586a05a1dde141bec'}]","""310.15""",985508,fasta,3577774,txt,,31781536,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2016-07-31 03:19:38.937741,62324,129639.96957500001
