bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numberOfSamples,parameters.advancedOpt.plotTitle,parameters.advancedOpt.region,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.chromInfo,parameters.dbkey,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.values,parameters.multibam_conditional.orderMatters,parameters.outFileFormat,parameters.outRawCounts,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
698620730,698620730,,,,,,,,,,,,,,,bam,698633621.0,bam,698631675.0,bam,698682269.0,bam,943044053.0,bam,798691687.0,bam,645543378.0,bam,646200563.0,bam,,,bam,,,,,,,2017-09-29 14:16:09.001667,slurm_multi,,main_w4_handler2,3261990,16972949,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11040705.roundup,slurm,,corral-repl,,0,no,0,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 31368707}, {'src': 'hda', 'id': 31368709}, {'src': 'hda', 'id': 31368711}, {'src': 'hda', 'id': 31368713}, {'src': 'hda', 'id': 31368716}, {'src': 'hda', 'id': 31368718}, {'src': 'hda', 'id': 31368720}, {'src': 'hda', 'id': 31368722}]",No,"""png""","""true""",,40761669,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.5.0.0,2.5.0.0,,2017-10-01 02:16:43.187989,81383,129634.18632200001
2337662786,2337662786,,,,,,,,,,,,,,,bam,3585161364.0,bam,2115059122.0,bam,2666147944.0,bam,2853982848.0,bam,,,,,,,,,bam,,,,,,,2017-09-14 17:10:25.917701,slurm_multi,,main_w3_handler2,3199008,16822422,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10891290,slurm,,corral-repl,,0,no,0,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hdca', 'id': 70884}]",No,"""png""","""true""",,40280878,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.5.0.0,2.5.0.0,,2017-09-16 05:49:53.833187,110240,131967.915486
2337662598,2337662598,,,,,,,,,,,,,,,bam,3585159906.0,bam,2115059204.0,bam,2666148143.0,bam,2853982916.0,bam,,,,,,,,,bam,,,,,,,2017-09-22 21:13:46.477377,slurm_multi,,main_w4_handler2,3199008,16904399,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10973352.roundup,slurm,,corral-repl,,0,no,0,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 31239506}, {'src': 'hda', 'id': 31239513}, {'src': 'hda', 'id': 31239554}, {'src': 'hda', 'id': 31239593}, {'src': 'hda', 'id': 31239606}]",No,"""png""","""true""",,40280878,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.5.0.0,2.5.0.0,,2017-09-24 09:14:31.877355,110240,129645.399978
1353481613,1353481613,1604576603.0,bam,1552711589.0,bam,1813124169.0,bam,1519057916.0,bam,1778031001.0,bam,1248492709.0,bam,1465606503.0,bam,bam,1593594379.0,bam,1449462387.0,bam,1700026741.0,bam,1537466087.0,bam,1814559576.0,bam,1465933750.0,bam,1660133003.0,bam,1346219401.0,bam,bam,,,,,7093409.0,len,2017-12-24 20:03:22.283900,slurm_multi,,main_w4_handler2,3354127,17891326,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11966924,slurm,,corral-repl,,0,no,0,,,,,,,,,,,,,,no,,"""/galaxy-repl/main/files/022/619/dataset_22619784.dat""","""?""",0,"[{'src': 'hda', 'id': 33070903}, {'src': 'hda', 'id': 33070904}, {'src': 'hda', 'id': 33070905}, {'src': 'hda', 'id': 33070906}, {'src': 'hda', 'id': 33070907}, {'src': 'hda', 'id': 33070908}, {'src': 'hda', 'id': 33070909}, {'src': 'hda', 'id': 33070910}, {'src': 'hda', 'id': 33070911}, {'src': 'hda', 'id': 33070912}, {'src': 'hda', 'id': 33070913}, {'src': 'hda', 'id': 33070914}, {'src': 'hda', 'id': 33070915}, {'src': 'hda', 'id': 33070916}, {'src': 'hda', 'id': 33070917}, {'src': 'hda', 'id': 33070918}]",No,"""pdf""","""false""",,42406214,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.5.0.0,2.5.0.0,,2017-12-26 20:31:33.290649,117104,174491.00674900002
44114143,44114143,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,12430496.0,12430496.0,bed,bed,,,2017-10-25 09:48:48.183359,slurm_multi,,main_w4_handler2,3294205,17209614,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11269786,slurm,,corral-repl,,0,no,1,"[{'src': 'hda', 'id': 31872865}]",false,0.0,no,false,0,0,1,100000,,,,,yes,true,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 31779924}]",No,"""png""","""true""",,41403935,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.5.0.0,2.5.0.0,,2017-10-26 21:49:20.360323,18481,129632.17696400001
44114143,44114143,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,4663018.0,4663018.0,bed,bed,,,2017-10-31 20:19:02.835201,slurm_multi,,main_w3_handler2,3294205,17280661,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11341552,slurm,,corral-repl,,0,no,1,"[{'src': 'hda', 'id': 31993453}]",false,0.0,no,false,0,0,1,100000,,,,,yes,true,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 31779924}]",No,"""png""","""true""",,41646383,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.5.0.0,2.5.0.0,,2017-11-02 08:22:03.374314,18481,129780.539113
322233211,322233211,,,,,,,,,,,,,,,bam,435294286.0,bam,747537078.0,bam,2229221601.0,bam,2844499861.0,bam,529156748.0,bam,1317429068.0,bam,2349093198.0,bam,1399839959.0,bam,bam,,,,,,,2018-02-02 19:31:06.510970,slurm_multi,,main_w3_handler2,3414970,18240634,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12321571,slurm,,corral-repl,,0,no,0,,,,,,,,,,,,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33639558}, {'src': 'hda', 'id': 33639561}, {'src': 'hda', 'id': 33639629}, {'src': 'hda', 'id': 33639649}, {'src': 'hda', 'id': 33639659}, {'src': 'hda', 'id': 33639691}, {'src': 'hda', 'id': 33639932}, {'src': 'hda', 'id': 33639933}, {'src': 'hda', 'id': 33639934}]",No,"""png""","""false""",,43556871,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.5.0.0,2.5.0.0,,2018-02-04 09:33:59.425076,17286,136972.914106
