create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputSequences,inputSequences_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.adjustdirection,parameters.chromInfo,parameters.cond_flavour.__current_case__,parameters.cond_flavour.distance_method,parameters.cond_flavour.flavourType,parameters.cond_flavour.iterations,parameters.cond_flavour.retree,parameters.datatype,parameters.dbkey,parameters.ep,parameters.getTree,parameters.inputSequences.values,parameters.inputSequences|__identifier__,parameters.matrix_condition.BLOSUM,parameters.matrix_condition.__current_case__,parameters.matrix_condition.matrix,parameters.op,parameters.outputFormat,parameters.reorder,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-21 01:43:36.178799,slurm_normal,,main_w2_handler1,2745171,13218194,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12199752,fasta,7402695.roundup,slurm,,corral-repl,,,,,"""--adjustdirection""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9acc863e7d400eb'}]",,,0,,"""1.53""","""--clustalout""","""false""",,30981101.0,error,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-06-22 13:44:23.490988,86417.0,129647.312189
2016-06-22 01:44:15.823547,slurm_normal,,main_w2_handler1,2745162,13231164,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8128443,fasta,7416284.roundup,slurm,,corral-repl,,,,,"""--adjustdirection""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d54f6c36b85554ec'}]",,,0,,"""1.53""","""--clustalout""","""false""",,31012426.0,error,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-06-23 13:44:53.296253,64758.0,129637.47270600002
2016-10-14 11:43:09.558625,slurm_normal,,main_w3_handler0,2854797,14081351,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13802485,fasta,8297787.roundup,slurm,,corral-repl,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""--nuc""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b592963ebc53305fcb'}]",,,0,,"""1.53""","""""","""false""",,33683702.0,error,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-10-15 23:43:44.370822,92214.0,129634.812197
2016-10-14 11:43:08.924032,slurm_normal,,main_w4_handler1,2854797,14081349,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13638617,fasta,8297784.roundup,slurm,,corral-repl,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""--nuc""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52abbf36ac2421dac'}]",,,0,,"""1.53""","""""","""false""",,33683702.0,error,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-10-15 23:43:43.656694,92214.0,129634.73266200001
2016-10-14 11:43:08.394479,slurm_normal,,main_w3_handler0,2854797,14081348,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13247856,fasta,8297786.roundup,slurm,,corral-repl,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""--nuc""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af8c163a6b8d159f'}]",,,0,,"""1.53""","""""","""false""",,33683702.0,error,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-10-15 23:43:44.952868,92214.0,129636.55838900001
2016-07-05 17:29:25.354470,slurm_normal,,main_w1_handler1,2723314,13336610,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",89203959,fasta,7544642.roundup,slurm,,corral-repl,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""--nuc""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52fdc91d128c43925'}]",,,0,,"""1.53""","""""","""false""",,30541283.0,error,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-07-07 05:30:23.969786,14841.0,129658.61531600001
2016-07-12 16:14:51.931294,slurm_normal,,main_w2_handler1,2756068,13387845,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10983606,fasta,7598578.roundup,slurm,,corral-repl,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50c39bb9160b02f2e'}]",,62,1,BLOSUM,"""1.53""","""--clustalout""","""false""",,31410240.0,error,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-07-14 04:15:55.892079,63548.0,129663.960785
2016-07-12 14:42:09.519222,slurm_normal,,main_w2_handler0,2756068,13385950,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10569550,fasta,7597559.roundup,slurm,,corral-repl,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a48aa8af06ccdfeb'}]",,62,1,BLOSUM,"""1.53""","""--clustalout""","""false""",,31410240.0,error,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-07-14 02:42:52.131609,63548.0,129642.612387
2017-07-05 05:14:10.246376,slurm_normal,,main_w3_handler0,3166381,16259231,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",131737806,fasta,10330980.roundup,slurm,,corral-repl,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 30298517}]",,,0,,"""1.53""","""""","""false""",,39102145.0,error,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-07-06 17:14:53.248812,107967.0,129643.00243600001
2016-07-12 13:59:54.679393,slurm_normal,,main_w1_handler0,2756068,13385621,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4920887,fasta,7597155.roundup,slurm,,corral-repl,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""--nuc""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d100e198f07a5812'}]",,62,1,BLOSUM,"""1.53""","""--clustalout""","""false""",,31410240.0,error,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-07-14 02:00:51.749266,63548.0,129657.06987300001
