create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coverage_dtype,parameters.advanced_options.safe,parameters.chromInfo,parameters.coverage_dtype,parameters.dbkey,parameters.min_base_quality,parameters.min_mapping_quality,parameters.min_support_depth,parameters.ploidy,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.regions,parameters.use_strand,parameters.variants_only,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-12-25 09:18:09.122959,rodeo_normal,,main_w1_handler0,2122923,8466375,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5637789059.0,bam,,,,,,,637525.rodeo,slurm,,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""""","""4""","""2""",0.0,"[{'__index__': 0, 'input_bam': 17896502}]",hg19,cached,[],"""False""","""False""",,,,,,20062537.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2014-12-26 21:18:48.902803,41856,129639.779844
2015-02-20 00:26:04.908972,slurm_normal_single_16gb,,main_w1_handler1,2211678,8772823,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7268021436.0,bam,,,,,,,2843423.roundup,slurm,,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""1""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18581189}]",hg19,cached,[],"""False""","""True""",,,,,,21332396.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-21 00:26:25.031465,59851,86420.122493
2015-02-20 14:31:52.543814,slurm_normal_single_16gb,,main_w2_handler1,2209384,8776308,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1051588667.0,bam,,,,,,,2849733.roundup,slurm,,corral-repl,,"""3531e89ab90d11e4b831005056a51846""",0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",,"""hg_g1k_v37""","""30""","""30""","""5""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18586700}]",hg_g1k_v37,cached,[],"""False""","""False""",,,,,,20771544.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-21 14:36:27.471758,39888,86674.92794400001
2015-02-22 22:40:43.171068,slurm_normal_single_16gb,,main_w1_handler1,2206069,8788636,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7228286267.0,bam,,,,,,,2872296.roundup,slurm,,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""20""","""3""","""2""",1.0,"[{'__index__': 0, 'input_bam': 18585332}]",18511350,history,[],"""True""","""False""",3199905909.0,fasta,,,,21372725.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-23 22:41:05.237858,58799,86422.06679000001
2015-02-24 07:59:06.715065,slurm_normal_single_16gb,,main_w1_handler0,2185516,8800671,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",365174434.0,bam,514881147.0,bam,300440276.0,bam,451594835.0,bam,2893332.roundup,slurm,,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18608320}, {'__index__': 1, 'input_bam': 18608321}, {'__index__': 2, 'input_bam': 18608322}, {'__index__': 3, 'input_bam': 18608323}]",hg19,cached,[],"""False""","""False""",,,,,,21273859.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-25 07:59:43.317775,59675,86436.60271
2015-02-24 13:58:30.446372,slurm_normal_single_16gb,,main_w1_handler1,2198141,8802736,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",138238465.0,bam,,,,,,,2897016.roundup,slurm,,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""""","""""","""0""","""2""",1.0,"[{'__index__': 0, 'input_bam': 18599078}]",18598549,history,[],"""False""","""False""",265831557.0,fasta,,,,21422380.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-25 13:58:46.211634,59357,86415.765262
2015-02-24 08:00:20.380926,slurm_normal_single_16gb,,main_w2_handler1,2185516,8800672,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",359536297.0,bam,518077247.0,bam,301424775.0,bam,459119796.0,bam,2910129.roundup,slurm,,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18607721}, {'__index__': 1, 'input_bam': 18607724}, {'__index__': 2, 'input_bam': 18607727}, {'__index__': 3, 'input_bam': 18607731}]",hg19,cached,[],"""False""","""False""",,,,,,21273859.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-26 08:00:15.810268,59675,172795.42934200002
2015-03-01 14:34:39.431665,slurm_normal_single_16gb,,main_w2_handler0,1351289,8836593,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",992460369.0,bam,,,,,,,2960562.roundup,slurm,,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 15948340}]",hg19,cached,[],"""False""","""False""",,,,,,21521352.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-02 14:34:52.529732,32309,86413.098067
2018-02-07 09:56:07.942023,slurm_normal_dynamic_mem,,main_w4_handler0,3420202,18285227,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,,,12380202,slurm,,corral-repl,,"""14e497960bed11e8b344005056ba55fb""",1.0,advanced,uint8,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",,"""hg19""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33713828}]}}]",hg19,cached,[],"""true""","""true""",,,7415744398.0,bam,,,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2018-02-08 16:21:19.440296,120482,109511.498273
2018-02-14 21:37:58.446112,slurm_normal_dynamic_mem,,main_w4_handler0,3429303,18388311,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,,,12480372,slurm,,corral-repl,,"""4b2ce49c11cf11e8a520005056ba2773""",1.0,advanced,uint8,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",,"""hg19""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33863544}]}}]",hg19,cached,[],"""true""","""true""",,,7415734970.0,bam,,,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2018-02-16 10:23:49.966889,120482,132351.520777
