create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,otu,otu_filetype,param_filename,parameters.abund,parameters.calc,parameters.chromInfo,parameters.dbkey,parameters.freq,parameters.iters,parameters.otu.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-14 07:55:17.574404,slurm_normal,,main_w3_handler0,3427433,18380192,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12465055,slurm,,corral-repl,6891,mothur.shared,,"""10""","[""bootstrap"", ""chao"", ""sobs"", ""simpsoneven"", ""shannoneven"", ""smithwilson"", ""coverage"", ""simpson"", ""invsimpson"", ""shannon"", ""nseqs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""100.0""","""1000""","[{'src': 'hda', 'id': 33849072}]",,43902830,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_rarefaction_single/mothur_rarefaction_single/1.36.1.0,1.36.1.0,,2018-02-15 19:55:39.828305,113456,129622.253901
