create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.hist,parameters.inputA.values,parameters.inputB.values,parameters.split,parameters.strandedness,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-07 12:31:52.756322,slurm_normal,,main_w3_handler1,3304527,17363151,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",72702782,bam,10753538,bed,11422652,slurm,,corral-repl,,"""7e8e953ac3b711e7a35f005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","""false""","[{'src': 'hda', 'id': 32120367}]","[{'src': 'hda', 'id': 31993052}]","""false""","""false""",,,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-11-09 00:41:54.847964,104911,130202.09164200001
