create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.centre,parameters.chromInfo,parameters.compliant.__current_case__,parameters.compliant.compliant_select,parameters.dbkey,parameters.evalue,parameters.fast,parameters.genus,parameters.gffver,parameters.increment,parameters.input.values,parameters.kingdom.__current_case__,parameters.kingdom.gcode,parameters.kingdom.kingdom_select,parameters.locustag,parameters.metagenome,parameters.norrna,parameters.notrna,parameters.outputs,parameters.plasmid,parameters.rfam,parameters.species,parameters.strain,parameters.usegenus,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-08 14:31:28.237159,slurm_multi,,main_w4_handler2,3327621,17747129,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2557546346,fasta,11813899,slurm,,corral-repl,,0,no,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",1,yes,"""?""","""1e-06""","""false""","""""","""3""","""1""","[{'src': 'hda', 'id': 32792100}]",1,11,Bacteria,"""PROKKA""","""false""","""false""","""false""","[""gff"", ""gbk"", ""fna"", ""faa"", ""ffn"", ""sqn"", ""fsa"", ""tbl"", ""err"", ""txt""]","""""","""false""","""""","""""","""false""",,41617925,error,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1.12.0,,2017-12-10 02:47:15.067948,114736,130546.83078900001
