create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alignment.__current_case__,parameters.alignment.ucl,parameters.chimealns,parameters.chromInfo,parameters.chunks,parameters.dbkey,parameters.dereplicate,parameters.dn,parameters.fasta.values,parameters.idsmoothwindow,parameters.maxlen,parameters.maxp,parameters.minchunk,parameters.mindiv,parameters.minh,parameters.minlen,parameters.skipgaps,parameters.skipgaps2,parameters.template.__current_case__,parameters.template.reference.values,parameters.template.source,parameters.xa,parameters.xn,reference,reference_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-29 11:45:29.606327,slurm_normal,,1333168935,fasta,main_w4_handler0,3050260,15423289,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9555407.roundup,slurm,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 28968149}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1,"[{'src': 'hda', 'id': 28968002}]",hist,"""1.0""","""8.0""",7546348,fasta,,36947219,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-03-31 00:43:23.602357,103104,133073.99603
