create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-11 10:31:04.549822,slurm_multi,,main_w3_handler2,2860794,15816019,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",246791713,sam,10055302,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452373}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-30 14:50:22.518206,92458,1657157.968384
2017-05-11 10:31:06.420812,slurm_multi,,main_w3_handler2,2860794,15816023,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14956080,sam,10065937,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452377}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-01 02:50:52.503529,92458,1786786.082717
2017-05-11 10:31:07.057287,slurm_multi,,main_w3_handler2,2860794,15816025,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",174976909,sam,10080147,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452378}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-05 02:51:21.751385,92458,2132414.694098
2017-03-30 10:40:28.763663,slurm_multi,,main_w4_handler2,3051188,15434218,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14860765647,tabular,9598857,slurm,,corral-repl,,1,yes,slurm_multi,"""48d77082153511e7bee7005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28984669}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-04 20:49:52.262869,84316,468563.499206
2017-03-31 16:06:30.742764,slurm_multi,,main_w4_handler2,3015217,15449503,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3779428358,tabular,9580536,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29008579}]",,,37016417.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-02 05:11:55.620913,86660,133524.878149
2017-04-24 09:56:47.369511,slurm_multi,,main_w3_handler2,3084295,15659794,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7651189846,tabular,9776218,slurm,,corral-repl,,1,yes,slurm_multi,"""526e46ea28d411e78818005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29332960}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-25 22:18:08.249540,84316,130880.880029
2017-03-07 12:04:46.260672,slurm_multi,,main_w4_handler2,3015217,15229166,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3779573874,tabular,9377172,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28652593}]",,,36481692.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-09 00:08:24.174977,86660,129817.91430500001
2017-03-14 19:54:37.818240,slurm_multi,,main_w4_handler2,3015217,15295437,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3779573874,tabular,9439449,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28756995}]",,,36624761.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-16 15:24:33.941415,86660,156596.12317500002
2017-03-14 11:01:17.331052,slurm_multi,,main_w3_handler2,3029373,15290524,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",33255736684,tabular,9435506,slurm,,corral-repl,,1,yes,slurm_multi,"""6b600aca08a511e7bba5005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28749700}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-16 02:31:21.756549,84316,142204.42549700002
2017-04-07 00:42:03.292786,slurm_multi,,main_w4_handler2,3061920,15514038,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8984494760,tabular,9644962,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100394}]",,,35974233.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-08 23:52:55.445291,61346,169852.152505
2017-04-07 23:35:10.547757,slurm_multi,,main_w3_handler2,3061923,15527728,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7872655888,tabular,9658463,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100510}]",,,37156329.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-10 12:05:03.993481,61346,217793.44572400002
2017-04-10 13:38:15.331749,slurm_multi,,main_w3_handler2,3067400,15540944,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9140553914,tabular,9666707,slurm,,corral-repl,,1,yes,slurm_multi,"""f1522dae1df211e7a194005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29150007}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-12 03:00:43.478285,84316,134548.14653600001
2017-04-12 06:26:58.211886,slurm_multi,,main_w3_handler2,3048938,15562916,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8843008658,tabular,9686633,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29181143}]",,,36925310.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-13 19:00:31.945481,103039,131613.733595
2017-04-20 16:47:16.145369,slurm_multi,,main_w4_handler2,3040340,15637464,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",32057738,tabular,9755443,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29296457}]",,,37459947.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-22 04:52:19.402335,102508,129903.256966
2017-04-22 06:53:36.400188,slurm_multi,,main_w4_handler2,3048938,15649279,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",0,tabular,9766578,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29316372}]",,,36925310.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-23 18:54:23.913307,103039,129647.51311900001
2017-04-24 14:40:02.545807,slurm_multi,,main_w4_handler2,3048938,15663246,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",0,tabular,9779112,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29316372}]",,,36925310.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-26 02:40:39.174199,103039,129636.62839200001
2017-04-25 22:11:13.063827,slurm_multi,,main_w3_handler2,3040340,15676333,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",32057738,tabular,9791456,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29296457}]",,,37459947.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-27 10:11:52.373086,102508,129639.309259
2017-05-03 15:56:21.563099,slurm_multi,,main_w3_handler2,3040340,15736834,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",32057738,tabular,9846874,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29296457}]",,,37459947.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-05 03:56:50.919237,102508,129629.356138
2017-05-11 10:31:07.558311,slurm_multi,,main_w3_handler2,2860794,15816027,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",144491283,sam,10104958,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452379}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-09 02:51:45.578969,92458,2478038.0206580004
2017-05-03 21:19:36.884182,slurm_multi,,main_w3_handler2,3084295,15740353,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7651189846,tabular,9849911,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29332960}]",,,37743726.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-05 09:19:52.764792,84316,129615.88061000001
