create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_file.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-23 18:34:03.470111,slurm_normal,,main_w4_handler1,3007140,15121533,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",150000826,fastqsanger,9275561.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28480318}]",,36241687,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-02-25 06:34:16.497897,96040.0,129613.027786
2017-02-20 08:29:03.416820,slurm_normal,,main_w3_handler1,3002391,15083770,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1377240,fastqsanger,9238923.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28424553}]",,36164965,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-02-21 20:29:23.907495,,129620.49067500001
2017-03-01 06:14:10.813155,slurm_normal,,main_w3_handler0,3014640,15175247,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",170799116,fastqsanger,9325953.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28565971}]",,36351130,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-03-02 18:14:23.676665,,129612.86351000001
2017-02-10 05:18:17.539571,slurm_normal,,main_w3_handler0,2984708,15001892,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",270,fastqsanger,9157850.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28276149}]",,35908337,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-02-11 17:18:34.052477,99679.0,129616.512906
2017-02-28 23:27:14.901818,slurm_normal,,main_w4_handler0,3014360,15172528,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",170799116,fastqsanger,9334279.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28562405}]",,36325059,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-03-03 11:27:24.780373,96043.0,216009.878555
2017-05-08 18:06:00.089935,slurm_normal,,main_w4_handler1,3102849,15782761,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2482328,fastqsanger,9889112.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29521746}]",,37172522,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-05-10 06:06:30.897754,,129630.80781900001
2017-02-23 23:21:44.524382,slurm_normal,,main_w3_handler1,3008324,15124751,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",181896790,fastqsanger,9278726.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28489660}]",,35137562,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-02-25 11:22:20.414235,96046.0,129635.88985300002
2017-02-28 10:46:51.775580,slurm_normal,,main_w3_handler1,3013245,15164735,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",170799116,fastqsanger,9315777.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28548866}]",,36325059,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-03-01 22:47:20.176726,96043.0,129628.401146
2017-02-20 08:41:59.403546,slurm_normal,,main_w4_handler1,3002402,15083895,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",775307,fastqsanger,9239044.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28424817}]",,36164473,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-02-21 20:42:22.781383,99204.0,129623.377837
2017-02-20 08:14:03.052305,slurm_normal,,main_w4_handler0,3002351,15083668,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1197690,fastqsanger,9238822.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28423814}]",,36164794,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,0.67,,2017-02-21 20:14:24.140735,99598.0,129621.08843
