create_time,destination_id,exit_code,file_list,file_list_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv.alignments,parameters.adv.clip,parameters.adv.matepairDist,parameters.adv.maxID,parameters.adv.minID,parameters.adv.minlen,parameters.adv.readfilter,parameters.adv.region,parameters.adv.skip_technical,parameters.adv.split,parameters.adv.spotgroups,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.file_list.values,parameters.input.input_select,parameters.outputformat,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-07 08:14:22.326501,slurm_normal,,41602196,tabular,main_w4_handler0,3142242,16037970,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10128196.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,"[{'src': 'hda', 'id': 29912527}]",file_list,"""fastqsanger.gz""",,38478399,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.2,2.8.1.2,,2017-06-08 20:14:45.590746,,129623.26424500001
2017-05-19 08:00:26.348985,slurm_normal,,506,txt,main_w4_handler1,3116306,15887418,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9987116.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,"[{'src': 'hda', 'id': 29682605}]",file_list,"""fastqsanger.gz""",,38068422,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.2,2.8.1.2,,2017-05-20 20:00:51.995537,106152.0,129625.646552
2017-05-20 16:19:35.664529,slurm_normal,,26290793522,fastqsanger,main_w4_handler1,3102871,15897051,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9996431.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,"[{'src': 'hda', 'id': 29701162}]",file_list,"""fastqsanger""",,38098822,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.2,2.8.1.2,,2017-05-22 04:19:57.926667,106319.0,129622.262138
2017-06-28 22:23:36.699596,slurm_normal,,37488,txt,main_w4_handler0,3175692,16217755,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10294008.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,"[{'src': 'hda', 'id': 30226642}]",file_list,"""fastqsanger""",,38980910,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.2,2.8.1.2,,2017-06-30 10:23:48.988224,,129612.28862800001
2017-06-28 22:39:25.129803,slurm_normal,,37488,txt,main_w4_handler1,3175692,16217818,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10306011.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,"[{'src': 'hda', 'id': 30226642}]",file_list,"""fastqsanger""",,38980910,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.2,2.8.1.2,,2017-07-01 22:24:23.590702,,258298.46089900003
2017-06-28 22:25:29.955071,slurm_normal,,37488,txt,main_w4_handler0,3175692,16217770,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10315188.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,"[{'src': 'hda', 'id': 30226642}]",file_list,"""fastqsanger.gz""",,38980910,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.2,2.8.1.2,,2017-07-03 10:24:57.684926,,388767.72985500004
2017-07-06 06:44:46.764477,slurm_normal,,16507821240,sra,main_w3_handler1,3181214,16268571,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10339676.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,"[{'src': 'hda', 'id': 30325127}]",file_list,"""fastqsanger.gz""",,39103679,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.2,2.8.1.2,,2017-07-07 19:50:10.548547,107272.0,133523.78407
2017-07-11 15:32:10.924668,slurm_normal,,947,txt,main_w3_handler0,3187762,16311105,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10378592.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,"[{'src': 'hda', 'id': 30389857}]",file_list,"""fastqsanger.gz""",,39241195,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.2,2.8.1.2,,2017-07-13 03:38:06.554897,108824.0,129955.630229
2017-07-27 05:38:07.714791,slurm_normal,,1393685228,sra,main_w3_handler0,3198492,16430814,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10497943.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",2,"[{'src': 'hda', 'id': 30633573}]",file_list,"""fastqsanger""",,39468520,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.2,2.8.1.2,,2017-07-28 17:38:35.441656,109228.0,129627.726865
2017-09-28 12:46:49.789232,slurm_normal,,2191520269,fastqsanger.gz,main_w3_handler1,3254893,16960446,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11028363.roundup,slurm,,corral-repl,,both,false,,,,,,,false,true,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",2,"[{'src': 'hda', 'id': 31265824}]",file_list,"""fastqsanger.gz""",,40550815,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.2,2.8.1.2,,2017-09-30 00:47:15.685669,111066.0,129625.896437
