create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.num_lines,parameters.seed_source.__current_case__,parameters.seed_source.seed_source_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-27 03:18:01.953031,rodeo_normal,,main_w2_handler1,2213367,9055194,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1576703064,bedgraph,3340447.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19019638,,"""40000000""",0,no_seed,,22059920,error,random_lines1,2.0.1,,2015-03-28 15:18:30.675304,50322.0,129628.722273
2015-03-27 03:18:30.921914,rodeo_normal,,main_w2_handler1,2213367,9055196,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1545082804,bedgraph,3340450.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19019639,,"""30000000""",0,no_seed,,22059920,error,random_lines1,2.0.1,,2015-03-28 15:19:00.314492,50322.0,129629.39257800001
2015-03-27 03:17:59.998877,rodeo_normal,,main_w2_handler0,2213367,9055192,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1212271995,bedgraph,3340446.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19019637,,"""40000000""",0,no_seed,,22059920,error,random_lines1,2.0.1,,2015-03-28 15:18:30.723738,50322.0,129630.72486100001
2015-03-27 16:05:55.338445,rodeo_normal,,main_w1_handler1,2135543,9064664,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",19190541445,sam,3347703.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18525849,,"""47186829""",0,no_seed,,21688813,error,random_lines1,2.0.1,,2015-03-29 04:07:30.114602,36252.0,129694.77615700001
2015-03-30 00:57:21.242968,rodeo_normal,,main_w2_handler0,2213367,9078299,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1545082804,bedgraph,3365111.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19019639,,"""30000000""",0,no_seed,,22059920,error,random_lines1,2.0.1,,2015-03-31 12:57:58.813483,50322.0,129637.57051500001
2015-04-01 11:56:57.359358,rodeo_normal,,main_w2_handler0,1999953,9112786,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8701243070,sam,3398449.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19102504,,"""22000000""",0,no_seed,,20931169,error,random_lines1,2.0.1,,2015-04-02 23:57:34.065051,48464.0,129636.70569300001
2015-04-01 01:35:05.311209,rodeo_normal,,main_w1_handler0,2213367,9108205,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1212271995,bedgraph,3394157.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19019637,,"""30000000""",0,no_seed,,22059920,error,random_lines1,2.0.1,,2015-04-02 13:35:31.597137,50322.0,129626.28592800001
2015-04-01 01:38:02.562761,rodeo_normal,,main_w1_handler0,2213367,9108211,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1545082804,bedgraph,3394163.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19019639,,"""30000000""",0,no_seed,,22059920,error,random_lines1,2.0.1,,2015-04-02 13:40:03.405322,50322.0,129720.84256100001
2015-04-01 08:11:43.764548,rodeo_normal,,main_w1_handler0,2135543,9111190,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",19190541445,sam,3396504.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18525849,,"""47186829""",0,no_seed,,21688813,error,random_lines1,2.0.1,,2015-04-02 20:12:03.052630,36252.0,129619.28808200001
2015-03-30 00:56:45.316866,rodeo_normal,,main_w2_handler0,2213367,9078297,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1212271995,bedgraph,3365110.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19019637,,"""30000000""",0,no_seed,,22059920,error,random_lines1,2.0.1,,2015-03-31 12:57:27.555491,50322.0,129642.23862500001
