create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.score_source_type.__current_case__,parameters.score_source_type.input2.values,parameters.score_source_type.score_source,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-12-12 10:36:17.268924,slurm_normal,,main_w4_handler0,2924540,14547645,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1918970,bed,912866877,wig,8729734.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 27560045}]",1,"[{'src': 'hda', 'id': 27561402}]",user,,34800225,error,aggregate_scores_in_intervals2,1.1.3,,2016-12-13 22:36:33.929682,81351,129616.66075800001
2016-12-12 10:36:09.978574,slurm_normal,,main_w3_handler1,2924540,14547644,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2619881,bed,836055875,wig,8729732.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 27560044}]",1,"[{'src': 'hda', 'id': 27561408}]",user,,34800225,error,aggregate_scores_in_intervals2,1.1.3,,2016-12-13 22:36:35.107262,81351,129625.12868800001
2016-12-12 10:36:23.103815,slurm_normal,,main_w3_handler1,2924540,14547646,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1918970,bed,836055875,wig,8729735.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 27560045}]",1,"[{'src': 'hda', 'id': 27561408}]",user,,34800225,error,aggregate_scores_in_intervals2,1.1.3,,2016-12-13 22:36:35.309700,81351,129612.205885
2016-12-12 10:36:01.150169,slurm_normal,,main_w4_handler1,2924540,14547642,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2619881,bed,912866877,wig,8729730.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 27560044}]",1,"[{'src': 'hda', 'id': 27561402}]",user,,34800225,error,aggregate_scores_in_intervals2,1.1.3,,2016-12-13 22:36:34.890577,81351,129633.74040800001
2017-02-24 01:40:43.482385,slurm_normal,,main_w3_handler0,3008404,15125598,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3439663,bed,12093792604,wig,9279563.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28490595}]",1,"[{'src': 'hda', 'id': 28490546}]",user,,36255878,error,aggregate_scores_in_intervals2,1.1.3,,2017-02-25 13:40:51.098258,100824,129607.615873
2017-02-24 18:21:55.250402,slurm_normal,,main_w4_handler0,3008404,15134487,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3439663,bed,11411325222,wig,9287863.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28490595}]",1,"[{'src': 'hda', 'id': 28490899}]",user,,36255878,error,aggregate_scores_in_intervals2,1.1.3,,2017-02-26 06:22:29.092578,100824,129633.842176
2017-02-24 18:22:06.641713,slurm_normal,,main_w3_handler0,3008404,15134490,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3439663,bed,11411325222,wig,9287867.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28490595}]",1,"[{'src': 'hda', 'id': 28490900}]",user,,36255878,error,aggregate_scores_in_intervals2,1.1.3,,2017-02-26 06:22:28.435353,100824,129621.79364
2017-02-10 16:01:41.900993,slurm_normal,,main_w3_handler1,2990367,15005690,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8223536,bed,912866877,wig,9161302.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28297368}]",1,"[{'src': 'hda', 'id': 28297504}]",user,,35947238,error,aggregate_scores_in_intervals2,1.1.3,,2017-02-12 04:02:06.408580,81351,129624.50758700001
2017-02-10 16:01:32.105525,slurm_normal,,main_w4_handler1,2990367,15005688,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8223536,bed,836055875,wig,9161300.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28297368}]",1,"[{'src': 'hda', 'id': 28297716}]",user,,35947238,error,aggregate_scores_in_intervals2,1.1.3,,2017-02-12 04:01:36.723902,81351,129604.618377
2017-02-10 16:01:50.276743,slurm_normal,,main_w4_handler0,2990367,15005691,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1740704,bed,872869707,wig,9161303.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28297390}]",1,"[{'src': 'hda', 'id': 28297632}]",user,,35947238,error,aggregate_scores_in_intervals2,1.1.3,,2017-02-12 04:02:06.960036,81351,129616.68329300001
2017-02-10 16:02:00.190902,slurm_normal,,main_w3_handler0,2990367,15005693,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1740704,bed,1003242411,wig,9161306.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28297390}]",1,"[{'src': 'hda', 'id': 28297439}]",user,,35947238,error,aggregate_scores_in_intervals2,1.1.3,,2017-02-12 04:02:06.200411,81351,129606.00950900001
2017-02-26 20:34:49.156317,slurm_normal,,main_w3_handler1,3008404,15148557,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3439663,bed,12093792604,wig,9300864.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28490595}]",1,"[{'src': 'hda', 'id': 28490546}]",user,,36255878,error,aggregate_scores_in_intervals2,1.1.3,,2017-02-28 08:35:20.999070,100824,129631.842753
2017-02-24 01:42:35.528524,slurm_normal,,main_w3_handler1,3008404,15125602,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3439663,bed,12085315423,wig,9279567.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28490595}]",1,"[{'src': 'hda', 'id': 28490547}]",user,,36255878,error,aggregate_scores_in_intervals2,1.1.3,,2017-02-25 13:42:49.859214,100824,129614.33069
2017-02-26 20:35:06.288045,slurm_normal,,main_w4_handler1,3008404,15148559,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3439663,bed,12085315423,wig,9300866.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28490595}]",1,"[{'src': 'hda', 'id': 28490547}]",user,,36255878,error,aggregate_scores_in_intervals2,1.1.3,,2017-02-28 08:35:21.283364,100824,129614.99531900001
