create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.maskchar,parameters.out_format1,parameters.regions,parameters.tolower,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-16 11:25:02.147839,slurm_normal,,main_w2_handler1,2491786,11842843,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",254235640,fasta,6090145.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23368884,"""N""","""fasta""","""822979,1052781,1216196,5053847""","""no""",,28416401,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskseq51/5.0.0,5.0.0,,2016-02-17 23:27:16.370286,73553,129734.22244700001
