create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile1_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filter_type.__current_case__,parameters.filter_type.filter,parameters.inputFile,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-28 12:12:50.962435,slurm_normal_16gb,,main_w2_handler0,2237339,9350011,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7403037503,7403037503,bam,bam,3695855.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,"""19493024""","""LENIENT""",,21874887,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-04-30 12:02:28.268319,53572,172177.305884
