create_time,db,db_filetype,destination_id,exit_code,handler,history_id,id,imported,infile_denovo,infile_denovo_filetype,infile_reference,infile_reference_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.abskew,parameters.chromInfo,parameters.dbkey,parameters.detection_mode.__current_case__,parameters.detection_mode.db.values,parameters.detection_mode.detection_mode_select,parameters.detection_mode.infile_denovo,parameters.detection_mode.infile_denovo.values,parameters.detection_mode.infile_reference.values,parameters.dn,parameters.mindiffs,parameters.mindiv,parameters.minh,parameters.outputs,parameters.self_param,parameters.selfid_param,parameters.xn,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-09 12:26:26.113576,,,slurm_normal,,main_w1_handler1,2586531,12082388,False,1106459546.0,fasta,,,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6307634.roundup,slurm,,corral-repl,,"""2.0""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,denovo,23744562.0,,,"""1.4""","""3""","""0.8""","""0.28""",,"""False""","""False""","""8.0""",,28040003,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/1.9.7.0,1.9.7.0,,2016-03-11 00:53:24.544949,,131218.431373
2016-12-15 08:35:03.489982,,,slurm_normal,,main_w4_handler1,2716288,14580902,False,416521226.0,fasta,,,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8760304.roundup,slurm,,corral-repl,,"""2.0""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,denovo,,"[{'src': 'hda', 'id': 27628977}]",,"""1.4""","""3""","""0.8""","""0.28""","[""nonchimeras"", ""uchimealns"", ""uchimeout""]","""false""","""false""","""8.0""",,34836497,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/1.9.7.0,1.9.7.0,,2016-12-16 20:35:39.842790,81626.0,129636.35280800001
2016-12-15 08:35:04.486471,,,slurm_normal,,main_w4_handler0,2716288,14580903,False,432017070.0,fasta,,,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8760305.roundup,slurm,,corral-repl,,"""2.0""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,denovo,,"[{'src': 'hda', 'id': 27628978}]",,"""1.4""","""3""","""0.8""","""0.28""","[""nonchimeras"", ""uchimealns"", ""uchimeout""]","""false""","""false""","""8.0""",,34836497,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/1.9.7.0,1.9.7.0,,2016-12-16 20:35:39.339289,81626.0,129634.85281800001
2016-12-23 18:03:35.223385,,,slurm_normal,,main_w3_handler0,2716288,14639577,False,416521226.0,fasta,,,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8814945.roundup,slurm,,corral-repl,,"""2.0""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,denovo,,"[{'src': 'hda', 'id': 27628977}]",,"""1.4""","""3""","""0.8""","""0.28""","[""nonchimeras"", ""uchimealns"", ""uchimeout""]","""false""","""false""","""8.0""",,34836497,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/1.9.7.0,1.9.7.0,,2016-12-25 06:03:53.856099,81626.0,129618.632714
2016-12-28 14:54:11.616102,,,slurm_normal,,main_w4_handler1,2716288,14657772,False,416521226.0,fasta,,,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8831074.roundup,slurm,,corral-repl,,"""2.0""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,denovo,,"[{'src': 'hda', 'id': 27628977}]",,"""1.4""","""3""","""0.8""","""0.28""","[""nonchimeras"", ""uchimealns"", ""uchimeout""]","""false""","""false""","""8.0""",,34836497,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/1.9.7.0,1.9.7.0,,2016-12-30 02:54:44.817662,81626.0,129633.20156
2017-05-17 21:06:38.714100,3273489229.0,fasta,slurm_normal,,main_w3_handler1,3106125,15872366,False,,,74801720.0,fasta,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9972538.roundup,slurm,,corral-repl,,"""2.0""","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,"[{'src': 'hda', 'id': 29554112}]",reference,,,"[{'src': 'hda', 'id': 29585040}]","""1.4""","""3""","""0.8""","""0.28""",,"""false""","""false""","""8.0""",,37980121,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/1.9.7.0,1.9.7.0,,2017-05-19 09:07:08.301132,99883.0,129629.58703200001
