create_time,destination_id,exit_code,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.analysis_type.__current_case__,parameters.analysis_type.algorithmic_options.D,parameters.analysis_type.algorithmic_options.P,parameters.analysis_type.algorithmic_options.S,parameters.analysis_type.algorithmic_options.W,parameters.analysis_type.algorithmic_options.__current_case__,parameters.analysis_type.algorithmic_options.algorithmic_options_selector,parameters.analysis_type.algorithmic_options.c,parameters.analysis_type.algorithmic_options.d,parameters.analysis_type.algorithmic_options.e,parameters.analysis_type.algorithmic_options.k,parameters.analysis_type.algorithmic_options.m,parameters.analysis_type.algorithmic_options.r,parameters.analysis_type.algorithmic_options.w,parameters.analysis_type.algorithmic_options.y,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.io_options.C,parameters.analysis_type.io_options.M,parameters.analysis_type.io_options.T,parameters.analysis_type.io_options.V,parameters.analysis_type.io_options.Y,parameters.analysis_type.io_options.__current_case__,parameters.analysis_type.io_options.a,parameters.analysis_type.io_options.h,parameters.analysis_type.io_options.io_options_selector,parameters.analysis_type.scoring_options.A,parameters.analysis_type.scoring_options.B,parameters.analysis_type.scoring_options.E,parameters.analysis_type.scoring_options.L,parameters.analysis_type.scoring_options.O,parameters.analysis_type.scoring_options.U,parameters.analysis_type.scoring_options.__current_case__,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.chromInfo,parameters.dbkey,parameters.fastq_input.__current_case__,parameters.fastq_input.fastq_input1,parameters.fastq_input.fastq_input1.values,parameters.fastq_input.fastq_input2,parameters.fastq_input.fastq_input2.values,parameters.fastq_input.fastq_input_selector,parameters.fastq_input.iset_stats,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rg.__current_case__,parameters.rg.rg_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-27 23:07:52.208125,slurm_multi_dynamic_walltime,,1206478061,fastqsanger,1206478061.0,fastqsanger,main_w2_handler2,2751405,13271738,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7461182,slurm,,corral-repl,,0.0,no,"""f80f04a03cbb11e68ede005056a52a46""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd79e6f1da01de18'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b555b6d5bf5db6bad7'}]",paired,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5ac7da5bdf77964'}]",history,1,do_not_set,187510952.0,fasta,,31068164,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.1,0.1,,2016-06-29 13:10:56.589643,20517,136984.381518
2015-02-28 22:35:16.024349,rodeo_normal,,53234108440,fastqsanger,53234108440.0,fastqsanger,main_w1_handler0,2196193,8834919,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2957076.roundup,slurm,,corral-repl,,,,,0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,18674728.0,,18674729.0,,paired,460,0,hg19,,cached,1,do_not_set,,,,21517255,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.1,0.1,,2015-03-02 10:35:50.546541,37892,129634.522192
2015-03-02 20:41:49.052428,rodeo_normal,,53234108440,fastqsanger,53234108440.0,fastqsanger,main_w1_handler0,2196193,8843708,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2973828.roundup,slurm,,corral-repl,,,,,2,0.5,False,False,0,0.0,set,500,100,False,19,20,1.5,100,0,full,False,False,30,False,False,0.0,False,5,set,1,6,"1,1","5,5","8,8",17,0.0,set,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,18674728.0,,18674729.0,,paired,,0,hg19,,cached,1,do_not_set,,,,21543539,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.1,0.1,,2015-03-04 08:42:27.546232,37892,129638.49380400001
2015-03-03 21:15:02.049085,rodeo_normal,,55036912111,fastqsanger,,,main_w1_handler1,2213706,8855942,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2996735.roundup,slurm,,corral-repl,,,,,0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,18599943.0,,,,single,,1,18591460,,history,1,do_not_set,305772075.0,fasta,,21568673,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.1,0.1,,2015-03-05 09:15:31.436707,59959,129629.38762200001
