conditions_0|samples,conditions_0|samples1,conditions_0|samples1_filetype,conditions_0|samples2,conditions_0|samples2_filetype,conditions_0|samples3,conditions_0|samples3_filetype,conditions_0|samples4,conditions_0|samples4_filetype,conditions_0|samples5,conditions_0|samples5_filetype,conditions_0|samples6,conditions_0|samples6_filetype,conditions_0|samples_filetype,conditions_1|samples,conditions_1|samples1,conditions_1|samples1_filetype,conditions_1|samples2,conditions_1|samples2_filetype,conditions_1|samples3,conditions_1|samples3_filetype,conditions_1|samples4,conditions_1|samples4_filetype,conditions_1|samples5,conditions_1|samples5_filetype,conditions_1|samples6,conditions_1|samples6_filetype,conditions_1|samples_filetype,conditions_2|samples,conditions_2|samples1,conditions_2|samples1_filetype,conditions_2|samples2,conditions_2|samples2_filetype,conditions_2|samples3,conditions_2|samples3_filetype,conditions_2|samples4,conditions_2|samples4_filetype,conditions_2|samples5,conditions_2|samples5_filetype,conditions_2|samples6,conditions_2|samples6_filetype,conditions_2|samples_filetype,conditions_3|samples,conditions_3|samples1,conditions_3|samples1_filetype,conditions_3|samples2,conditions_3|samples2_filetype,conditions_3|samples3,conditions_3|samples3_filetype,conditions_3|samples4,conditions_3|samples4_filetype,conditions_3|samples5,conditions_3|samples5_filetype,conditions_3|samples6,conditions_3|samples6_filetype,conditions_3|samples_filetype,conditions_4|samples,conditions_4|samples1,conditions_4|samples1_filetype,conditions_4|samples2,conditions_4|samples2_filetype,conditions_4|samples3,conditions_4|samples3_filetype,conditions_4|samples4,conditions_4|samples4_filetype,conditions_4|samples5,conditions_4|samples5_filetype,conditions_4|samples6,conditions_4|samples6_filetype,conditions_4|samples_filetype,conditions_5|samples,conditions_5|samples1,conditions_5|samples1_filetype,conditions_5|samples2,conditions_5|samples2_filetype,conditions_5|samples3,conditions_5|samples3_filetype,conditions_5|samples_filetype,conditions_6|samples,conditions_6|samples1,conditions_6|samples1_filetype,conditions_6|samples2,conditions_6|samples2_filetype,conditions_6|samples3,conditions_6|samples3_filetype,conditions_6|samples_filetype,conditions_7|samples,conditions_7|samples1,conditions_7|samples1_filetype,conditions_7|samples2,conditions_7|samples2_filetype,conditions_7|samples3,conditions_7|samples3_filetype,conditions_7|samples_filetype,conditions_8|samples,conditions_8|samples1,conditions_8|samples1_filetype,conditions_8|samples2,conditions_8|samples2_filetype,conditions_8|samples3,conditions_8|samples3_filetype,conditions_8|samples_filetype,conditions_9|samples,conditions_9|samples1,conditions_9|samples1_filetype,conditions_9|samples2,conditions_9|samples2_filetype,conditions_9|samples3,conditions_9|samples3_filetype,conditions_9|samples4,conditions_9|samples4_filetype,conditions_9|samples5,conditions_9|samples5_filetype,conditions_9|samples6,conditions_9|samples6_filetype,conditions_9|samples_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.additional.__current_case__,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.sAdvanced,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index.__class__,parameters.bias_correction.seq_source.index.value,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.conditions_0|samples,parameters.conditions_1|samples,parameters.conditions_2|samples,parameters.conditions_3|samples,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.generate_sqlite,parameters.gtf_input,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.set_in_type,parameters.include_count_files,parameters.include_read_group_files,parameters.length_correction,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,parameters.omit_tabular_output,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2945223305,2945223305,bam,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,,,,,bam,3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:48:12.491228,slurm_multi_dynamic_walltime,,1224419294,gtf,main_w2_handler2,2355241,9732533,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038624,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,"""hg38""","""pooled""","""0.05""","""False""",20128028,0,"[{'__index__': 0, 'name': 'Control', 'samples': '20128218,20128235,20128253,20128266'}, {'__index__': 1, 'name': 'LPS', 'samples': '20128271,20128278,20128299,20128311'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,23820249,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 05:21:09.845660,65242,138777.35443200002
2945223305,2945223305,bam,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,,,,,bam,3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:56:37.981275,slurm_multi_dynamic_walltime,,1224419294,gtf,main_w2_handler2,2355229,9732587,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038687,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,"""hg38""","""pooled""","""0.05""","""False""",20127797,0,"[{'__index__': 0, 'name': 'Control', 'samples': '20127828,20127829,20127830,20127831'}, {'__index__': 1, 'name': 'LPS', 'samples': '20127833,20127834,20127835,20127837'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,23795964,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 06:24:10.645506,64998,142052.664231
2945223305,2945223305,bam,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,,,,,bam,3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:43:39.411439,slurm_multi_dynamic_walltime,,1224419294,gtf,main_w2_handler2,2355261,9732504,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038577,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,"""hg38""","""pooled""","""0.05""","""False""",20129152,0,"[{'__index__': 0, 'name': 'Control', 'samples': '20129258,20129264,20129267,20129269'}, {'__index__': 1, 'name': 'LPS', 'samples': '20129274,20129280,20129285,20129292'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,23821156,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 04:50:39.797590,65271,137220.386151
2945223305,2945223305,bam,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,2809948536.0,bam,,,bam,3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:44:36.500492,slurm_multi_dynamic_walltime,,1224419294,gtf,main_w2_handler2,2355254,9732517,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038595,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,"""hg38""","""pooled""","""0.05""","""False""",20128585,0,"[{'__index__': 0, 'name': 'Control', 'samples': '20128996,20129007,20129025,20129040,20129089'}, {'__index__': 1, 'name': 'LPS', 'samples': '20129052,20129064,20129079,20129089'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,23820240,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 05:15:40.034737,65201,138663.53424500002
753581734,753581734,bam,,,,,,,,,,,bam,1100654534,1100654534,bam,,,,,,,,,,,bam,819220647.0,819220647.0,bam,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-30 11:20:54.621652,slurm_multi_dynamic_walltime,,631686627,gtf,main_w2_handler2,2389396,10032042,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4313262,slurm,,corral-repl,,0,no,,0,No,,,0,Yes,0.0,mm9,,,cached,,"""/galaxy-repl/localdata/chrom/mm9.len""",,,,,"""mm9""","""pooled""","""0.05""","""False""",20624025,0,"[{'__index__': 0, 'name': '', 'samples': '20606025'}, {'__index__': 1, 'name': '', 'samples': '20606030'}, {'__index__': 2, 'name': '', 'samples': '20606035'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24386852,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-31 23:21:37.386881,64919,129642.76522900001
5667792995,5667792995,bam,4922474939.0,bam,5772334622.0,bam,6062468283.0,bam,4966708167.0,bam,6748550197.0,bam,bam,4347714528,4347714528,bam,5049500310.0,bam,4979591326.0,bam,5260874670.0,bam,5898253255.0,bam,5163667059.0,bam,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-04 05:06:17.711545,slurm_multi_dynamic_walltime,,103232023,gtf,main_w2_handler2,2380121,10059466,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4338336,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,1.0,,,,history,20434705.0,"""/galaxy-repl/localdata/chrom/?.len""",,,,,"""?""","""pooled""","""0.05""","""True""",20681785,0,"[{'__index__': 0, 'name': 'Control', 'samples': '20600013,20612658,20612665,20612696,20612704,20629371'}, {'__index__': 1, 'name': 'Cort', 'samples': '20594337,20612672,20612680,20612688,20612710,20629393'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",2927607333.0,fasta,,24236307,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-05 17:07:14.727608,41064,129657.016063
2592148402,2592148402,bam,2456067997.0,bam,,,,,,,,,bam,2255470277,2255470277,bam,2327766651.0,bam,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-04 15:02:23.942573,slurm_multi_dynamic_walltime,,306424316,gtf,main_w2_handler2,2385469,10061507,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4340527,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,mm10,,,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,"""mm10""","""pooled""","""0.05""","""False""",20593505,0,"[{'__index__': 0, 'name': 'B-Myb', 'samples': '20495767,20495777'}, {'__index__': 1, 'name': 'AmCyan', 'samples': '20495728,20495747'}]",BAM,"""No""","""No""","""""","""classic-fpkm""","""10""","""False""","""False""",,,,24259190,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-06 03:03:14.129106,57602,129650.18653300001
2548897347,2548897347,bam,1919287758.0,bam,1982880008.0,bam,,,,,,,bam,2249051599,2249051599,bam,2116717499.0,bam,2124869689.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-15 21:15:24.966199,slurm_multi_dynamic_walltime,,732492530,gtf,main_w2_handler2,2377592,9876716,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4168420,slurm,,corral-repl,,0,no,"""6e4682942b3611e5bd3b005056a51846""",0,No,0.0,No,0,Yes,0.0,,UnvalidatedValue,,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,"""mm10""","""pooled""","""0.05""","""False""",20368751,0,"[{'__index__': 0, 'name': 'Young', 'samples': '20370425,20370419,20370430'}, {'__index__': 1, 'name': 'Old', 'samples': '20370446,20370441,20370435'}]",BAM,"""Yes""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,22804701,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-17 16:10:13.592565,52190,154488.626366
4088362927,4088362927,bam,4717589498.0,bam,5060534972.0,bam,,,,,,,bam,4415501994,4415501994,bam,3752431749.0,bam,5526965889.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-06 17:50:02.812394,slurm_multi_dynamic_walltime,,43445576,gtf,main_w2_handler2,1529033,10074077,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4351930,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg19,,,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,"""hg19""","""pooled""","""0.05""","""False""",20705443,0,"[{'__index__': 0, 'name': 'DMSO_2wkA549gencodeLncRNAs', 'samples': '20697372,20697818,20698202'}, {'__index__': 1, 'name': 'CSC_2wkA549gencodeLncRNAs', 'samples': '20698400,20698507,20698639'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24528049,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-08 05:50:53.690038,37161,129650.87764400001
4185710450,4185710450,bam,4097521531.0,bam,,,,,,,,,bam,4127983151,4127983151,bam,3873141754.0,bam,4472650058.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-06 21:38:09.947035,slurm_multi_dynamic_walltime,,43445576,gtf,main_w2_handler2,2400863,10075418,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4352982,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg19,,,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,"""hg19""","""pooled""","""0.05""","""False""",20705718,0,"[{'__index__': 0, 'name': 'DMSO_48hoursA549gencodeLncRNAs', 'samples': '20690559,20696953'}, {'__index__': 1, 'name': 'CSC_48hoursA549gencodeLncRNAs', 'samples': '20687850,20688378,20690279'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24551128,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-08 09:38:55.720128,38105,129645.77309300001
660631819,660631819,bam,654194202.0,bam,780048998.0,bam,770785553.0,bam,713200852.0,bam,706150395.0,bam,bam,802052512,802052512,bam,792611346.0,bam,738297587.0,bam,730543712.0,bam,728964934.0,bam,720155089.0,bam,bam,778047206.0,778047206.0,bam,770839740.0,bam,812841591.0,bam,801184023.0,bam,790719401.0,bam,781886212.0,bam,bam,750445846.0,750445846.0,bam,741390910.0,bam,678482532.0,bam,671669769.0,bam,794529719.0,bam,785198642.0,bam,bam,751934525.0,751934525.0,bam,741675243.0,bam,754580022.0,bam,745596867.0,bam,681769887.0,bam,673030771.0,bam,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-26 15:49:40.494668,slurm_multi_dynamic_walltime,,178883444,gtf,main_w2_handler2,2389942,9995115,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4277987,slurm,,corral-repl,,0,no,,0,No,,,0,Yes,0.0,hg19,,,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,"""hg19""","""pooled""","""0.05""","""True""",20561582,0,"[{'__index__': 0, 'name': 'first', 'samples': '20547526,20547527,20547528,20547529,20547530,20547531'}, {'__index__': 1, 'name': 'second', 'samples': '20547520,20547521,20547522,20547523,20547524,20547525'}, {'__index__': 2, 'name': 'third', 'samples': '20547514,20547515,20547516,20547517,20547518,20547519'}, {'__index__': 3, 'name': 'fourth', 'samples': '20547506,20547508,20547509,20547510,20547511,20547512'}, {'__index__': 4, 'name': 'fifth', 'samples': '20547499,20547500,20547501,20547502,20547504,20547505'}]",BAM,"""No""","""Yes""","""""","""geometric""","""0""","""True""","""False""",,,,24268050,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-28 03:50:56.293744,66638,129675.79907600001
943670,943670,bam,,,,,,,,,,,bam,869242,869242,bam,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-12 09:56:28.513010,slurm_multi_dynamic_walltime,,130022975,gtf,main_w2_handler2,2406278,10099314,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4374146,slurm,,corral-repl,,0,no,,0,No,0.0,No,1,No,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,"""hg19""","""pooled""","""0.05""","""False""",20745580,0,"[{'__index__': 0, 'name': '', 'samples': '20745484'}, {'__index__': 1, 'name': '', 'samples': '20745468'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24649580,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-13 21:57:43.192876,67666,129674.679866
3537488871,3537488871,bam,3167191510.0,bam,3367382384.0,bam,,,,,,,bam,3501937093,3501937093,bam,4339542119.0,bam,3117664495.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-19 01:10:27.070764,slurm_multi_dynamic_walltime,,74892298,gtf,main_w2_handler2,2410999,10145082,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4415950,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,mm10,,,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,"""mm10""","""pooled""","""0.05""","""True""",20817190,0,"[{'__index__': 0, 'name': 'WT', 'samples': '20816889,20816890,20816891'}, {'__index__': 1, 'name': 'TG', 'samples': '20816892,20816893,20816894'}]",BAM,"""Yes""","""Yes""","""""","""geometric""","""10""","""True""","""False""",,,,24734743,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-20 13:11:48.410468,26586,129681.33970400001
2739680280,2739680280,bam,5339262409.0,bam,3781821046.0,bam,,,,,,,bam,2792150395,2792150395,bam,3495742435.0,bam,3100219425.0,bam,,,,,,,bam,3046214583.0,3046214583.0,bam,3508527293.0,bam,2825299859.0,bam,,,,,,,bam,2751056804.0,2751056804.0,bam,3080830806.0,bam,3122815500.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-01 11:29:52.293364,slurm_multi_dynamic_walltime,,296003024,gtf,main_w2_handler2,2395501,10235899,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4515436,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""__collection_reduce__|7033""","""__collection_reduce__|7046""","""__collection_reduce__|7065""","""__collection_reduce__|7071""","""hg38""","""pooled""","""0.05""","""False""",20935701,0,"[{'__index__': 0, 'name': 'siBASP1-TAM', 'samples': '20812560,20812567,20812573'}, {'__index__': 1, 'name': 'siBASP1+TAM', 'samples': '20821034,20821039,20821044'}, {'__index__': 2, 'name': 'siNEG-TAM', 'samples': '20838705,20838710,20838715'}, {'__index__': 3, 'name': 'siNEG+TAM', 'samples': '20843569,20843574,20843579'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24610748,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-09-02 23:30:33.858486,67168,129641.56512200001
829939438,829939438,bam,837269594.0,bam,876463391.0,bam,790030937.0,bam,781582260.0,bam,825195769.0,bam,bam,756653708,756653708,bam,777600689.0,bam,779506523.0,bam,768596328.0,bam,,,,,bam,824993524.0,824993524.0,bam,812639210.0,bam,740247546.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-09 01:42:08.417628,slurm_multi_dynamic_walltime,,139373671,gtf,main_w2_handler2,2428022,10281456,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4567198,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,mm9,,,cached,,"""/galaxy-repl/localdata/chrom/mm9.len""",,,,,"""mm9""","""pooled""","""0.05""","""True""",21049953,0,"[{'__index__': 0, 'name': 'Sham', 'samples': '21011091,21011096,21011102,21011128,21011133,21011142'}, {'__index__': 1, 'name': '12 Hours', 'samples': '21011074,21011079,21011086,21011148'}, {'__index__': 2, 'name': '24 Hours', 'samples': '21011107,21011117,21011123'}]",BAM,"""Yes""","""Yes""","""""","""geometric""","""10""","""True""","""False""",,,,25002518,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-09-10 14:06:06.625499,68470,131038.207871
829939438,829939438,bam,837269594.0,bam,876463391.0,bam,790030937.0,bam,781582260.0,bam,825195769.0,bam,bam,756653708,756653708,bam,777600689.0,bam,779506523.0,bam,768596328.0,bam,,,,,bam,824993524.0,824993524.0,bam,812639210.0,bam,740247546.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-10 18:24:26.613163,slurm_multi_dynamic_walltime,,139373671,gtf,main_w2_handler2,2428022,10297131,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4582154,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,mm9,,,cached,,"""/galaxy-repl/localdata/chrom/mm9.len""",,,,,"""mm9""","""pooled""","""0.05""","""True""",21049953,0,"[{'__index__': 0, 'name': 'Sham', 'samples': '21011091,21011096,21011102,21011128,21011133,21011142'}, {'__index__': 1, 'name': '12 Hours', 'samples': '21011074,21011079,21011086,21011148'}, {'__index__': 2, 'name': '24 Hours', 'samples': '21011107,21011117,21011123'}]",BAM,"""Yes""","""Yes""","""""","""geometric""","""10""","""True""","""False""",,,,25002518,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-09-12 06:44:45.072782,68470,130818.459619
