conditions_0|samples,conditions_0|samples1,conditions_0|samples1_filetype,conditions_0|samples2,conditions_0|samples2_filetype,conditions_0|samples3,conditions_0|samples3_filetype,conditions_0|samples4,conditions_0|samples4_filetype,conditions_0|samples5,conditions_0|samples5_filetype,conditions_0|samples6,conditions_0|samples6_filetype,conditions_0|samples_filetype,conditions_1|samples,conditions_1|samples1,conditions_1|samples1_filetype,conditions_1|samples2,conditions_1|samples2_filetype,conditions_1|samples3,conditions_1|samples3_filetype,conditions_1|samples4,conditions_1|samples4_filetype,conditions_1|samples5,conditions_1|samples5_filetype,conditions_1|samples6,conditions_1|samples6_filetype,conditions_1|samples_filetype,conditions_2|samples,conditions_2|samples1,conditions_2|samples1_filetype,conditions_2|samples2,conditions_2|samples2_filetype,conditions_2|samples3,conditions_2|samples3_filetype,conditions_2|samples4,conditions_2|samples4_filetype,conditions_2|samples5,conditions_2|samples5_filetype,conditions_2|samples6,conditions_2|samples6_filetype,conditions_2|samples_filetype,conditions_3|samples,conditions_3|samples1,conditions_3|samples1_filetype,conditions_3|samples2,conditions_3|samples2_filetype,conditions_3|samples3,conditions_3|samples3_filetype,conditions_3|samples4,conditions_3|samples4_filetype,conditions_3|samples5,conditions_3|samples5_filetype,conditions_3|samples6,conditions_3|samples6_filetype,conditions_3|samples_filetype,conditions_4|samples,conditions_4|samples1,conditions_4|samples1_filetype,conditions_4|samples2,conditions_4|samples2_filetype,conditions_4|samples3,conditions_4|samples3_filetype,conditions_4|samples4,conditions_4|samples4_filetype,conditions_4|samples5,conditions_4|samples5_filetype,conditions_4|samples6,conditions_4|samples6_filetype,conditions_4|samples_filetype,conditions_5|samples,conditions_5|samples1,conditions_5|samples1_filetype,conditions_5|samples2,conditions_5|samples2_filetype,conditions_5|samples3,conditions_5|samples3_filetype,conditions_5|samples_filetype,conditions_6|samples,conditions_6|samples1,conditions_6|samples1_filetype,conditions_6|samples2,conditions_6|samples2_filetype,conditions_6|samples3,conditions_6|samples3_filetype,conditions_6|samples_filetype,conditions_7|samples,conditions_7|samples1,conditions_7|samples1_filetype,conditions_7|samples2,conditions_7|samples2_filetype,conditions_7|samples3,conditions_7|samples3_filetype,conditions_7|samples_filetype,conditions_8|samples,conditions_8|samples1,conditions_8|samples1_filetype,conditions_8|samples2,conditions_8|samples2_filetype,conditions_8|samples3,conditions_8|samples3_filetype,conditions_8|samples_filetype,conditions_9|samples,conditions_9|samples1,conditions_9|samples1_filetype,conditions_9|samples2,conditions_9|samples2_filetype,conditions_9|samples3,conditions_9|samples3_filetype,conditions_9|samples4,conditions_9|samples4_filetype,conditions_9|samples5,conditions_9|samples5_filetype,conditions_9|samples6,conditions_9|samples6_filetype,conditions_9|samples_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.additional.__current_case__,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.sAdvanced,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index.__class__,parameters.bias_correction.seq_source.index.value,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.conditions_0|samples,parameters.conditions_1|samples,parameters.conditions_2|samples,parameters.conditions_3|samples,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.generate_sqlite,parameters.gtf_input,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.set_in_type,parameters.include_count_files,parameters.include_read_group_files,parameters.length_correction,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,parameters.omit_tabular_output,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2592148402,2592148402,bam,2456067997.0,bam,,,,,,,,,bam,2255470277,2255470277,bam,2327766651.0,bam,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-28 15:08:16.923723,slurm_multi_dynamic_walltime,,306424316,gtf,main_w2_handler2,2385469,10017565,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4299478,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,mm10,,,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,"""mm10""","""pooled""","""0.05""","""False""",20593505,0,"[{'__index__': 0, 'name': 'B-Myb', 'samples': '20495767,20495777'}, {'__index__': 1, 'name': 'AmCyan', 'samples': '20495728,20495747'}]",BAM,"""No""","""No""","""""","""classic-fpkm""","""10""","""False""","""False""",,,,24259190,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-30 03:12:59.798656,57602,129882.87493300001
1390818508,1390818508,bam,1053157016.0,bam,808022292.0,bam,1027541644.0,bam,,,,,bam,801284585,801284585,bam,733766898.0,bam,945107746.0,bam,,,,,,,bam,794424581.0,794424581.0,bam,943699345.0,bam,923929657.0,bam,,,,,,,bam,763702836.0,763702836.0,bam,987119107.0,bam,656640682.0,bam,,,,,,,bam,752789528.0,752789528.0,bam,745000934.0,bam,796665883.0,bam,,,,,,,bam,903342125.0,903342125.0,bam,882314773.0,bam,771174500.0,bam,bam,951588796.0,951588796.0,bam,928735148.0,bam,783856029.0,bam,bam,873997357.0,873997357.0,bam,916811394.0,bam,759517104.0,bam,bam,716142662.0,716142662.0,bam,750942747.0,bam,763530100.0,bam,bam,801284585.0,801284585.0,bam,733766898.0,bam,945107746.0,bam,716142662.0,bam,750942747.0,bam,763530100.0,bam,bam,2015-06-24 12:24:52.756499,slurm_multi_dynamic_walltime,,66564621,gtf,main_w2_handler2,2347799,9723731,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4030484,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,mm10,,,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,"""mm10""","""pooled""","""0.05""","""True""",20109040,0,"[{'__index__': 0, 'name': 'EpiSCs', 'samples': '20091983,20091988,20091994,20092001'}, {'__index__': 1, 'name': 'mLimES', 'samples': '20092023,20092044,20092121'}, {'__index__': 2, 'name': 'LimESWnt', 'samples': '20092029,20092094,20092128'}, {'__index__': 3, 'name': 'LimESFgf', 'samples': '20092037,20092108,20092135'}, {'__index__': 4, 'name': 'ESLW', 'samples': '20092152,20092200,20092247'}, {'__index__': 5, 'name': 'ESLWPD', 'samples': '20092170,20092207,20092261'}, {'__index__': 6, 'name': 'ESLCHIR', 'samples': '20092177,20092216,20092267'}, {'__index__': 7, 'name': 'ESL2i', 'samples': '20092186,20092225,20092272'}, {'__index__': 8, 'name': 'fLimES', 'samples': '20092192,20092241,20092283'}, {'__index__': 9, 'name': 'LimES', 'samples': '20092023,20092044,20092121,20092192,20092241,20092283'}]",BAM,"""Yes""","""No""","""""","""classic-fpkm""","""10""","""True""","""False""",,,,23749873,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-24 20:37:04.006395,41260,29531.249896
3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:44:19.531502,slurm_multi_dynamic_walltime,,1224419294,gtf,main_w2_handler2,2355253,9732513,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038591,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,"""hg38""","""pooled""","""0.05""","""False""",20128242,0,"[{'__index__': 0, 'name': '', 'samples': '20128457,20128475,20128481,20128487'}, {'__index__': 1, 'name': '', 'samples': '20128457,20128475,20128481,20128487'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,23796437,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 05:07:11.772322,65187,138172.24082
660631819,660631819,bam,654194202.0,bam,780048998.0,bam,770785553.0,bam,713200852.0,bam,706150395.0,bam,bam,802052512,802052512,bam,792611346.0,bam,738297587.0,bam,730543712.0,bam,728964934.0,bam,720155089.0,bam,bam,778047206.0,778047206.0,bam,770839740.0,bam,812841591.0,bam,801184023.0,bam,790719401.0,bam,781886212.0,bam,bam,750445846.0,750445846.0,bam,741390910.0,bam,678482532.0,bam,671669769.0,bam,794529719.0,bam,785198642.0,bam,bam,751934525.0,751934525.0,bam,741675243.0,bam,754580022.0,bam,745596867.0,bam,681769887.0,bam,673030771.0,bam,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-28 21:20:13.282730,slurm_multi_dynamic_walltime,,178883444,gtf,main_w2_handler2,2389942,10020833,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4302615,slurm,,corral-repl,,0,no,,0,No,,,0,Yes,0.0,hg19,,,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,"""hg19""","""pooled""","""0.05""","""False""",20561582,0,"[{'__index__': 0, 'name': '0h', 'samples': '20547526,20547527,20547528,20547529,20547530,20547531'}, {'__index__': 1, 'name': '4h', 'samples': '20547520,20547521,20547522,20547523,20547524,20547525'}, {'__index__': 2, 'name': '8h', 'samples': '20547514,20547515,20547516,20547517,20547518,20547519'}, {'__index__': 3, 'name': '24h', 'samples': '20547506,20547508,20547509,20547510,20547511,20547512'}, {'__index__': 4, 'name': '48h', 'samples': '20547499,20547500,20547501,20547502,20547504,20547505'}]",BAM,"""No""","""No""","""""","""geometric""","""0""","""False""","""False""",,,,24268050,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-30 09:20:58.389213,66638,129645.10648300001
2945223305,2945223305,bam,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,3267145400.0,bam,,,bam,3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:44:08.767232,slurm_multi_dynamic_walltime,,1224419294,gtf,main_w2_handler2,2355246,9732510,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038586,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,"""hg38""","""pooled""","""0.05""","""False""",20128151,0,"[{'__index__': 0, 'name': '', 'samples': '20128397,20128401,20128415,20128431,20128496'}, {'__index__': 1, 'name': '', 'samples': '20128448,20128470,20128496,20128505'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,23820228,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 05:00:07.067248,65180,137758.30001600002
2809948536,2809948536,bam,,,,,,,,,,,bam,2809948536,2809948536,bam,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:44:14.463934,slurm_multi_dynamic_walltime,,1224419294,gtf,main_w2_handler2,2355259,9732511,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038588,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,"""hg38""","""pooled""","""0.05""","""False""",20129063,0,"[{'__index__': 0, 'name': 'Control', 'samples': '20129225'}, {'__index__': 1, 'name': 'LPS', 'samples': '20129225'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,23820101,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 05:04:41.281136,65210,138026.817202
3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:49:11.245992,slurm_multi_dynamic_walltime,,1224419294,gtf,main_w2_handler2,2355480,9732537,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038632,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,"""hg38""","""pooled""","""0.05""","""False""",20133461,0,"[{'__index__': 0, 'name': 'control', 'samples': '20133479,20133480,20133481,20133482'}, {'__index__': 1, 'name': 'LPS', 'samples': '20133479,20133480,20133481,20133482'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,23820275,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 05:28:40.019095,65122,139168.773103
2945223305,2945223305,bam,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,,,,,bam,3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:44:42.407629,slurm_multi_dynamic_walltime,,1224419294,gtf,main_w2_handler2,2355240,9732519,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038597,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,"""hg38""","""pooled""","""0.05""","""False""",20127991,0,"[{'__index__': 0, 'name': 'Control', 'samples': '20128084,20128094,20128103,20128111'}, {'__index__': 1, 'name': 'LPS', 'samples': '20128130,20128141,20128149,20128158'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,23796439,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 05:16:40.892933,64639,138718.485304
2945223305,2945223305,bam,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,,,,,bam,3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:50:07.993840,slurm_multi_dynamic_walltime,,1224419294,gtf,main_w2_handler2,2355252,9732547,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038640,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg38,,,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,"""hg38""","""pooled""","""0.05""","""False""",20128217,0,"[{'__index__': 0, 'name': 'Control', 'samples': '20128561,20128578,20128597,20128611'}, {'__index__': 1, 'name': 'LPS', 'samples': '20128633,20128652,20128675,20128708'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,23820226,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 05:32:12.121248,64987,139324.127408
2945223305,2945223305,bam,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,,,,,bam,3649069343,3649069343,bam,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-25 14:44:03.461807,slurm_multi_dynamic_walltime,,1089290081,gtf,main_w2_handler2,2355239,9732508,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4038582,slurm,,corral-repl,,0,no,,0,No,0.0,No,0,Yes,0.0,hg19,,,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,"""hg19""","""pooled""","""0.05""","""False""",20127961,0,"[{'__index__': 0, 'name': 'Control', 'samples': '20128019,20128022,20128025,20128030'}, {'__index__': 1, 'name': 'LPS', 'samples': '20128032,20128035,20128040,20128047'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,23800747,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-27 04:59:12.232859,65221,137708.771052
