create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.align,parameters.best,parameters.chromInfo,parameters.dbkey,parameters.gappenalty,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.intronpenalty,parameters.match,parameters.minscore,parameters.mismatch,parameters.mode,parameters.reverse,parameters.seed,parameters.shuffle,parameters.splice,parameters.splicepenalty,parameters.width,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-12-27 18:46:56.241486,slurm_normal,,main_w3_handler1,2919819,14652978,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13359107,fasta,42347422,fasta,8826806.roundup,slurm,,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 27753886}]",,"[{'src': 'hda', 'id': 27584613}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",,34835808,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-12-29 06:47:09.358561,87235,129613.117075
2017-02-17 21:21:58.308847,slurm_normal,,main_w4_handler1,2994036,15071089,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",35761777,fasta,560199523,fasta,9226497.roundup,slurm,,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 28352359}]",,"[{'src': 'hda', 'id': 28347696}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",,36127044,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2017-02-19 09:23:03.192591,99643,129664.883744
2017-02-20 16:45:43.100772,slurm_normal,,main_w3_handler1,2994036,15087826,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",35761777,fasta,560199523,fasta,9242946.roundup,slurm,,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 28352359}]",,"[{'src': 'hda', 'id': 28347696}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",,36177751,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2017-02-22 04:45:55.744817,99643,129612.64404500001
2015-02-05 21:31:05.026904,rodeo_normal,,main_w1_handler0,2196852,8672773,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",50027135,fasta,158506611,fasta,2660102.roundup,slurm,,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18424809,,18424823,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",,21040054,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-07 09:31:58.776411,20891,129653.74950700002
2017-02-22 16:33:52.913991,slurm_normal,,main_w3_handler0,2994036,15109300,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",35761777,fasta,560199523,fasta,9263933.roundup,slurm,,corral-repl,,"""yes""","""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 28352359}]",,"[{'src': 'hda', 'id': 28347696}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",,36225417,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2017-02-24 04:36:24.029445,99643,129751.11545400001
