create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__ORIGINAL_DATASET_STATE__,parameters.__SET_EXTERNAL_METADATA_COMMAND_LINE__,parameters.input1.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-11 02:39:00.860855,slurm_normal,,main_w4_handler1,3387006,17999431,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4650498035,bed,12076121,slurm,,corral-repl,,"""ok""","""\""/galaxy-repl/main/jobdir/017/999/17999431/registry.xml\"" \""None\"" \""/galaxy-repl/main/jobdir/017/999/17999431/metadata_in_HistoryDatasetAssociation_33256983_pn58_H,/galaxy-repl/main/jobdir/017/999/17999431/metadata_kwds_HistoryDatasetAssociation_33256983_GZaB2i,/galaxy-repl/main/jobdir/017/999/17999431/metadata_out_HistoryDatasetAssociation_33256983_CazeuD,/galaxy-repl/main/jobdir/017/999/17999431/metadata_results_HistoryDatasetAssociation_33256983_yYdtuY,/galaxy-repl/main/files/023/043/dataset_23043491.dat,/galaxy-repl/main/jobdir/017/999/17999431/metadata_override_HistoryDatasetAssociation_33256983_BSCxQg\"" 1000000""","[{'src': 'hda', 'id': 33256983}]",,43103232,error,__SET_METADATA__,1.0.1,,2018-01-12 14:39:20.553210,119605,129619.692355
2018-01-11 02:39:16.241855,slurm_normal,,main_w3_handler0,3387006,17999432,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4868679104,bed,12076122,slurm,,corral-repl,,"""ok""","""\""/galaxy-repl/main/jobdir/017/999/17999432/registry.xml\"" \""None\"" \""/galaxy-repl/main/jobdir/017/999/17999432/metadata_in_HistoryDatasetAssociation_33256980_nb1e8V,/galaxy-repl/main/jobdir/017/999/17999432/metadata_kwds_HistoryDatasetAssociation_33256980_eUI9Ft,/galaxy-repl/main/jobdir/017/999/17999432/metadata_out_HistoryDatasetAssociation_33256980_EySZfg,/galaxy-repl/main/jobdir/017/999/17999432/metadata_results_HistoryDatasetAssociation_33256980_BYeM2M,/galaxy-repl/main/files/023/043/dataset_23043488.dat,/galaxy-repl/main/jobdir/017/999/17999432/metadata_override_HistoryDatasetAssociation_33256980_Zw20GD\"" 1000000""","[{'src': 'hda', 'id': 33256980}]",,43103232,error,__SET_METADATA__,1.0.1,,2018-01-12 14:39:50.378345,119605,129634.13649
