create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_calculate_coverage_over_genes,input_calculate_coverage_over_genes_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.gatk_param_type_selector,parameters.input_calculate_coverage_over_genes,parameters.output_format,parameters.partition_type,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.summary_coverage_threshold_group,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-07 03:59:37.104364,slurm_normal_16gb,,main_w1_handler0,2417391,12358673,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10503918342.0,bam,7708563.0,bed,6563235.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,basic,20895035,"""rtable""","[""sample""]",0,"[{'__index__': 0, 'input_bam': 24145792}]",hg_g1k_v37,cached,[],,,,29454594,error,toolshed.g2.bx.psu.edu/repos/devteam/depth_of_coverage/gatk_depth_of_coverage/0.0.2,0.0.2,,2016-04-08 04:00:04.795964,68134,86427.6916
2016-10-09 10:52:33.586264,slurm_normal_16gb,,main_w3_handler0,2232551,14038834,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,8256277.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,basic,,"""table""","[""sample""]",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50268949b98f4e444'}]}}]",hg_g1k_v37,cached,[],26381685790.0,bam,,33556034,error,toolshed.g2.bx.psu.edu/repos/devteam/depth_of_coverage/gatk_depth_of_coverage/0.0.2,0.0.2,,2016-10-10 10:53:41.956691,60720,86468.370427
2017-05-24 00:12:12.827060,slurm_normal_16gb,,main_w4_handler0,3105606,15922777,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,10020776.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,basic,,"""csv""","[""sample""]",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29741233}]}}]",hg_g1k_v37,cached,[],29491272946.0,bam,,37873184,error,toolshed.g2.bx.psu.edu/repos/devteam/depth_of_coverage/gatk_depth_of_coverage/0.0.2,0.0.2,,2017-05-25 00:12:51.204735,105607,86438.37767500001
2017-05-25 13:55:44.039917,slurm_normal_16gb,,main_w3_handler1,3105606,15936996,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,10035495.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,basic,,"""csv""","[""sample""]",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29741233}]}}]",hg_g1k_v37,cached,[],29491272946.0,bam,,37873184,error,toolshed.g2.bx.psu.edu/repos/devteam/depth_of_coverage/gatk_depth_of_coverage/0.0.2,0.0.2,,2017-05-26 13:56:31.209649,105607,86447.16973200001
