create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.URL,parameters.chromInfo,parameters.dbkey,parameters.name,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-06 13:53:14.943650,slurm_normal,,main_w2_handler1,2366121,9796072,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4098265.roundup,slurm,,corral-repl,,"""ftp://ftp.sra.ebi.ac.uk/vol1/ERA172/ERA172924/bam/NA12878_S1.bam""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""EBI SRA: ERA172924 File: ftp://ftp.sra.ebi.ac.uk/vol1/ERA172/ERA172924/bam/NA12878_S1.bam""",,24003586,error,ebi_sra_main,1.0.1,,2015-07-08 03:02:54.526599,,133779.582949
2015-07-10 18:27:24.203810,slurm_normal,,main_w1_handler0,2372027,9833677,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4131442.roundup,slurm,,corral-repl,,"""ftp://ftp.sra.ebi.ac.uk/vol1/ERA172/ERA172924/bam/NA12877_S1.bam""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""EBI SRA: ERP001960 File: ftp://ftp.sra.ebi.ac.uk/vol1/ERA172/ERA172924/bam/NA12877_S1.bam""",,24090440,error,ebi_sra_main,1.0.1,,2015-07-12 06:28:13.877155,,129649.673345
2015-07-10 18:20:00.471388,slurm_normal,,main_w1_handler0,2372020,9833627,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4131359.roundup,slurm,,corral-repl,,"""ftp://ftp.sra.ebi.ac.uk/vol1/ERA172/ERA172924/bam/NA12878_S1.bam""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""EBI SRA: ERP001960 File: ftp://ftp.sra.ebi.ac.uk/vol1/ERA172/ERA172924/bam/NA12878_S1.bam""",,24090359,error,ebi_sra_main,1.0.1,,2015-07-12 06:20:41.413037,,129640.94164900001
2015-07-17 21:41:04.865014,slurm_normal,,main_w1_handler0,2380483,9898188,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4186163.roundup,slurm,,corral-repl,,"""ftp://ftp.sra.ebi.ac.uk/vol1/ERA172/ERA172924/bam/NA12878_S1.bam""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""EBI SRA: ERP001960 File: ftp://ftp.sra.ebi.ac.uk/vol1/ERA172/ERA172924/bam/NA12878_S1.bam""",,24200094,error,ebi_sra_main,1.0.1,,2015-07-19 09:41:37.846334,,129632.98132
2015-10-15 21:04:01.798464,slurm_normal,,main_w2_handler0,2473343,10588729,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4858279.roundup,slurm,,corral-repl,,"""ftp://ftp.sra.ebi.ac.uk/vol1/ERA459/ERA459790/oxfordnanopore_native/ZF-screens_MARC_phase_1a_e_coli_run2.tar.gz""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""EBI SRA: PRJEB9131 File: ftp://ftp.sra.ebi.ac.uk/vol1/ERA459/ERA459790/oxfordnanopore_native/ZF-screens_MARC_phase_1a_e_coli_run2.tar.gz""",,25714760,error,ebi_sra_main,1.0.1,,2015-10-17 09:04:55.275671,,129653.477207
2016-01-11 17:18:09.337088,slurm_normal,,main_w1_handler1,2562300,11462633,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5726993.roundup,slurm,,corral-repl,,"""ftp://ftp.sra.ebi.ac.uk/vol1/ERA540/ERA540530/oxfordnanopore_native/MAP006-1.tar""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""EBI SRA: ERP007108 File: ftp://ftp.sra.ebi.ac.uk/vol1/ERA540/ERA540530/oxfordnanopore_native/MAP006-1.tar""",,27347781,error,ebi_sra_main,1.0.1,,2016-01-13 05:18:59.487562,,129650.15047400001
2016-01-12 04:37:43.384038,slurm_normal,,main_w2_handler0,2513101,11467173,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5734611.roundup,slurm,,corral-repl,,"""ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/002/SRR1778442/SRR1778442_2.fastq.gz""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""EBI SRA: SRR1778442 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/002/SRR1778442/SRR1778442_2.fastq.gz""",,26381379,error,ebi_sra_main,1.0.1,,2016-01-13 16:38:32.243590,73945.0,129648.85955200001
2016-01-12 04:37:43.209182,slurm_normal,,main_w1_handler0,2513101,11467172,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5734609.roundup,slurm,,corral-repl,,"""ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/002/SRR1778442/SRR1778442_1.fastq.gz""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""EBI SRA: SRR1778442 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/002/SRR1778442/SRR1778442_1.fastq.gz""",,26381379,error,ebi_sra_main,1.0.1,,2016-01-13 16:38:07.203773,73945.0,129623.99459100001
2016-01-12 09:30:56.413257,slurm_normal,,main_w2_handler0,2562906,11469821,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5736812.roundup,slurm,,corral-repl,,"""ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594336/ERR594336_1.fastq.gz""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""EBI SRA: ERR594336 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594336/ERR594336_1.fastq.gz""",,27370374,error,ebi_sra_main,1.0.1,,2016-01-13 21:31:34.212285,,129637.79902800001
2016-10-27 18:57:18.766519,slurm_normal,,main_w4_handler1,2768350,14193688,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8405931.roundup,slurm,,corral-repl,,"""ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315485/ERR315485_2.fastq.gz""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""EBI SRA: PRJEB4337 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315485/ERR315485_2.fastq.gz""",,33512424,error,ebi_sra_main,1.0.1,,2016-10-29 06:58:28.422360,61972.0,129669.65584100001
