create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.allpartials,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.menu,parameters.out_format1,parameters.overlap,parameters.unfavoured,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-22 20:22:32.578019,slurm_normal,,main_w1_handler2,2486821,11583181,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1650,seqtable,5848705.roundup,slurm,,corral-repl,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23011112,"""2""","""seqtable""","""no""","""no""",,27667661,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-01-24 08:22:50.120138,66216,129617.542119
2016-01-22 20:22:34.332337,slurm_normal,,main_w1_handler2,2486821,11583182,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2593,seqtable,5848707.roundup,slurm,,corral-repl,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23011114,"""2""","""seqtable""","""no""","""no""",,27667661,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2016-01-24 08:23:21.210135,66216,129646.877798
