create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.gaplimit,parameters.input1.values,parameters.maxpallen,parameters.minpallen,parameters.nummismatches,parameters.overlap,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-18 07:23:06.069442,slurm_normal,,main_w4_handler0,3000680,15073001,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",630615,fasta,9228800.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","[{'src': 'hda', 'id': 28407945}]","""1000""","""10""","""5""","""yes""",,36135907,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: palindrome65/5.0.0,5.0.0,,2017-02-19 19:23:38.895425,,129632.825983
