count,count_filetype,create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.dereplicate,parameters.fasta.values,parameters.options.__current_case__,parameters.options.setby,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
429172,mothur.count_table,2018-03-05 04:43:03.548943,slurm_normal,,11939093,fasta,main_w4_handler0,3447749,18605336,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12700607,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 34163535}]",0,default,,44116570,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_slayer/mothur_chimera_slayer/1.36.1.0,1.36.1.0,,2018-03-06 16:43:38.425523,122045,129634.87658000001
