conditions_0|samples,conditions_0|samples1,conditions_0|samples1_filetype,conditions_0|samples2,conditions_0|samples2_filetype,conditions_0|samples3,conditions_0|samples3_filetype,conditions_0|samples_filetype,conditions_1|samples,conditions_1|samples1,conditions_1|samples1_filetype,conditions_1|samples2,conditions_1|samples2_filetype,conditions_1|samples3,conditions_1|samples3_filetype,conditions_1|samples_filetype,conditions_2|samples,conditions_2|samples1,conditions_2|samples1_filetype,conditions_2|samples2,conditions_2|samples2_filetype,conditions_2|samples3,conditions_2|samples3_filetype,conditions_2|samples_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.sAdvanced,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.gtf_input,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.set_in_type,parameters.include_count_files,parameters.include_read_group_files,parameters.length_correction,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
11971093433,11971093433,bam,,,,,bam,9259303441,9259303441,bam,,,,,bam,,,,,,,,,2015-05-25 16:53:27.754493,slurm_multi_development,,151230028,gtf,main_w2_handler2,2310424,9529840,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3845060.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,0,,,No,,,0,Yes,1.0,,history,19745006.0,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""blind""","""0.05""",19767234,0,"[{'__index__': 0, 'name': '4-cell Pybx', 'samples': '19740995'}, {'__index__': 1, 'name': '4-cell Mybx', 'samples': '19740994'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""",1440727708.0,fasta,,23265328,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.1,2.2.1.1,,2015-05-25 20:54:58.832459,58875,14491.077966
734993778,734993778,bam,614002557.0,bam,589756755.0,bam,bam,654854573,654854573,bam,585988616.0,bam,627469384.0,bam,bam,708619057.0,708619057.0,bam,628620689.0,bam,688616477.0,bam,bam,2015-05-22 12:55:03.436795,slurm_multi_development,,63128901,gtf,main_w2_handler2,1618025,9519185,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3839655.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,1,10,40,Yes,,,0,Yes,0.0,ce10,cached,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""per-condition""","""0.05""",19771606,0,"[{'__index__': 0, 'name': 'N2', 'samples': '19771623,19771629,19771635'}, {'__index__': 1, 'name': 'arid-1', 'samples': '19771642,19771649,19771655'}, {'__index__': 2, 'name': 'fkh-9', 'samples': '19771661,19771667,19771673'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""",,,,23175198,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.1,2.2.1.1,,2015-05-22 13:25:31.267605,39519,1827.8308100000002
734993778,734993778,bam,614002557.0,bam,589756755.0,bam,bam,654854573,654854573,bam,585988616.0,bam,627469384.0,bam,bam,708619057.0,708619057.0,bam,628620689.0,bam,688616477.0,bam,bam,2015-05-25 20:57:28.180330,slurm_multi_development,,63128901,gtf,main_w2_handler2,1618025,9530468,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3845528.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,1,10,40,Yes,,,0,Yes,0.0,ce10,cached,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""per-condition""","""0.05""",19771606,0,"[{'__index__': 0, 'name': 'N2', 'samples': '19771623,19771629,19771635'}, {'__index__': 1, 'name': 'arid-1', 'samples': '19771642,19771649,19771655'}, {'__index__': 2, 'name': 'fkh-9', 'samples': '19771661,19771667,19771673'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""",,,,23175198,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.1,2.2.1.1,,2015-05-25 22:17:38.756453,39519,4810.576123000001
3190722187,3190722187,bam,,,,,bam,2256396409,2256396409,bam,,,,,bam,,,,,,,,,2015-05-27 13:41:07.462634,slurm_multi_development,,4777662,gtf,main_w2_handler2,2315181,9544641,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3858479.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,0,,,No,,,0,Yes,1.0,,history,19780716.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""pooled""","""0.05""",19819596,0,"[{'__index__': 0, 'name': '', 'samples': '19818660'}, {'__index__': 1, 'name': '', 'samples': '19791964'}]",BAM,"""Yes""","""No""","""""","""geometric""","""10""","""False""",23153448.0,fasta,,23249388,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.1,2.2.1.1,,2015-05-27 14:12:15.709196,60198,1868.246562
1751531062,1751531062,bam,,,,,bam,2155820845,2155820845,bam,,,,,bam,,,,,,,,,2016-04-07 01:03:06.260796,slurm_multi_development,,159953431,gtf,main_w2_handler2,2634023,12357826,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6562353.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,0,,,No,0.0,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""pooled""","""0.05""",24123225,0,"[{'__index__': 0, 'name': '1', 'samples': '24136896'}, {'__index__': 1, 'name': '2', 'samples': '24135488'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""",,,,29353376,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.1,2.2.1.1,,2016-04-07 01:34:27.821210,38442,1881.560414
