create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__index__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-12 05:53:34.615762,slurm_normal,,main_w1_handler0,2267213,9205955,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1244916258,bam,3488013.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19245492,,,22398480,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2015-04-13 17:54:01.207339,62222,129626.59157700001
2015-07-07 13:08:14.890759,slurm_normal,,main_w1_handler1,1395322,9803218,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",126156862,bam,4104252.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20246168,,,24022853,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2015-07-09 01:09:00.432763,8483,129645.542004
2015-09-18 13:26:03.520131,slurm_normal,,main_w1_handler2,2442771,10353191,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",902987023,bam,4635868.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/main/files/012/487/dataset_12487915.dat""","""Bd21-1""",21162312,,,25235422,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2015-09-20 01:26:51.392110,69565,129647.871979
2015-08-14 01:44:15.088259,slurm_normal,,main_w1_handler0,2401071,10115819,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3737647838,bam,4388494.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",20769488,,,24401367,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2015-08-15 13:59:40.032193,30074,130524.94393400001
2016-02-01 12:26:30.238053,slurm_normal,,main_w2_handler1,2572433,11655329,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9035490720,bam,5916444.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23112384,,,27862559,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-02-03 00:26:57.525930,77194,129627.28787700001
2016-02-01 12:26:31.499239,slurm_normal,,main_w1_handler0,2572433,11655330,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9035490720,bam,5916443.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23112384,,,27862559,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-02-03 00:26:57.218506,77194,129625.71926700001
2016-01-19 12:06:26.527266,slurm_normal,,main_w1_handler1,2542940,11542843,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",18025300421,bam,5809628.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22950921,,,27520452,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-01-21 00:07:47.201506,70655,129680.67424000001
2016-01-18 23:14:16.383521,slurm_normal,,main_w2_handler1,2542940,11539630,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17791349479,bam,5806608.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22944606,,,26652922,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-01-20 11:14:39.169650,70655,129622.78612900001
2016-01-20 11:56:29.639729,slurm_normal,,main_w2_handler0,2542940,11558368,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17791349479,bam,5824795.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22944606,,,27520452,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-01-21 23:56:48.917594,70655,129619.27786500001
2016-01-20 19:53:06.726354,slurm_normal,,main_w1_handler0,2565766,11564853,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",18748676280,bam,5830314.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22913177,,,27591374,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-01-22 07:54:51.321526,74472,129704.595172
2016-09-07 19:53:32.267893,slurm_normal,,main_w4_handler0,2805352,13801122,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2584936348,bam,8021482.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","""rheMac3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5685a3d87765e1a01'}]",,32822049,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-09-09 07:54:48.243450,87393,129675.97555700001
2017-03-17 17:32:13.766692,slurm_normal,,main_w3_handler0,3020403,15326534,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",91304063,bam,9467555.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807076}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-19 06:02:24.753685,101456,131410.986993
2017-03-17 17:32:38.546514,slurm_normal,,main_w3_handler0,3020403,15326537,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1432833373,bam,9467561.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807075}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-19 06:02:24.921311,101456,131386.374797
2016-03-02 00:20:58.172886,slurm_normal,,main_w2_handler1,2603417,11985233,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13816787,bam,6215492.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23459677,,,28459099,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-03-03 12:22:35.666771,78846,129697.493885
2016-03-02 00:20:58.551571,slurm_normal,,main_w1_handler1,2603417,11985234,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13816787,bam,6215493.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23459677,,,28459099,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-03-03 12:21:41.918524,78846,129643.366953
2016-03-02 00:11:18.791952,slurm_normal,,main_w2_handler1,2603417,11985204,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1735601206,bam,6215376.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23414432,,,28459099,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-03-03 12:11:40.921945,78846,129622.12999300001
2017-03-17 17:32:55.700321,slurm_normal,,main_w3_handler1,3020403,15326538,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1502658492,bam,9467562.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807074}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-19 06:02:25.898936,101456,131370.198615
2017-03-17 17:33:56.977983,slurm_normal,,main_w4_handler1,3020403,15326545,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1583906607,bam,9474702.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807070}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-20 18:03:09.782387,101456,260952.80440400002
2016-06-24 00:30:35.570188,slurm_normal,,main_w2_handler1,2023504,13250921,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10862521693,bam,7438025.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53103377fe6cecd8d'}]",,30570888,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-06-25 12:31:35.041765,38593,129659.471577
2016-05-24 06:45:22.161036,slurm_normal,,main_w2_handler1,2594322,12971287,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",698748260,bam,7158475.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0d806c651df0ca'}]",,28867719,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-05-25 18:46:40.535818,34556,129678.37478200001
2016-09-30 11:18:59.699381,slurm_normal,,main_w3_handler1,2832719,13981629,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2141661490,bam,8201044.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f107b3496018934c'}]",,33284290,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-10-01 23:20:52.255538,15710,129712.55615700001
2016-09-30 11:21:31.375611,slurm_normal,,main_w3_handler1,2832719,13981644,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2315432732,bam,8201092.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9000e99c2c17654'}]",,33284290,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-10-01 23:30:21.560450,15710,130130.18483900001
2016-09-30 11:21:25.792492,slurm_normal,,main_w4_handler0,2832719,13981643,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2743941214,bam,8201077.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596a97b02783f171e'}]",,33284290,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-10-01 23:27:21.955490,15710,129956.16299800001
2016-10-27 20:23:03.758516,slurm_normal,,main_w4_handler0,2499071,14194359,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1006921559,bam,8406514.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56f5c3c2337590476'}]",,33894491,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-10-29 08:32:59.049304,42232,130195.29078800001
