create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__index__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-17 18:02:22.888683,slurm_normal,,main_w3_handler0,3020403,15326818,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1379622367,bam,9485516.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807081}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-22 06:02:54.652958,101456,388831.764275
2017-03-17 17:33:35.075603,slurm_normal,,main_w4_handler1,3020403,15326542,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1295328281,bam,9474698.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807072}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-20 18:03:10.217106,101456,260975.14150300002
2017-03-17 17:33:14.940934,slurm_normal,,main_w4_handler1,3020403,15326540,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1563638154,bam,9474693.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807073}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-20 18:02:39.041277,101456,260964.10034300003
2017-03-17 18:02:33.108966,slurm_normal,,main_w3_handler0,3020403,15326819,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",741145056,bam,9485520.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807080}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-22 06:03:25.346016,101456,388852.23705
2017-03-17 17:34:31.203521,slurm_normal,,main_w3_handler0,3020403,15326550,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1621674537,bam,9474701.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807067}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-20 18:03:09.106692,101456,260917.903171
2017-03-17 17:34:07.767227,slurm_normal,,main_w3_handler1,3020403,15326546,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1321573277,bam,9474694.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807069}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-20 18:02:39.038024,101456,260911.270797
2017-03-17 18:03:13.615303,slurm_normal,,main_w4_handler1,3020403,15326825,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1812461951,bam,9485517.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807078}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-22 06:02:55.241671,101456,388781.626368
2017-03-17 17:34:18.829253,slurm_normal,,main_w3_handler1,3020403,15326547,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1895210571,bam,9485515.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807068}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-22 06:02:55.469979,101456,390516.640726
2017-03-15 04:11:39.060951,slurm_normal,,main_w3_handler0,2990012,15297236,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",940057775,bam,9439572.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28461563}]",,36049742,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-16 16:13:21.929502,99844,129702.868551
2016-12-13 19:34:33.151113,slurm_normal,,main_w4_handler1,2633824,14568096,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",756548708,bam,8747122.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/main/files/017/386/dataset_17386247.dat""","""dm6""",,"[{'src': 'hda', 'id': 27621598}]",,33457767,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-12-15 07:34:50.658899,81422,129617.507786
2016-12-13 19:34:45.370800,slurm_normal,,main_w3_handler0,2633824,14568097,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",935998573,bam,8747123.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/main/files/017/386/dataset_17386247.dat""","""dm6""",,"[{'src': 'hda', 'id': 27621606}]",,33457767,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2016-12-15 07:34:50.494698,81422,129605.123898
2017-03-17 18:03:02.609313,slurm_normal,,main_w3_handler0,3020403,15326823,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1661724407,bam,9500408.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807079}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-23 18:03:09.553513,101456,518406.9442
2017-03-17 20:05:51.546775,slurm_normal,,main_w4_handler1,3020403,15327716,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1379622367,bam,9500436.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807081}]",,36690669,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-23 18:07:43.345800,101456,511311.799025
2017-03-18 21:00:07.292680,slurm_normal,,main_w3_handler0,3020403,15332701,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1379622367,bam,9500485.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807081}]",,36691105,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-23 18:13:40.996816,101456,422013.704136
2017-01-04 22:56:03.612261,slurm_normal,,main_w4_handler1,2946940,14692576,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2128916215,bam,8862455.roundup,slurm,,corral-repl,,,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",,"[{'src': 'hda', 'id': 27816351}]",,35170344,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-01-06 10:56:21.540680,17286,129617.928419
2017-01-06 01:15:34.957812,slurm_normal,,main_w4_handler0,2947383,14700041,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",292072598,bam,8870293.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 27827653}]",,35209966,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-01-07 13:15:58.919124,97683,129623.96131200001
2017-01-04 22:56:02.898104,slurm_normal,,main_w3_handler0,2946940,14692575,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2297509937,bam,8862454.roundup,slurm,,corral-repl,,,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",,"[{'src': 'hda', 'id': 27816347}]",,35170344,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-01-06 10:56:20.823983,17286,129617.925879
2017-02-01 09:48:25.888154,slurm_normal,,main_w3_handler1,2806770,14921370,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3665005129,bam,9077055.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28162249}]",,35622818,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-02-02 21:48:44.816824,89282,129618.92867000001
2014-03-12 21:08:56.401255,slurm_single,,main_w1_handler0,1834108,6660960,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1298543884,bam,686401,slurm,,corral-repl,,,,,"""/galaxy/data/chrom/?.len""","""?""",14944071,,,13764186,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2014-03-14 21:19:38.378359,46264,173441.97710400002
2014-09-03 17:54:42.090851,slurm_single,,main_w1_handler1,2035411,7562725,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",174640155,bam,1560139,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",16534475,,,15985103,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2014-09-05 18:05:22.476425,51667,173440.385574
2014-10-01 11:28:39.843694,roundup_single,,main_w1_handler1,1741190,7908323,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6495484149,bam,1888421,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""",17106733,,,17303729,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2014-10-03 11:29:12.527718,42393,172832.68402400002
2015-02-18 16:25:15.629457,rodeo_normal,,main_w1_handler1,2205855,8756785,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1819214378,bam,2814072.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18515912,,,21245181,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2015-02-20 04:25:50.362996,9124,129634.73353900001
2017-03-17 17:32:03.198754,slurm_normal,,main_w3_handler1,3020403,15326533,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",76441683,bam,9467559.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28807077}]",,36481652,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-03-19 06:02:25.114822,101456,131421.91606800002
2017-04-10 09:09:36.244770,slurm_normal,,main_w3_handler0,3003715,15539135,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3768366273,bam,9664500.roundup,slurm,,corral-repl,,,0.0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29080356}]",,37242245,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-04-11 21:10:11.126048,100565,129634.88127800002
2017-04-10 09:08:29.170579,slurm_normal,,main_w4_handler0,3003715,15539129,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3690372900,bam,9664494.roundup,slurm,,corral-repl,,,0.0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29056749}]",,37242245,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-04-11 21:08:42.003422,100565,129612.83284300001
2017-04-10 09:08:30.155090,slurm_normal,,main_w3_handler0,3003715,15539130,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1722741346,bam,9664495.roundup,slurm,,corral-repl,,,0.0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29015240}]",,37242245,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-04-11 21:08:43.032788,100565,129612.87769800001
2017-04-10 09:09:37.114191,slurm_normal,,main_w4_handler0,3003715,15539136,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3272330469,bam,9664499.roundup,slurm,,corral-repl,,,0.0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29015235}]",,37242245,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-04-11 21:10:13.397729,100565,129636.283538
2017-05-04 18:00:33.142914,slurm_normal,,main_w3_handler1,3084011,15751277,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8819312892,bam,9859948.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29475560}]",,37745417,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-05-06 06:02:03.263475,104581,129690.120561
2017-05-16 08:35:14.860433,slurm_normal,,main_w3_handler0,3104119,15850298,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6255391966,bam,9950927.roundup,slurm,,corral-repl,,,0.0,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29593019}]",,37997774,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-05-17 20:35:24.257304,80827,129609.396871
2017-05-27 08:27:23.668295,slurm_normal,,main_w4_handler0,3116501,15950787,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",555103519,bam,10049020.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29715622}]",,38052363,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-05-28 20:28:04.755927,106161,129641.08763200001
2017-06-28 20:49:22.130010,slurm_normal,,main_w4_handler1,3169001,16217215,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",701586993,bam,10293487.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 30225074}]",,38979498,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-06-30 08:51:51.566202,107805,129749.43619200001
2017-06-28 20:49:22.079735,slurm_normal,,main_w3_handler0,3169001,16217214,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",571895142,bam,10293483.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 30225077}]",,38979498,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-06-30 08:51:20.883587,107805,129718.80385200001
2017-07-22 09:11:27.839243,slurm_normal,,main_w3_handler0,3198884,16393877,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1321471355,bam,10458005.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30566538}]",,39365491,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-07-23 21:12:01.337787,109045,129633.498544
2017-07-31 12:43:51.824001,slurm_normal,,main_w4_handler1,3206956,16466964,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3025471570,bam,10534872.roundup,slurm,,corral-repl,,,0.0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30684357}]",,39606428,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-08-02 00:44:28.028951,109561,129636.20495000001
2017-07-31 15:49:06.178389,slurm_normal,,main_w3_handler1,3206616,16469674,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",503952403,bam,10537910.roundup,slurm,,corral-repl,,,0.0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30682616}]",,39619706,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-08-02 03:49:33.099510,109561,129626.921121
