create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.chromInfo,parameters.dbkey,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-15 13:20:39.119673,slurm_normal,,main_w2_handler1,2064627,10124843,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",461017,bam,394810,bam,393369,bam,328654,bam,4397349.roundup,slurm,,corral-repl,,1,basic,"""/galaxy-repl/main/files/012/054/dataset_12054962.dat""","""Samuel_cp""",1,"[{'__index__': 0, 'input_bam': 20750732}, {'__index__': 1, 'input_bam': 20750730}, {'__index__': 2, 'input_bam': 20750729}, {'__index__': 3, 'input_bam': 20750728}]",20610295,history,166016,fasta,,24351884,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-08-17 01:21:18.512469,53443,129639.39279600001
2015-08-13 14:11:40.370975,slurm_normal,,main_w2_handler1,2064627,10109613,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",461017,bam,394810,bam,393369,bam,328654,bam,4383397.roundup,slurm,,corral-repl,,1,basic,"""/galaxy-repl/main/files/012/054/dataset_12054962.dat""","""Samuel_cp""",1,"[{'__index__': 0, 'input_bam': 20750732}, {'__index__': 1, 'input_bam': 20750730}, {'__index__': 2, 'input_bam': 20750729}, {'__index__': 3, 'input_bam': 20750728}]",20610295,history,166016,fasta,,24351884,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-08-15 02:12:38.902311,53443,129658.53133600001
2015-08-18 15:48:23.474303,slurm_normal,,main_w2_handler1,2064627,10142264,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",461017,bam,394810,bam,393369,bam,328654,bam,4412967.roundup,slurm,,corral-repl,,1,basic,"""/galaxy-repl/main/files/012/054/dataset_12054962.dat""","""Samuel_cp""",1,"[{'__index__': 0, 'input_bam': 20750732}, {'__index__': 1, 'input_bam': 20750730}, {'__index__': 2, 'input_bam': 20750729}, {'__index__': 3, 'input_bam': 20750728}]",20594563,history,166016,fasta,,24351884,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-08-20 03:49:37.503797,53443,129674.029494
