create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-17 03:31:29.507405,slurm_normal,,main_w1_handler1,2517665,13189847,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",503905,fasta,7374586.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fda3347e88a2b979'}]","""true""",0.0,basic,,30775383,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-06-18 15:33:08.465425,74111.0,129698.95802
2016-09-08 15:44:13.825091,slurm_normal,,main_w4_handler1,2343416,13808093,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",704598,fasta,8028985.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58e84ff2992b474e0'}]","""true""",0.0,basic,,32822973,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-09-10 03:44:29.573451,64904.0,129615.74836000001
2016-06-22 00:01:10.964377,slurm_normal,,main_w1_handler0,2746302,13230356,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",630894,fasta,7415535.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b531af2c39431e014f'}]","""true""",,,,30142319,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-06-23 12:01:53.835527,7078.0,129642.87115
2016-06-22 00:00:30.042333,slurm_normal,,main_w1_handler1,2746302,13230354,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",555024,fasta,7415533.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b589cdc36a32b9f898'}]","""true""",,,,30142319,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-06-23 12:00:53.468684,7078.0,129623.426351
2016-06-22 01:18:50.351341,slurm_normal,,main_w2_handler1,2746302,13231052,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",711951,fasta,7416146.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51739cf29ba0488c2'}]","""true""",0.0,basic,,30142319,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-06-23 13:19:24.276467,7078.0,129633.925126
2016-06-22 01:18:27.507555,slurm_normal,,main_w2_handler0,2746302,13231048,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",540971,fasta,7416139.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8c94388abce7fb4'}]","""true""",0.0,basic,,30142319,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-06-23 13:18:53.524651,7078.0,129626.01709600001
2016-06-22 01:18:40.637157,slurm_normal,,main_w2_handler1,2746302,13231050,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",626461,fasta,7416141.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b574d01d1c3a5a3a64'}]","""true""",0.0,basic,,30142319,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-06-23 13:18:54.432280,7078.0,129613.795123
2016-06-22 01:19:22.408466,slurm_normal,,main_w1_handler1,2746302,13231055,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",627675,fasta,7432195.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca3342ebe18932e7'}]","""true""",0.0,basic,,30142319,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-06-25 00:04:33.014216,7078.0,254710.60575000002
2016-06-21 23:47:32.283240,slurm_normal,,main_w2_handler0,2746302,13230330,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",479154,fasta,7415456.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5302c53d4a62646f5'}]","""true""",0.0,basic,,30142319,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-06-23 11:47:54.511738,7078.0,129622.22849800001
2016-06-22 01:18:59.904170,slurm_normal,,main_w1_handler1,2746302,13231053,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",536780,fasta,7432182.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5db2d2d37327b16d6'}]","""true""",0.0,basic,,30142319,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.0.1,4.11.0.1,,2016-06-25 00:01:31.924378,7078.0,254552.020208
