conditions_0|samples,conditions_0|samples1,conditions_0|samples1_filetype,conditions_0|samples2,conditions_0|samples2_filetype,conditions_0|samples_filetype,conditions_1|samples,conditions_1|samples1,conditions_1|samples1_filetype,conditions_1|samples2,conditions_1|samples2_filetype,conditions_1|samples_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.advanced_settings.__current_case__,parameters.advanced_settings.sAdvanced,parameters.chromInfo,parameters.dbkey,parameters.gtf_input,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.set_in_type,parameters.include_read_group_files,parameters.library_norm_method,parameters.output_format,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2856977637,2856977637,bam,2493065301,bam,bam,3003391530,3003391530,bam,3231233032,bam,bam,2016-02-17 09:39:23.359409,slurm_normal,,158314123,gtf,main_w1_handler1,2578978,11855700,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6097910.roundup,slurm,,corral-repl,,0,No,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23348199,0,"[{'__index__': 0, 'name': 'MB', 'samples': '23300106,23300120'}, {'__index__': 1, 'name': 'MT', 'samples': '23298776,23298777'}]",BAM,"""No""","""geometric""","""simple-table""",,27820975,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffnorm/cuffnorm/2.2.1.1,2.2.1.1,,2016-02-18 21:40:20.875912,12752,129657.516503
