chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,global_model,global_model_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.dbkey,parameters.do_normalization,parameters.effective_length_correction,parameters.global_model,parameters.input,parameters.max_intron_len,parameters.min_isoform_fraction,parameters.multiread_correct,parameters.pre_mrna_fraction,parameters.reference_annotation.__current_case__,parameters.reference_annotation.reference_annotation_file,parameters.reference_annotation.reference_annotation_guide_file,parameters.reference_annotation.use_ref,ref_file,ref_file_filetype,reference_annotation_file,reference_annotation_file_filetype,reference_annotation_guide_file,reference_annotation_guide_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-04-13 14:10:52.937185,slurm_multi,,,,main_w2_handler2,1323187,9217400,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5790807989,bam,3500334,slurm,,corral-repl,,,,,0,Yes,1.0,history,19264264.0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026835,"""300000""","""0.1""","""Yes""","""0.15""",1,19268248.0,,Use reference annotation,3209299307.0,fasta,1143842801.0,gtf,,,,22112013,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-15 04:11:48.058958,31547,136855.12177300002
,,2015-04-14 17:16:37.854003,slurm_multi,,,,main_w2_handler2,2249562,9230027,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5405824916,bam,3544898,slurm,,corral-repl,,,,,0,Yes,1.0,history,19287128.0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",,19026981,"""300000""","""0.1""","""Yes""","""0.15""",1,19287129.0,,Use reference annotation,3209299307.0,fasta,1143842801.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-19 07:25:52.747820,31547,396554.89381700003
,,2015-04-14 17:08:31.659267,slurm_multi,,,,main_w2_handler2,1323187,9229943,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5793371891,bam,3511250,slurm,,corral-repl,,,,,0,Yes,1.0,history,19264264.0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026857,"""300000""","""0.1""","""Yes""","""0.15""",1,19268248.0,,Use reference annotation,3209299307.0,fasta,1143842801.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-16 07:24:45.962446,31547,137774.303179
,,2015-04-14 17:08:34.682794,slurm_multi,,,,main_w2_handler2,1323187,9229944,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5125611260,bam,3515242,slurm,,corral-repl,,,,,0,Yes,1.0,history,19264264.0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026869,"""300000""","""0.1""","""Yes""","""0.15""",1,19268248.0,,Use reference annotation,3209299307.0,fasta,1143842801.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-16 16:42:18.160584,31547,171223.47779
,,2015-04-14 17:08:36.538163,slurm_multi,,,,main_w2_handler2,1323187,9229946,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5957130082,bam,3525447,slurm,,corral-repl,,,,,0,Yes,1.0,history,19264264.0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026884,"""300000""","""0.1""","""Yes""","""0.15""",1,19268248.0,,Use reference annotation,3209299307.0,fasta,1143842801.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-17 19:25:26.181827,31547,267409.64366400003
,,2015-04-16 07:01:33.635621,slurm_multi,,,,main_w2_handler2,2246966,9243352,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6010474288,bam,3525318,slurm,,corral-repl,,,,,0,Yes,1.0,history,19299571.0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19014505,"""300000""","""0.1""","""No""","""0.15""",1,19286320.0,,Use reference annotation,3209299307.0,fasta,1143842801.0,gtf,,,,22066774,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-17 19:02:24.472995,61328,129650.83737400001
,,2015-04-16 07:01:45.712572,slurm_multi,,,,main_w2_handler2,2246966,9243354,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4784017396,bam,3544745,slurm,,corral-repl,,,,,0,Yes,1.0,history,19299571.0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19014563,"""300000""","""0.1""","""No""","""0.15""",1,19286320.0,,Use reference annotation,3209299307.0,fasta,1143842801.0,gtf,,,,22066774,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-19 07:02:52.502515,61328,259266.789943
,,2015-04-14 17:08:42.419831,slurm_multi,,,,main_w2_handler2,1323187,9229948,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5431460598,bam,3535268,slurm,,corral-repl,,,,,0,Yes,1.0,history,19264264.0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026954,"""300000""","""0.1""","""Yes""","""0.15""",1,19268248.0,,Use reference annotation,3209299307.0,fasta,1143842801.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-18 11:43:51.499317,31547,326109.079486
,,2015-04-16 07:01:39.336002,slurm_multi,,,,main_w2_handler2,2246966,9243353,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5965153247,bam,3536385,slurm,,corral-repl,,,,,0,Yes,1.0,history,19299571.0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19014534,"""300000""","""0.1""","""No""","""0.15""",1,19286320.0,,Use reference annotation,3209299307.0,fasta,1143842801.0,gtf,,,,22066774,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-18 14:58:51.159567,61328,201431.823565
,,2015-04-23 13:54:06.851750,slurm_multi,,,,main_w2_handler2,2278435,9311962,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2064949944,bam,3670278,slurm,,corral-repl,,0.0,no,,1,No,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""No""","""""",,19435117,"""300000""","""0.1""","""No""","""0.15""",2,,19419773.0,Use reference annotation guide,,,,,732492530.0,gtf,,22643773,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-26 19:32:39.667437,46083,279512.815687
,,2015-04-28 14:28:28.041000,slurm_multi,,,,main_w2_handler2,2278435,9351760,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1524924263,bam,3688842,slurm,,corral-repl,,0.0,no,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""No""","""""",,19419333,"""300000""","""0.1""","""No""","""0.15""",2,,19495404.0,Use reference annotation guide,,,,,732462627.0,gtf,,22643773,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-30 02:28:55.048096,46083,129627.007096
,,2015-04-29 16:22:48.022198,slurm_multi,,,,main_w2_handler2,2264353,9360885,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3694837750,bam,3700226,slurm,,corral-repl,,0.0,no,"""eb9521caee8b11e48118005056a52a46""",1,No,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""No""","""""",,19513506,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,22547933,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-05-01 11:35:17.171462,58547,155549.149264
,,2015-04-28 14:29:37.230257,slurm_multi,,,,main_w2_handler2,2278435,9351767,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1049666520,bam,3701029,slurm,,corral-repl,,0.0,no,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""No""","""""",,19419134,"""300000""","""0.1""","""No""","""0.15""",2,,19495404.0,Use reference annotation guide,,,,,732462627.0,gtf,,22643773,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-05-01 14:29:38.721562,46083,259201.491305
,,2015-06-26 16:29:33.483143,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2317707,9743211,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2183525058,bam,4047111,slurm,,corral-repl,,0.0,no,,1,No,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",,20149748,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,23259691,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-06-28 04:30:42.782428,64037,129669.299285
,,2015-03-08 23:20:45.426676,roundup_multi,,,,main_w2_handler2,2209301,8892915,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",25870051483,bam,3063400,slurm,,corral-repl,,0.0,no,,1,No,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",,18755852,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,21456831,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-10 11:21:21.515868,59765,129636.08919200001
,,2014-01-27 15:41:58.667623,slurm_8threads,,,,main_w2_handler2,1694165,6418594,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4702530853,bam,461255,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy/data/chrom/hg19.len""","""hg19""","""Yes""","""""",,14072325,"""300000""","""0.1""","""No""","""0.15""",1,13529639.0,,Use reference annotation,,,1111970946.0,gtf,,,,12695794,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-02-01 13:37:03.723000,41327,424505.055377
,,2014-02-21 14:23:59.643860,slurm_trackster_multi,,16.0,txt,main_w1_handler0,1679644,6567161,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3806996928,bam,597096,slurm,,corral-repl,,,,,0,Yes,1.0,history,13314930.0,"""/galaxy/data/chrom/susScr3.len""","""susScr3""","""Yes""","""""",13315148,12391760,"""300000""","""0.1""","""Yes""","""0.15""",1,13314931.0,,Use reference annotation,862604429.0,fasta,63700631.0,gtf,,,,13452016,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-02-21 14:29:23.199904,41277,323.55604400000004
,,2014-04-07 15:46:02.177766,slurm_multi,,,,main_w2_handler2,1854446,6776122,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4884763759,bam,799003,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",,15112337,"""300000""","""0.1""","""Yes""","""0.15""",1,15162763.0,,Use reference annotation,,,1111970946.0,gtf,,,,14271680,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-04-09 16:01:06.244746,14117,173704.06698
,,2014-04-08 16:47:51.372763,slurm_multi,,,,main_w2_handler2,1863954,6783363,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",638342724,bam,806155,slurm,,corral-repl,,,,,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",,15175493,"""300000""","""0.1""","""No""","""0.15""",2,,15175543.0,Use reference annotation guide,,,,,1111970946.0,gtf,,13708880,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-04-10 16:58:41.388845,46081,173450.01608200002
,,2014-07-28 16:22:20.174498,slurm_multi,,,,main_w2_handler2,1983427,7357803,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",44992705376,bam,1369706,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",,16121092,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,15158750,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-08-01 04:13:12.987761,14117,301852.81326300005
,,2014-05-02 19:51:18.852212,slurm_multi,,,,main_w2_handler2,1880594,6913623,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4688122743,bam,933590,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",,15375268,"""300000""","""0.1""","""Yes""","""0.15""",0,,,No,,,,,,,,14449349,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-05-05 19:52:29.276331,45780,259270.424119
,,2014-05-09 13:39:14.762849,slurm_multi,,,,main_w2_handler2,1896615,6945728,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3121855566,bam,963895,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",,15457897,"""300000""","""0.1""","""No""","""0.15""",1,15457869.0,,Use reference annotation,,,1089290081.0,gtf,,,,14693989,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-05-12 00:52:27.491475,48135,213192.72862600003
,,2014-05-26 03:46:09.145867,slurm_multi,,,,main_w2_handler2,1796646,7029443,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",406340747,bam,1046620,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",,15637696,"""300000""","""0.1""","""Yes""","""0.15""",1,15637254.0,,Use reference annotation,,,1111970946.0,gtf,,,,14598417,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-05-28 09:33:10.003250,44872,193620.85738300002
,,2014-05-28 09:53:59.621665,slurm_multi,,,,main_w2_handler2,1796646,7041789,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",363683231,bam,1057631,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",,15637685,"""300000""","""0.1""","""Yes""","""0.15""",1,15637254.0,,Use reference annotation,,,1111970946.0,gtf,,,,14598417,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-05-30 13:54:31.846770,44872,187232.22510500002
,,2014-07-21 15:20:53.770819,slurm_multi,,,,main_w2_handler2,1959213,7317281,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5665019255,bam,1326275,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""Yes""","""""",,16035101,"""4000""","""0.1""","""Yes""","""0.15""",0,,,No,,,,,,,,15463663,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-07-23 17:52:54.067108,50557,181920.29628900002
,,2014-06-27 17:29:55.762042,slurm_trackster_multi,,16.0,txt,main_w2_handler0,1947818,7198627,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2636124824,bam,1208895,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",15927174,15925466,"""600000""","""0.1""","""Yes""","""0.15""",2,,15860203.0,Use reference annotation guide,,,,,6165347.0,gtf,,15393609,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-06-27 17:35:38.238923,50307,342.47688100000005
,,2014-07-24 20:33:38.947914,slurm_multi,,,,main_w2_handler2,1935114,7342417,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",44992705376,bam,1353692,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",,15773705,"""300000""","""0.1""","""Yes""","""0.15""",0,,,No,,,,,,,,15924182,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-07-28 04:45:58.481056,35062,288739.53314200003
