chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,global_model,global_model_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.dbkey,parameters.do_normalization,parameters.effective_length_correction,parameters.global_model,parameters.input,parameters.max_intron_len,parameters.min_isoform_fraction,parameters.multiread_correct,parameters.pre_mrna_fraction,parameters.reference_annotation.__current_case__,parameters.reference_annotation.reference_annotation_file,parameters.reference_annotation.reference_annotation_guide_file,parameters.reference_annotation.use_ref,ref_file,ref_file_filetype,reference_annotation_file,reference_annotation_file_filetype,reference_annotation_guide_file,reference_annotation_guide_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-14 20:17:27.261719,roundup_multi,,,,main_w2_handler2,2088031,8949146,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1167853989,bam,3169508,slurm,,corral-repl,,,,,1,No,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",,18858230,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,21724403,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-16 12:56:18.505427,54908,146331.24370800002
,,2015-03-20 11:22:32.083310,roundup_multi,,,,main_w2_handler2,2198513,8995612,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9475727071,bam,3254889,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",,18459997,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,21920403,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-21 23:23:36.838666,49259,129664.75535600001
,,2015-03-17 23:40:38.430839,roundup_multi,,,,main_w2_handler2,2088031,8973133,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1167853989,bam,3212476,slurm,,corral-repl,,,,,1,No,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",,18858230,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,21724403,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-19 12:01:00.446042,54908,130822.015203
,,2015-03-19 11:00:03.543516,roundup_multi,,,,main_w2_handler2,2227086,8987011,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8766151764,bam,3238625,slurm,,corral-repl,,,,,1,No,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""No""","""""",,18895679,"""300000""","""0.1""","""No""","""0.15""",2,,18911506.0,Use reference annotation guide,,,,,231999375.0,gtf,,21897109,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-20 23:00:38.752554,60535,129635.209038
,,2015-03-21 10:32:27.473191,roundup_multi,,,,main_w2_handler2,2227086,9002022,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8766151764,bam,3267308,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""No""","""""",,18895679,"""300000""","""0.1""","""Yes""","""0.15""",2,,18911506.0,Use reference annotation guide,,,,,231999375.0,gtf,,21942445,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-22 22:33:11.226344,60535,129643.75315300001
,,2015-03-30 11:41:36.590193,roundup_multi,,,,main_w2_handler2,2227086,9083748,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8766151764,bam,3369845,slurm,,corral-repl,,,,,1,No,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""No""","""""",,18895679,"""300000""","""0.1""","""No""","""0.15""",2,,18911506.0,Use reference annotation guide,,,,,231999375.0,gtf,,22011827,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-31 23:42:05.587413,60535,129628.99722
,,2015-04-08 16:19:35.325770,slurm_multi,,,,main_w2_handler2,1323187,9172711,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5125611260,bam,3472011,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026869,"""300000""","""0.1""","""Yes""","""0.15""",1,19193853.0,,Use reference annotation,,,4718373.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-12 03:13:33.239755,31547,298437.913985
,,2015-04-08 16:19:18.241405,slurm_multi,,,,main_w2_handler2,1323187,9172707,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5790807989,bam,3452458,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026835,"""300000""","""0.1""","""Yes""","""0.15""",1,19193853.0,,Use reference annotation,,,4718373.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-10 06:22:38.427211,31547,137000.185806
,,2015-04-08 16:19:27.508751,slurm_multi,,,,main_w2_handler2,1323187,9172709,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5793371891,bam,3452459,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026857,"""300000""","""0.1""","""Yes""","""0.15""",1,19193853.0,,Use reference annotation,,,4718373.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-10 06:30:13.321752,31547,137445.813001
,,2015-04-08 16:19:52.435529,slurm_multi,,,,main_w2_handler2,1323187,9172714,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5431460598,bam,3488428,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026954,"""300000""","""0.1""","""Yes""","""0.15""",1,19193853.0,,Use reference annotation,,,4718373.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-13 19:55:35.455947,31547,444943.020418
,,2015-04-08 16:19:40.485702,slurm_multi,,,,main_w2_handler2,1323187,9172712,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5957130082,bam,3477011,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026884,"""300000""","""0.1""","""Yes""","""0.15""",1,19193853.0,,Use reference annotation,,,4718373.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-12 07:55:02.432078,31547,315321.946376
,,2015-04-08 17:57:27.244804,slurm_multi,,,,main_w2_handler2,2263922,9173417,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12231325582,bam,3482745,slurm,,corral-repl,,,,"""b45e9ea8de1811e496e5005056a51846""",1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",,19196336,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,22328355,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-12 21:31:02.815417,62111,358415.570613
,,2015-04-08 16:19:46.926005,slurm_multi,,,,main_w2_handler2,1323187,9172713,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4753032394,bam,3487479,slurm,,corral-repl,,,,,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",,19026922,"""300000""","""0.1""","""Yes""","""0.15""",1,19193853.0,,Use reference annotation,,,4718373.0,gtf,,,,22263200,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-13 15:14:15.010888,31547,428068.084883
,,2015-04-12 22:15:02.835754,slurm_multi,,,,main_w2_handler2,2263922,9210399,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12231325582,bam,3492469,slurm,,corral-repl,,,,,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",,19196336,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,22391235,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-14 10:15:41.258856,62111,129638.42310200002
