create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_file,parameters.input_file.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-29 07:11:23.140118,slurm_normal,,main_w2_handler1,2686140,12680993,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",407610760,fastq,6883301.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c6f4cb5cd7a39741'}]",,29937351,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-04-30 19:12:31.698522,83421.0,129668.55840400001
2016-03-11 13:26:52.878528,slurm_normal,,main_w1_handler0,2627862,12106038,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3808067125,fastq,6330038.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23795837,,,28903908,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-03-13 01:27:19.265654,80244.0,129626.387126
2016-04-30 17:08:26.202752,slurm_normal,,main_w1_handler1,2690535,12698239,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",851346444,fastq,6904723.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51106fd729036c8ab'}]",,29968746,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-05-02 05:18:33.048990,,130206.84623800001
2016-03-14 03:35:04.460930,slurm_normal,,main_w1_handler2,2632438,12124176,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5262666,fastq,6345247.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/46.len""","""46""",23822952,,,28971149,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-03-15 15:35:41.932814,,129637.47188400001
2016-04-30 17:08:59.563346,slurm_normal,,main_w2_handler1,2690535,12698244,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",851346444,fastqsanger,6926047.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5664aa25d55a58ccd'}]",,29968746,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-05-03 17:19:16.495917,,259816.932571
2016-03-18 20:56:55.497542,slurm_normal,,main_w1_handler1,2456890,12186215,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1106267416,bam,6400530.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23915937,,,28925904,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-03-20 08:58:33.323974,70325.0,129697.826432
2016-03-18 20:56:55.056682,slurm_normal,,main_w2_handler0,2456890,12186214,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1563938883,bam,6400520.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23915936,,,28925904,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-03-20 08:58:02.826381,70325.0,129667.76969900001
2016-03-18 20:56:54.662720,slurm_normal,,main_w2_handler0,2456890,12186213,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1378100713,bam,6400517.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23915935,,,28925904,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-03-20 08:58:03.326905,70325.0,129668.664185
2016-03-30 19:22:10.812583,slurm_normal,,main_w1_handler0,2627862,12289704,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3808067125,fastq,6494066.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23795837,,,28903908,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-04-01 08:23:58.201792,80244.0,133307.38920900002
2016-03-30 21:07:11.752840,slurm_normal,,main_w1_handler1,2627862,12290332,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3808067125,fastq,6495247.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23795837,,,28903908,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-04-01 10:57:35.532979,80244.0,136223.780139
2016-04-01 13:38:53.875126,slurm_normal,,main_w2_handler0,2654180,12311200,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3006262117,fastq,6518324.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24101874,,,28542903,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-04-03 01:39:15.501421,61107.0,129621.62629500001
2016-04-08 18:42:05.454676,slurm_normal,,main_w1_handler1,2662826,12394480,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2482328,fastqsanger,6590793.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24220513,,,29502880,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-04-10 06:42:45.448330,82161.0,129639.993654
2016-04-02 06:33:33.076601,slurm_normal,,main_w2_handler0,2655132,12319284,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1289307,fastq,6526099.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24114130,,,29372724,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,0.64,,2016-04-03 18:33:51.196468,,129618.119867
