bamfiles,bamfiles1,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numberOfSamples,parameters.advancedOpt.plotTitle,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.bamfiles,parameters.chromInfo,parameters.dbkey,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveRawCounts,parameters.output.showOutputSettings,parameters.region,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
5370063298,5370063298,bam,4304242861,bam,bam,2016-04-12 03:44:20.906162,slurm_normal,,main_w1_handler1,2636780,12425857,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6626395.roundup,slurm,,corral-repl,,1,500,False,0,no,False,1,100000000000000,,,,yes,False,"""24236310,24236333""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,svg,False,yes,"""""",,29253200,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-04-13 16:10:48.662255,62982,131187.756093
