count_in,count_in_filetype,create_time,destination_id,exit_code,fasta_in,fasta_in_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.count_in.values,parameters.criteria,parameters.dbkey,parameters.end,parameters.fasta_in.values,parameters.maxambig,parameters.maxhomop,parameters.maxlength,parameters.minlength,parameters.start,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
388039,mothur.count_table,2017-11-02 13:26:09.932947,slurm_normal,,2657178,fasta,main_w4_handler0,3306412,17300777,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11362121,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32006327}]","""-1""","""?""","""-1""","[{'src': 'hda', 'id': 32006152}]","""0""","""8""","""275""","""225""","""-1""",,41671548,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_screen_seqs/mothur_screen_seqs/1.36.1.0,1.36.1.0,,2017-11-04 01:26:46.815346,114838,129636.88239900001
388039,mothur.count_table,2017-11-08 21:10:25.041115,slurm_normal,,2657178,fasta,main_w4_handler0,3306412,17387137,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11448684,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32006327}]","""-1""","""?""","""-1""","[{'src': 'hda', 'id': 32006152}]","""0""","""8""","""275""","""225""","""-1""",,41865646,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_screen_seqs/mothur_screen_seqs/1.36.1.0,1.36.1.0,,2017-11-10 09:11:32.832937,114838,129667.79182200001
761021,mothur.count_table,2017-11-27 00:58:02.063390,slurm_normal,,5313420,fasta,main_w3_handler0,3339796,17596538,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11655639,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32550685}]","""-1""","""?""","""-1""","[{'src': 'hda', 'id': 32550679}]","""0""","""8""","""275""","""225""","""-1""",,42256909,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_screen_seqs/mothur_screen_seqs/1.36.1.0,1.36.1.0,,2017-11-28 12:58:26.982662,117236,129624.91927200001
