create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_tabular,input_tabular1,input_tabular1_filetype,input_tabular2,input_tabular2_filetype,input_tabular3,input_tabular3_filetype,input_tabular4,input_tabular4_filetype,input_tabular5,input_tabular5_filetype,input_tabular6,input_tabular6_filetype,input_tabular7,input_tabular7_filetype,input_tabular8,input_tabular8_filetype,input_tabular_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fill_char,parameters.has_header,parameters.identifier_column,parameters.input_tabular.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-08-31 13:42:05.749057,slurm_normal,,main_w4_handler0,3217414,16702982,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",307342249,307342249,gtf,307465298,gtf,307401928,gtf,307501495,gtf,307611009,gtf,307524086,gtf,307661481,gtf,307610429,gtf,gtf,10775591.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",""".""","""0""","""1""","[{'src': 'hda', 'id': 31044306}, {'src': 'hda', 'id': 31044311}, {'src': 'hda', 'id': 31044316}, {'src': 'hda', 'id': 31044322}, {'src': 'hda', 'id': 31044327}, {'src': 'hda', 'id': 31044332}, {'src': 'hda', 'id': 31044337}, {'src': 'hda', 'id': 31044342}]",,39874217,error,toolshed.g2.bx.psu.edu/repos/iuc/collection_column_join/collection_column_join/0.0.1,0.0.1,,2017-09-02 01:43:06.317104,109973,129660.56804700001
