create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input2.values,parameters.min,parameters.returntype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-20 00:42:54.892745,slurm_normal,,main_w4_handler1,2923824,14825823,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2636222908,bedgraph,2629703255,bedgraph,8986795.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28010145}]","[{'src': 'hda', 'id': 28010137}]","""1""","""-p""",,35179543,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract/gops_subtract_1/1.0.0,1.0.0,,2017-01-21 12:43:20.640119,96598,129625.74737400001
