create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bam_paired_end_type.__current_case__,parameters.bam_paired_end_type.bam_paired_end_type_selector,parameters.bam_paired_end_type.force_se,parameters.chromInfo,parameters.dbkey,parameters.input1.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-08-01 13:17:24.935206,slurm_normal,,main_w3_handler0,3208143,16477770,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4964667704,bam,10546185.roundup,slurm,,corral-repl,,,0,PE,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30704789}]",,39623183.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1,2.0.1,,2017-08-03 01:17:57.727988,108635,129632.792782
2017-08-04 16:52:18.869964,slurm_normal,,main_w4_handler0,3208143,16505275,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4964667704,bam,10575165.roundup,slurm,,corral-repl,,,0,PE,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30704789}]",,39704871.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1,2.0.1,,2017-08-06 04:52:37.425675,108635,129618.55571100001
2017-08-07 23:20:32.152184,slurm_normal,,main_w4_handler0,3208143,16524972,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4964667704,bam,10594491.roundup,slurm,,corral-repl,,,0,PE,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30704789}]",,39704944.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1,2.0.1,,2017-08-09 11:20:57.587804,108635,129625.43562
2017-08-09 14:49:01.193391,slurm_normal,,main_w4_handler1,3217460,16541029,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4300119945,bam,10613729.roundup,slurm,,corral-repl,,"""dfd8be847d1111e792ed005056ba2773""",0,PE,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30813654}]",,,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1,2.0.1,,2017-08-11 06:30:10.207981,109976,142869.01459
2017-08-11 14:33:45.338598,slurm_normal,,main_w4_handler0,3217460,16559353,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4300119945,bam,10630612.roundup,slurm,,corral-repl,,,0,PE,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30813654}]",,39825365.0,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1,2.0.1,,2017-08-13 02:33:54.869139,109976,129609.53054100001
