create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,nameOrCount,nameOrCount_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.cluster,parameters.cutoff,parameters.dbkey,parameters.hard,parameters.large,parameters.method,parameters.precision,parameters.splitby.__current_case__,parameters.splitby.classic,parameters.splitby.fasta.values,parameters.splitby.nameOrCount.values,parameters.splitby.splitmethod,parameters.splitby.taxlevel,parameters.splitby.taxonomy.values,runner_name,session_id,state,taxonomy,taxonomy_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-19 10:29:05.450817,slurm_normal,,10528856,fasta,main_w3_handler1,3292207,17143644,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11201401,slurm,,848731,mothur.count_table,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.2""","""?""","""true""","""false""","""average""","""100""",2,false,"[{'src': 'hda', 'id': 31755489}]","[{'src': 'hda', 'id': 31755605}]",fasta,3,"[{'src': 'hda', 'id': 31755606}]",,41381962,error,2177969,mothur.seq.taxonomy,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.36.1.0,1.36.1.0,,2017-10-20 22:29:53.476299,72172,129648.02548200001
