create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fill,parameters.input1,parameters.input2,parameters.min,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-02-02 03:14:55.774558,slurm_single,,main_w2_handler1,1410348,6446601,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",270704,bed,38138900,bed,476937,slurm,,corral-repl,,"""/galaxy/data/chrom/hg19.len""","""hg19""","""none""",14300949,11490698,"""50""",,13132626,error,gops_join_1,1.0.0,,2014-02-04 03:25:53.027078,976.0,173457.25252
2014-01-26 07:26:52.950764,slurm_single,,main_w2_handler0,1781812,6413214,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",247169,bed,18884207,bed,445057,slurm,,corral-repl,,"""/galaxy/data/chrom/hg18.len""","""hg18""","""right""",14124440,14124904,"""1""",,13022047,error,gops_join_1,1.0.0,,2014-01-28 07:37:23.808927,44343.0,173430.858163
2014-02-07 12:03:36.487418,slurm_single,,main_w2_handler1,1708534,6478854,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",22096849,bed,65933217,bed,509554,slurm,,corral-repl,,"""/galaxy/data/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""left""",14424622,14424563,"""10""",,12157888,error,gops_join_1,1.0.0,,2014-02-09 12:14:24.928093,,173448.44067500002
2014-02-18 10:49:42.899629,slurm_single,,main_w1_handler1,1809922,6537506,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17824,bed,7501455,bed,568316,slurm,,corral-repl,,"""/galaxy/data/chrom/hg19.len""","""hg19""","""right""",14684400,14684393,"""1""",,13408908,error,gops_join_1,1.0.0,,2014-02-20 10:59:56.214365,,173413.314736
2014-02-18 13:36:53.639939,slurm_single,,main_w1_handler0,1809922,6537953,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17824,bed,7501455,bed,587080,slurm,,corral-repl,,"""/galaxy/data/chrom/hg19.len""","""hg19""","""right""",14684400,14684393,"""1""",,13408908,error,gops_join_1,1.0.0,,2014-02-22 11:10:25.047303,,336811.40736400004
2014-02-20 11:12:38.354347,slurm_single,,main_w2_handler1,1809922,6556756,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17824,bed,7501455,bed,587142,slurm,,corral-repl,,"""/galaxy/data/chrom/hg19.len""","""hg19""","""right""",14684400,14684393,"""1""",,13415785,error,gops_join_1,1.0.0,,2014-02-22 11:23:07.954270,34541.0,173429.599923
2014-02-19 15:21:57.058104,slurm_single,,main_w2_handler0,1811429,6547177,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",508246,bed,102376825,bed,577083,slurm,,corral-repl,,"""/galaxy/data/chrom/hg19.len""","""hg19""","""none""",14702615,14702652,"""1""",,13434618,error,gops_join_1,1.0.0,,2014-02-21 15:32:22.690247,45334.0,173425.63214300002
2014-02-21 15:32:35.136725,slurm_single,,main_w2_handler0,1814433,6567877,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",546452495,bed,546452495,bed,597481,slurm,,corral-repl,,"""/galaxy/data/chrom/hg19.len""","""hg19""","""none""",14732422,14732422,"""1""",,13469254,error,gops_join_1,1.0.0,,2014-02-23 15:43:07.111190,45471.0,173431.974465
2014-02-25 18:48:22.535930,slurm_single,,main_w1_handler0,1819446,6590432,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12058080,bed,546452397,bed,620726,slurm,,corral-repl,,"""/galaxy/data/chrom/hg19.len""","""hg19""","""none""",14790265,14790309,"""1""",,13317930,error,gops_join_1,1.0.0,,2014-02-27 19:00:44.108347,45111.0,173541.57241700002
