create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.minMatch,parameters.multiple.__current_case__,parameters.multiple.choice,parameters.multiple.minChainQ,parameters.multiple.minChainT,parameters.multiple.minSizeQ,parameters.to_dbkey,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-13 04:50:34.232235,slurm_normal,,main_w1_handler1,2328579,10107169,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2283670085,bed,4381086.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20756240,,"""0.95""",1,1,500,500,0,"""/galaxy/data/rn5/liftOver/rn5ToMm9.over.chain""",,24650603,error,liftOver1,1.0.3,,2015-08-14 16:51:35.989892,32837,129661.75765700001
2015-08-13 04:51:23.115413,slurm_normal,,main_w1_handler2,2328579,10107174,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1664103085,bed,4381089.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20756241,,"""0.95""",1,1,500,500,0,"""/galaxy/data/rn5/liftOver/rn5ToMm9.over.chain""",,24650603,error,liftOver1,1.0.3,,2015-08-14 16:52:06.357016,32837,129643.241603
2015-08-25 08:02:30.022813,slurm_normal,,main_w2_handler1,1296008,10194446,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1826457277,bed,4465523.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/ponAbe2.len""","""ponAbe2""",20896702,,"""0.0""",0,0,0,0,0,"""/galaxy/data/ponAbe2/liftOver/ponAbe2ToHg19.over.chain""",,24798254,error,liftOver1,1.0.3,,2015-08-26 21:44:03.205357,9545,135693.182544
2015-08-20 21:03:39.515740,slurm_normal,,main_w1_handler1,2328579,10160423,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2283670085,bed,4429581.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20756240,,"""0.1""",0,0,0,0,0,"""/galaxy/data/rn5/liftOver/rn5ToMm9.over.chain""",,24764302,error,liftOver1,1.0.3,,2015-08-22 09:04:13.067526,32837,129633.55178600001
2015-08-20 21:50:56.156971,slurm_normal,,main_w2_handler0,2328579,10160647,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2526555278,bed,4429974.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20807578,,"""0.1""",0,0,0,0,0,"""/galaxy/data/rn5/liftOver/rn5ToMm9.over.chain""",,24764302,error,liftOver1,1.0.3,,2015-08-22 09:51:45.039061,32837,129648.88209000001
2015-08-20 21:51:12.239195,slurm_normal,,main_w1_handler2,2328579,10160648,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1664103085,bed,4429976.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20756241,,"""0.1""",0,0,0,0,0,"""/galaxy/data/rn5/liftOver/rn5ToMm9.over.chain""",,24764302,error,liftOver1,1.0.3,,2015-08-22 09:51:42.881951,32837,129630.642756
2015-08-27 06:51:53.700873,slurm_normal,,main_w1_handler2,1296008,10208671,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1826457277,bed,4478514.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/ponAbe2.len""","""ponAbe2""",20896702,,"""0.0""",0,0,0,0,0,"""/galaxy/data/ponAbe2/liftOver/ponAbe2ToHg19.over.chain""",,24798254,error,liftOver1,1.0.3,,2015-08-28 18:52:38.421051,9545,129644.720178
2015-08-29 08:03:40.078728,slurm_normal,,main_w2_handler1,1296008,10220730,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1826457277,bed,4492238.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/ponAbe2.len""","""ponAbe2""",20896702,,"""0.0""",0,0,0,0,0,"""/galaxy/data/ponAbe2/liftOver/ponAbe2ToHg19.over.chain""",,24798254,error,liftOver1,1.0.3,,2015-08-30 20:04:12.425256,9545,129632.34652800001
2016-06-02 14:18:55.127022,slurm_normal,,main_w1_handler0,2724031,13050084,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6422936950,bedgraph,7235981.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b585714435ffddad23'}]","""0.1""",0,0,0,0,0,"""/galaxy/data/hg38/liftOver/hg38ToMm10.over.chain""",,29420378,error,liftOver1,1.0.4,,2016-06-04 02:20:02.397236,46530,129667.270214
2017-01-11 10:06:21.049749,slurm_normal,,main_w4_handler0,2900629,14738469,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4020788877,bed,8905201.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 27866183}]","""0.95""",1,1,500,500,0,"""/galaxy/data/mm10/liftOver/mm10ToHg19.over.chain""",,34329630,error,liftOver1,1.0.4,,2017-01-13 02:26:46.889792,95292,145225.840043
2017-01-11 10:06:20.760291,slurm_normal,,main_w3_handler0,2900629,14738468,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4085753841,bed,8903461.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 27866182}]","""0.95""",1,1,500,500,0,"""/galaxy/data/mm10/liftOver/mm10ToHg19.over.chain""",,34329630,error,liftOver1,1.0.4,,2017-01-12 22:06:46.116077,95292,129625.35578600001
2017-01-11 10:06:19.961690,slurm_normal,,main_w4_handler1,2900629,14738466,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2116411323,bed,8905294.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 27864744}]","""0.95""",1,1,500,500,0,"""/galaxy/data/mm10/liftOver/mm10ToHg19.over.chain""",,34329630,error,liftOver1,1.0.4,,2017-01-13 02:35:50.551856,95292,145770.590166
2017-01-11 10:06:20.374054,slurm_normal,,main_w4_handler0,2900629,14738467,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2213702415,bed,8903460.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 27865832}]","""0.95""",1,1,500,500,0,"""/galaxy/data/mm10/liftOver/mm10ToHg19.over.chain""",,34329630,error,liftOver1,1.0.4,,2017-01-12 22:06:44.947075,95292,129624.573021
2017-02-22 20:56:05.915019,slurm_normal,,main_w3_handler1,3006496,15112010,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3261028274,bed,9266824.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 28469427}]","""0.95""",0,0,0,0,0,"""/galaxy/data/mm10/liftOver/mm10ToHg38.over.chain""",,36222781,error,liftOver1,1.0.4,,2017-02-24 09:03:01.998146,100685,130016.083127
2014-07-28 15:18:02.639298,slurm_single,,main_w1_handler0,1980036,7357167,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1406600472,interval,1381700,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",16204630,,"""0.95""",0,0,0,0,0,"""/galaxy/data/mm10/liftOver/mm10ToHg19.over.chain""",,15428297,error,liftOver1,1.0.3,,2014-08-03 09:12:55.115367,37759,496492.476069
2015-01-14 13:51:16.225329,rodeo_normal,,main_w1_handler1,1980036,8544840,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1406600472,interval,765584.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",16204630,,"""0.95""",0,0,0,0,0,"""/galaxy/data/mm10/liftOver/mm10ToHg19.over.chain""",,20494069,error,liftOver1,1.0.3,,2015-01-16 01:51:41.955784,37759,129625.73045500001
2015-01-21 11:58:00.109501,rodeo_normal,,main_w2_handler1,1980036,8578966,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1406600472,interval,2521961.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",16204630,,"""0.95""",0,0,0,0,0,"""/galaxy/data/mm10/liftOver/mm10ToHg19.over.chain""",,20494069,error,liftOver1,1.0.3,,2015-01-23 00:12:53.652136,37759,130493.542635
2017-04-11 12:51:37.732979,slurm_normal,,main_w3_handler0,2781671,15554020,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6968857225,interval,9677349.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29165971}]","""0.1""",1,1,500,500,300,"""/galaxy/data/hg19/liftOver/hg19ToBosTau6.over.chain""",,37252236,error,liftOver1,1.0.4,,2017-04-13 00:52:20.601095,46964,129642.86811600001
2017-05-21 20:44:13.421069,slurm_normal,,main_w3_handler1,2982119,15901341,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4358168791,interval,10000318.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 29708090}]","""0.1""",1,1,500,500,300,"""/galaxy/data/mm9/liftOver/mm9ToRn4.over.chain""",,38118793,error,liftOver1,1.0.4,,2017-05-23 09:01:07.727000,99461,130614.30593100001
