create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,name,name_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.name.values,parameters.sigma,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-21 10:15:49.777346,slurm_normal,,14643128,fasta,main_w4_handler1,2835448,17532864,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11592132,slurm,,938826,mothur.names,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32443471}]","[{'src': 'hda', 'id': 32443472}]","""0.01""",,42143389,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_shhh_seqs/mothur_shhh_seqs/1.36.1.0,1.36.1.0,,2017-11-22 22:16:13.303160,75964,129623.52581400001
