create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,names,names_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.names.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-13 05:36:19.351799,slurm_normal,,812476241,fasta,main_w4_handler1,3284269,17092475,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11148730.roundup,slurm,,53228934,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31661878}]","[{'src': 'hda', 'id': 31660417}]",,41261302.0,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-14 17:36:59.197922,113456,129639.84612300001
2017-10-13 07:37:01.421411,slurm_normal,,1980773367,fasta,main_w3_handler0,3285801,17092899,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11154528.roundup,slurm,,174727882,mothur.count_table,corral-repl,,"""48c46614afe911e7896c005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31673225}]","[{'src': 'hda', 'id': 31673215}]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-15 07:04:35.744784,113456,170854.32337300002
2017-10-18 09:48:01.074776,slurm_normal,,427064706,fasta,main_w3_handler0,3290359,17129302,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11187370,slurm,,26703226,mothur.count_table,corral-repl,,"""8a6cb130b3d011e7b471005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31734641}]","[{'src': 'hda', 'id': 31734631}]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-20 00:32:23.692488,113456,139462.617712
2017-10-18 09:47:08.060735,slurm_normal,,328798330,fasta,main_w4_handler1,3290359,17129280,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11187342,slurm,,26703226,mothur.count_table,corral-repl,,"""1ff378e8b3d011e7bcd3005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31734594}]","[{'src': 'hda', 'id': 31734583}]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-10-20 00:29:26.085302,113456,139338.02456700001
2018-01-11 08:07:09.704267,slurm_normal,,1121126112,fasta,main_w3_handler1,3388597,18000879,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12081664,slurm,,77198838,mothur.count_table,corral-repl,,"""661c3486f6a611e7aefb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33260396}]","[{'src': 'hda', 'id': 33260385}]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2018-01-13 04:06:27.405214,113456,158357.700947
2018-01-11 08:24:44.462548,slurm_normal,,313456700,fasta,main_w4_handler1,3388622,18001078,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12102303,slurm,,21936860,mothur.count_table,corral-repl,,"""dbf825c8f6a811e79eed005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33260702}]","[{'src': 'hda', 'id': 33260692}]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2018-01-14 15:57:11.386432,113456,286346.923884
2018-01-11 11:58:46.418904,slurm_normal,,84733511,fasta,main_w4_handler1,3388700,18002452,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12079413,slurm,,10037962,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33261549}]","[{'src': 'hda', 'id': 33261542}]",,43132575.0,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2018-01-12 23:59:27.776380,72172,129641.357476
2018-01-11 07:59:31.052572,slurm_normal,,885514323,fasta,main_w3_handler1,3388568,18000811,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12080507,slurm,,60933327,mothur.count_table,corral-repl,,"""5605c2b6f6a511e7aefb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33260270}]","[{'src': 'hda', 'id': 33260260}]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2018-01-13 01:59:29.194245,113456,151198.141673
2018-01-12 06:57:55.490520,slurm_normal,,19201531,fasta,main_w4_handler1,3389927,18011172,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12089740,slurm,,21936860,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33276084}]","[{'src': 'hda', 'id': 33276070}]",,43151651.0,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2018-01-13 21:08:36.833420,72172,137441.34290000002
2018-01-11 08:12:45.597004,slurm_normal,,812374637,fasta,main_w4_handler0,3388606,18000949,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12080392,slurm,,55536478,mothur.count_table,corral-repl,,"""2fb814a4f6a711e790fa005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33260503}]","[{'src': 'hda', 'id': 33260493}]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2018-01-13 01:42:59.973322,113456,149414.376318
2018-01-11 08:19:40.466936,slurm_normal,,837203605,fasta,main_w4_handler1,3388613,18001024,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12080703,slurm,,62431515,mothur.count_table,corral-repl,,"""262719d4f6a811e7aefb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33260615}]","[{'src': 'hda', 'id': 33260605}]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2018-01-13 02:23:27.320202,113456,151426.85326600002
2018-01-11 08:28:39.464823,slurm_normal,,94327399,fasta,main_w3_handler0,3388627,18001111,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12102242,slurm,,10038000,mothur.count_table,corral-repl,,"""683f18f2f6a911e7833a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33260771}]","[{'src': 'hda', 'id': 33260761}]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2018-01-14 15:06:54.017422,113456,283094.55259900005
2017-12-13 06:34:41.645111,slurm_normal,,4565736509,fasta,main_w3_handler1,3361168,17794075,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11863299,slurm,,570777167,mothur.count_table,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32875640}]","[{'src': 'hda', 'id': 32854326}]",,42628792.0,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,1.36.1.0,,2017-12-14 18:35:21.673427,72172,129640.02831600001
