chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,history_item,history_item_filetype,id,imported,info,input_format|reads,input_format|reads1,input_format|reads1_filetype,input_format|reads2,input_format|reads2_filetype,input_format|reads_f,input_format|reads_f_filetype,input_format|reads_filetype,input_format|reads_r,input_format|reads_r_filetype,job_runner_external_id,job_runner_name,known_splice_gtf,known_splice_gtf_filetype,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.alignment_options.__current_case__,parameters.alignment_options.alignment_options_selector,parameters.alignment_options.coefficient,parameters.alignment_options.constant_term,parameters.alignment_options.function_type,parameters.alignment_options.ignore_quals,parameters.alignment_options.skip_forward,parameters.alignment_options.skip_reverse,parameters.chromInfo,parameters.dbkey,parameters.input_format.__current_case__,parameters.input_format.input_format_selector,parameters.input_format.paired.__current_case__,parameters.input_format.paired.paired_end_options.__current_case__,parameters.input_format.paired.paired_end_options.paired_end_options_selector,parameters.input_format.paired.paired_selector,parameters.input_format.paired.reads.values,parameters.input_format.paired.reads_f.values,parameters.input_format.paired.reads_r.values,parameters.input_format|reads|__identifier__,parameters.input_options.__current_case__,parameters.input_options.input_options_selector,parameters.input_options.skip,parameters.input_options.stop_after,parameters.input_options.trim_five,parameters.input_options.trim_three,parameters.max_primary,parameters.paired_options.__current_case__,parameters.paired_options.contain,parameters.paired_options.dovetail,parameters.paired_options.maxins,parameters.paired_options.minins,parameters.paired_options.no_discordant,parameters.paired_options.no_mixed,parameters.paired_options.overlap,parameters.paired_options.paired_options_selector,parameters.reference_genome.__current_case__,parameters.reference_genome.history_item.values,parameters.reference_genome.index,parameters.reference_genome.reference_genome_source,parameters.scoring_options.__current_case__,parameters.scoring_options.ambiguous_penalty,parameters.scoring_options.coefficient,parameters.scoring_options.constant_term,parameters.scoring_options.function_type,parameters.scoring_options.match_bonus,parameters.scoring_options.max_mismatch,parameters.scoring_options.min_mismatch,parameters.scoring_options.read_extend_penalty,parameters.scoring_options.read_open_penalty,parameters.scoring_options.ref_extend_penalty,parameters.scoring_options.ref_open_penalty,parameters.scoring_options.scoring_options_selector,parameters.scoring_options.soft_clip_penalty_max,parameters.scoring_options.soft_clip_penalty_min,parameters.spliced_options.__current_case__,parameters.spliced_options.canonical_penalty,parameters.spliced_options.coefficient,parameters.spliced_options.constant_term,parameters.spliced_options.function_type,parameters.spliced_options.known_splice_gtf.values,parameters.spliced_options.max_intron,parameters.spliced_options.min_intron,parameters.spliced_options.nc_coefficient,parameters.spliced_options.nc_constant_term,parameters.spliced_options.nc_function_type,parameters.spliced_options.no_spliced_alignment,parameters.spliced_options.noncanonical_penalty,parameters.spliced_options.rna_strandness,parameters.spliced_options.spliced_options_selector,parameters.spliced_options.tma,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-15 09:55:11.163701,slurm_multi,,main_w2_handler2,2731810,,,13167065,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,7368813041.0,fastq,,7368813041.0,fastq,7351202,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f80baa8f0d2ddaa1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5416d8fc3dbfad843'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,0,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,29699126,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-06-16 21:55:54.382143,65721,129643.21844200001
,,2016-06-15 15:51:10.626012,slurm_multi,,main_w2_handler2,1639242,49643547.0,fasta,13170761,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",32886386024.0,,,,,,,fastqsanger,,,7354695,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,single,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ace1da8d3e761528'}]",,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b597b98f3123f11e'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,30440657,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-06-17 03:51:55.627092,31997,129645.00108
,,2016-10-24 17:35:40.765544,slurm_multi,,main_w4_handler2,2863620,414739.0,fasta,14160240,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14371266563.0,,,,,,,fastqsanger,,,8371977,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,single,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8f320c21459cccd'}]",,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b548e9a400d2ecd4f4'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,33877408,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-10-26 05:54:28.411562,92762,130727.64601800001
,,2016-10-24 23:33:11.880826,slurm_multi,,main_w4_handler2,2821413,414739.0,fasta,14163276,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,4084985966.0,fastqsanger,,3988785704.0,fastqsanger,8376081,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c8daa76e1b82fe4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c556283fa7f900b7'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d5caea90b3bbb9b4'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,33884959,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-10-26 13:29:31.136563,90188,136579.255737
,,2016-10-25 17:26:20.471518,slurm_multi,,main_w4_handler2,2868539,174355.0,fasta,14171531,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12105330971.0,,,,,,,fastqsanger,,,8384434,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,single,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51a5ab858cb60b1b7'}]",,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb37c6d347f6a621'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,33897810,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-10-27 06:06:44.904584,91579,132024.433066
,,2016-11-03 18:48:13.187670,slurm_multi,,main_w3_handler2,2820157,239078.0,fasta,14244665,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,5790770470.0,fastqsanger,,5722617666.0,fastqsanger,8453632,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56cb01b27feb10cc8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e231aed8212c74b5'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586dc946fc075ab1b'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,34075418,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-11-05 06:48:33.105437,90188,129619.917767
,,2016-11-30 01:22:13.071852,slurm_multi,,main_w3_handler2,2904638,588703.0,fasta,14450232,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,8376898380.0,fastqsanger,,8149743662.0,fastqsanger,8656610,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 27439928}]","[{'src': 'hda', 'id': 27439929}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 27371646}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,34519811,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-12-03 02:35:17.496782,94580,263584.42493000004
,,2016-11-30 01:14:55.968721,slurm_multi,,main_w3_handler2,2899436,588703.0,fasta,14450113,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,7738308466.0,fastqsanger,,7599835776.0,fastqsanger,8646375,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 27439940}]","[{'src': 'hda', 'id': 27439941}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 27307042}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,34519811,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-12-01 14:02:31.274390,94580,132455.305669
,,2016-11-30 01:51:26.547714,slurm_multi,,main_w3_handler2,2904580,588703.0,fasta,14450489,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,9409367612.0,fastqsanger,,9248353952.0,fastqsanger,8669920,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 27440378}]","[{'src': 'hda', 'id': 27440379}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 27370495}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,34519811,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-12-04 17:16:27.323529,94580,401100.775815
,,2016-12-04 03:43:32.778804,slurm_multi,,main_w4_handler2,2915999,588703.0,fasta,14483344,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,7534601016.0,fastqsanger,,7349531448.0,fastqsanger,8677761,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 27492056}]","[{'src': 'hda', 'id': 27492057}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 27478459}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,34610611,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-12-07 18:10:43.380053,94580,311230.601249
,,2016-12-04 03:45:02.142692,slurm_multi,,main_w4_handler2,2899436,588703.0,fasta,14483345,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,7738308466.0,fastqsanger,,7599835776.0,fastqsanger,8691550,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 27439940}]","[{'src': 'hda', 'id': 27439941}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 27307042}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,34610611,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-12-09 12:08:29.049848,94580,462206.90715600003
