chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,history_item,history_item_filetype,id,imported,info,input_format|reads,input_format|reads1,input_format|reads1_filetype,input_format|reads2,input_format|reads2_filetype,input_format|reads_f,input_format|reads_f_filetype,input_format|reads_filetype,input_format|reads_r,input_format|reads_r_filetype,job_runner_external_id,job_runner_name,known_splice_gtf,known_splice_gtf_filetype,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.alignment_options.__current_case__,parameters.alignment_options.alignment_options_selector,parameters.alignment_options.coefficient,parameters.alignment_options.constant_term,parameters.alignment_options.function_type,parameters.alignment_options.ignore_quals,parameters.alignment_options.skip_forward,parameters.alignment_options.skip_reverse,parameters.chromInfo,parameters.dbkey,parameters.input_format.__current_case__,parameters.input_format.input_format_selector,parameters.input_format.paired.__current_case__,parameters.input_format.paired.paired_end_options.__current_case__,parameters.input_format.paired.paired_end_options.paired_end_options_selector,parameters.input_format.paired.paired_selector,parameters.input_format.paired.reads.values,parameters.input_format.paired.reads_f.values,parameters.input_format.paired.reads_r.values,parameters.input_format|reads|__identifier__,parameters.input_options.__current_case__,parameters.input_options.input_options_selector,parameters.input_options.skip,parameters.input_options.stop_after,parameters.input_options.trim_five,parameters.input_options.trim_three,parameters.max_primary,parameters.paired_options.__current_case__,parameters.paired_options.contain,parameters.paired_options.dovetail,parameters.paired_options.maxins,parameters.paired_options.minins,parameters.paired_options.no_discordant,parameters.paired_options.no_mixed,parameters.paired_options.overlap,parameters.paired_options.paired_options_selector,parameters.reference_genome.__current_case__,parameters.reference_genome.history_item.values,parameters.reference_genome.index,parameters.reference_genome.reference_genome_source,parameters.scoring_options.__current_case__,parameters.scoring_options.ambiguous_penalty,parameters.scoring_options.coefficient,parameters.scoring_options.constant_term,parameters.scoring_options.function_type,parameters.scoring_options.match_bonus,parameters.scoring_options.max_mismatch,parameters.scoring_options.min_mismatch,parameters.scoring_options.read_extend_penalty,parameters.scoring_options.read_open_penalty,parameters.scoring_options.ref_extend_penalty,parameters.scoring_options.ref_open_penalty,parameters.scoring_options.scoring_options_selector,parameters.scoring_options.soft_clip_penalty_max,parameters.scoring_options.soft_clip_penalty_min,parameters.spliced_options.__current_case__,parameters.spliced_options.canonical_penalty,parameters.spliced_options.coefficient,parameters.spliced_options.constant_term,parameters.spliced_options.function_type,parameters.spliced_options.known_splice_gtf.values,parameters.spliced_options.max_intron,parameters.spliced_options.min_intron,parameters.spliced_options.nc_coefficient,parameters.spliced_options.nc_constant_term,parameters.spliced_options.nc_function_type,parameters.spliced_options.no_spliced_alignment,parameters.spliced_options.noncanonical_penalty,parameters.spliced_options.rna_strandness,parameters.spliced_options.spliced_options_selector,parameters.spliced_options.tma,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-12 04:17:53.891401,slurm_multi,,main_w3_handler2,2821438,414739.0,fasta,14060222,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,4715841500.0,fastqsanger,,4715841500.0,fastqsanger,8277133,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e0a596e64130bb0f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b548f80520de608423'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea43a135b3e79db4'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,33622136,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-10-13 16:18:04.568183,90188,129610.67678200001
,,2016-06-15 10:04:45.618961,slurm_multi,,main_w2_handler2,2731802,,,13167134,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,6463978019.0,fastq,,6463978019.0,fastq,7372951,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed195a9e644173ab'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b1e4832933c80405'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,0,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,29699126,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-06-18 09:56:07.671369,65721,258682.05240800002
753.0,len,2016-10-12 16:57:09.091491,slurm_multi,,main_w4_handler2,2821434,414739.0,fasta,14065695,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,5953049966.0,fastqsanger,,5953049966.0,fastqsanger,8292020,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/main/files/017/210/dataset_17210615.dat""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c135657a17bba96e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e84fc8a3b712202d'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed516db50736f3da'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,33632999,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-10-15 05:16:40.493994,90188,217171.40250300002
,,2016-10-12 04:59:56.077489,slurm_multi,,main_w4_handler2,2827800,414739.0,fasta,14060492,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,5751201862.0,fastqsanger,,5751201862.0,fastqsanger,8280564,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f7e0a2f14c38ee0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57096d74597c51749'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53413b11df7dad37b'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,33622244,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-10-14 01:58:03.568901,89701,161887.491412
753.0,len,2016-10-12 16:34:16.003949,slurm_multi,,main_w4_handler2,2821407,414739.0,fasta,14065499,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,6339979908.0,fastqsanger,,6339979908.0,fastqsanger,8282458,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/main/files/017/194/dataset_17194791.dat""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c56ae33b590f9046'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54f4f973d2928b824'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e84469602791b9ed'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,33632538,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-10-14 05:33:05.526086,85415,133129.52213700002
,,2016-05-11 15:06:07.702191,slurm_multi,,main_w2_handler2,2523038,,,12856610,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8590180190.0,,,,,,,fastq,,,7057347,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,single,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b14da7081336713'}]",,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,0,,hg38,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,30166439,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-13 03:21:18.944676,74396,130511.24248500001
,,2016-05-12 11:53:11.887145,slurm_multi,0.0,main_w2_handler2,2685302,,,12867755,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7389337001.0,,,,,,,fastqsanger,,,7068690,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",1,fastq,2,,,single,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56155a958eb72fe49'}]",,,"""FASTQ Groomer on data 10""",0,defaults,,,,,"""5""",0,,,,,,,,defaults,0,,dm3,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,29804590,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-16 15:25:01.126723,77421,358309.23957800004
,,2016-05-20 16:11:27.288420,slurm_multi,,main_w1_handler2,1639242,,,12950122,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,36184315052.0,fastqsanger,,36184315052.0,fastqsanger,7143704,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e317c5321903c053'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59a909266e0a9be5c'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,0,,loxAfr3,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,28626146,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-22 04:12:27.703578,31997,129660.415158
,,2016-05-25 13:56:18.880463,slurm_multi,,main_w1_handler2,1639242,,,12984618,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,36184315052.0,fastqsanger,,36184315052.0,fastqsanger,7170390,slurm,,,,corral-repl,,0,no,,1,advanced,0,6,C,false,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e317c5321903c053'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59a909266e0a9be5c'}]",,1,advanced,0,0,0,0,"""20""",1,false,false,500,0,false,false,false,advanced,0,,loxAfr3,indexed,1,1,0,0,C,2,6,2,3,5,3,5,advanced,2,1,,,,,,,,,,,,,,,,,,28626146,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-27 01:57:16.424011,31997,129657.543548
,,2016-09-20 14:43:58.771619,slurm_multi,,main_w3_handler2,2820460,414739.0,fasta,13893868,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,12716337820.0,fastqsanger,,12644541494.0,fastqsanger,8117420,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5faf466f14f2dc20b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41fa96cc0e854a6'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d49d5c16a3a012b3'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,33057995,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-09-22 02:44:55.960185,90206,129657.18856600001
,,2016-05-27 17:20:02.382970,slurm_multi,,main_w1_handler2,2712832,,,13007480,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,11123022487.0,fastqsanger,,11123022487.0,fastqsanger,7195245,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8ea0763fefe0710'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbb7b9b185ab37e0'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,0,,mm10,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,30389220,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-29 07:57:04.324207,34126,139021.94123700002
,,2016-05-30 12:06:06.162573,slurm_multi,,main_w1_handler2,2721969,121662593.0,fasta,13023410,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,14124733537.0,fastqsanger,14124733537.0,fastqsanger,,,,,,7205577,slurm,,,,corral-repl,,1,yes,slurm_multi,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,0,0.0,defaults,paired_collection,"[{'src': 'dce', 'id': 'ba78405354569c87'}]",,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56ffbcfc373d59318'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,30435931,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-06-01 00:07:04.249861,85115,129658.08728800001
,,2016-05-30 12:07:27.121234,slurm_multi,,main_w1_handler2,2721959,121662593.0,fasta,13023438,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,10855948018.0,fastqsanger,10855948018.0,fastqsanger,,,,,,7205968,slurm,,,,corral-repl,,1,yes,slurm_multi,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,0,0.0,defaults,paired_collection,"[{'src': 'dce', 'id': '03bbb664c7b9bcb5'}]",,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bdbab71c93181735'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,30497602,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-06-01 02:07:04.007308,85111,136776.886074
,,2016-05-31 13:58:02.122169,slurm_multi,,main_w1_handler2,2695222,3269.0,fasta,13030005,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",32432381910.0,,,,,,,fastq,,,7208724,slurm,,,,corral-repl,,0,no,,1,advanced,0,0,C,false,false,true,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,single,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6bf7da09e53520e'}]",,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b577b2d986fab45c9b'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,30050052,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-06-02 01:58:42.428336,78704,129640.306167
,,2016-09-20 18:08:55.257232,slurm_multi,,main_w4_handler2,2826332,414739.0,fasta,13897539,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,10453850267.0,fastqsanger,,10453850267.0,fastqsanger,8142109,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a552225ee1b8eb96'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef95667812d7902e'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e5a3062a6dd10e8'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,33060326,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-09-24 07:32:49.499196,90206,307434.24196400004
,,2016-06-04 23:15:31.538698,slurm_multi,,main_w1_handler2,2713412,,,13070657,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,7997447553.0,fastqsanger,,7944537223.0,fastqsanger,7256276,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","""rheMac3""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b78520db3b0ad18'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53e37c8c071c7797b'}]",,0,defaults,,,,,"""18""",0,,,,,,,,defaults,0,,rheMac3,indexed,0,,,,,,,,,,,,defaults,,,,,,,,,,,,,,,,,,,,30239570,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-06-06 11:40:11.694576,84354,131080.15587800002
,,2016-06-10 15:54:50.040488,slurm_multi,,main_w1_handler2,2633546,,,13133712,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10776455079.0,,,,,,,fastq,,,7318230,slurm,122479548.0,gtf,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",1,fastq,2,,,single,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1c26ced9e0dd844'}]",,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,0,,hg19_rCRS_pUC18_phiX174,indexed,0,,,,,,,,,,,,defaults,,,1.0,0,0,0,C,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59e49615a76564959'}]",500000,20,1,-8,C,false,3,R,advanced,,,30778755,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-06-12 03:55:48.569512,52700,129658.529024
,,2016-06-11 08:12:10.494691,slurm_multi,,main_w1_handler2,2632412,2785575773.0,fasta,13138606,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,2564267128.0,fastqsanger,,2560051386.0,fastqsanger,7323696,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591b0fd45ec68dcbd'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2ec3150b2c6235c'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d71053c8ef06e91c'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,30795324,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-06-12 22:44:52.029888,71275,138761.53519700002
,,2016-06-11 08:18:19.028062,slurm_multi,,main_w1_handler2,2632412,2785575773.0,fasta,13138622,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,2903687895.0,fastqsanger,,2899001153.0,fastqsanger,7328361,slurm,,,,corral-repl,,0,no,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d2c4726e01c71432'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5baf56d292e3cf451'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d71053c8ef06e91c'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,defaults,,,30795324,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-06-14 11:50:05.111033,71275,271906.082971
