create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.letters,parameters.step,parameters.window,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-31 19:56:04.909384,slurm_normal,,main_w1_handler1,2318773,9569788,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1486,txt,3882947.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/tricEryt_IMS101.len""","""tricEryt_IMS101""",19809716,"""TTTA""","""0""","""30""",,23271245,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: freak36/5.0.0,5.0.0,,2015-06-02 07:56:55.155124,43881,129650.24574000001
