create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.dbkey,parameters.do_normalization,parameters.effective_length_correction,parameters.input,parameters.max_intron_len,parameters.min_isoform_fraction,parameters.multiread_correct,parameters.pre_mrna_fraction,parameters.reference_annotation.__current_case__,parameters.reference_annotation.reference_annotation_file,parameters.reference_annotation.reference_annotation_guide_file,parameters.reference_annotation.use_ref,ref_file,ref_file_filetype,reference_annotation_file,reference_annotation_file_filetype,reference_annotation_guide_file,reference_annotation_guide_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-02-19 17:39:53.176669,slurm_multi,,main_w2_handler2,1615128,6548009,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6294583277,bam,578548,slurm,,corral-repl,,,,,,1,No,,,,,"""/galaxy/data/chrom/ce10.len""","""ce10""","""No""","""""",12062660,"""12000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,13436525.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-02-21 21:28:22.953139,39421,186509.77647
2014-04-06 10:53:29.720751,slurm_multi,,main_w2_handler2,1791840,6769637,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",962703888,bam,830693,slurm,,corral-repl,,,,,,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",15152753,"""300000""","""0.1""","""Yes""","""0.15""",1,15146084.0,,Use reference annotation,,,1111970946.0,gtf,,,,13571380.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-04-14 17:05:26.028200,38706,713516.3074490001
2014-05-21 13:22:34.395329,slurm_multi,,main_w2_handler2,1909331,7004837,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4365355202,bam,1021995,slurm,,corral-repl,,,,,,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",15580772,"""300000""","""0.1""","""Yes""","""0.15""",1,15582539.0,,Use reference annotation,,,1111970946.0,gtf,,,,14862875.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-05-23 14:13:01.507405,48998,175827.11207600002
2014-04-27 11:59:01.070662,slurm_multi,,main_w2_handler2,1879277,6881469,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",425674495,bam,902780,slurm,,corral-repl,,,,,,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",15335727,"""300000""","""0.1""","""Yes""","""0.15""",1,15332823.0,,Use reference annotation,,,1111970946.0,gtf,,,,14549121.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-04-29 12:09:40.340294,35964,173439.269632
2014-07-27 07:17:00.914033,slurm_multi,,main_w2_handler2,1934217,7352028,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1770495375,bam,1368567,slurm,,corral-repl,,,,,,1,No,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""Yes""","""""",16150536,"""600000""","""0.1""","""Yes""","""0.15""",2,,16132596.0,Use reference annotation guide,,,,,2413737211.0,gtf,,15951399.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-07-31 20:19:04.090977,49844,392523.176944
2014-07-27 07:18:59.512026,slurm_multi,,main_w2_handler2,1934217,7352054,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1745088018,bam,1365381,slurm,,corral-repl,,,,,,1,No,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""Yes""","""""",16150557,"""600000""","""0.1""","""Yes""","""0.15""",2,,16132596.0,Use reference annotation guide,,,,,2413737211.0,gtf,,15951399.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-07-31 07:38:38.372513,49844,346778.860487
2014-07-27 07:17:17.579885,slurm_multi,,main_w2_handler2,1934217,7352034,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1895120243,bam,1382746,slurm,,corral-repl,,,,,,1,No,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""Yes""","""""",16150542,"""600000""","""0.1""","""Yes""","""0.15""",2,,16132595.0,Use reference annotation guide,,,,,398045897.0,gtf,,15951399.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-08-03 14:51:48.909810,49844,632071.3299250001
2014-07-27 07:17:21.115642,slurm_multi,,main_w2_handler2,1934217,7352035,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1895120243,bam,1390426,slurm,,corral-repl,,,,,,1,No,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""Yes""","""""",16150542,"""600000""","""0.1""","""Yes""","""0.15""",2,,16132596.0,Use reference annotation guide,,,,,2413737211.0,gtf,,15951399.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-08-05 20:59:09.438711,49844,826908.323069
2014-07-27 07:17:45.454142,slurm_multi,,main_w2_handler2,1934217,7352041,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1741333678,bam,1409821,slurm,,corral-repl,,,,,,1,No,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""Yes""","""""",16150547,"""600000""","""0.1""","""Yes""","""0.15""",2,,16132596.0,Use reference annotation guide,,,,,2413737211.0,gtf,,15951399.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-08-09 12:14:01.233683,49844,1140975.779541
2015-02-07 18:04:11.313134,roundup_multi,,main_w2_handler2,2198515,8681042,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9075334774,bam,2678358,slurm,,corral-repl,,,,,,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",18441775,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,21078292.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-09 16:46:02.599707,49259,168111.28657300002
2014-07-27 07:18:17.636828,slurm_multi,,main_w2_handler2,1934217,7352047,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1757574806,bam,1419284,slurm,,corral-repl,,,,,,1,No,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""Yes""","""""",16150552,"""600000""","""0.1""","""Yes""","""0.15""",2,,16132596.0,Use reference annotation guide,,,,,2413737211.0,gtf,,15951399.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-08-11 12:26:00.672176,49844,1314463.035348
2014-07-29 10:31:27.828497,slurm_multi,,main_w2_handler2,1934217,7361628,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1895120243,bam,1431585,slurm,,corral-repl,,,,,,1,No,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""Yes""","""""",16150542,"""600000""","""0.1""","""Yes""","""0.15""",2,,16132604.0,Use reference annotation guide,,,,,39157883.0,gtf,,15960087.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-08-14 23:18:10.177118,49844,1428402.348621
2014-12-30 10:48:05.303273,roundup_multi,,main_w2_handler2,2160844,8478901,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",268780431,bam,2403936,slurm,,corral-repl,,0.0,no,,"""ce163230901011e49a30005056a52a46""",1,No,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",18095049,"""300000""","""0.1""","""No""","""0.15""",2,,18094797.0,Use reference annotation guide,,,,,52437654.0,gtf,,,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-01-03 20:28:11.754535,54195,380406.451262
2015-01-06 09:39:55.335602,roundup_multi,,main_w2_handler2,2136760,8503499,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1102544709,bam,2421352,slurm,,corral-repl,,,,,,0,Yes,0.0,mm10,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""Yes""","""""",17771481,"""300000""","""0.1""","""Yes""","""0.15""",1,18137589.0,,Use reference annotation,,,732492530.0,gtf,,,,19642318.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-01-07 21:40:45.450622,40178,129650.11502000001
2015-01-06 08:20:03.154972,roundup_multi,,main_w2_handler2,2163879,8503362,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2288585259,bam,2424490,slurm,,corral-repl,,,,,,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",18132748,"""300000""","""0.1""","""Yes""","""0.15""",1,18132726.0,,Use reference annotation,,,1111970946.0,gtf,,,,17687982.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-01-08 06:52:45.859822,52459,167562.70485
2014-11-07 20:31:59.872820,roundup_single_development,,main_w2_handler2,2100316,8123904,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12806470193,bam,1959750.roundup,slurm,,corral-repl,,1.0,yes,roundup_single_development,,1,No,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",17441244,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,18317604.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-11-07 21:32:46.047805,5399,3646.174985
2014-11-07 20:32:34.234410,roundup_single_development,,main_w2_handler2,2100316,8123913,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13529746353,bam,1959967.roundup,slurm,,corral-repl,,1.0,yes,roundup_single_development,,1,No,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",17441241,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,18317604.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-11-07 22:03:18.890300,5399,5444.65589
2014-10-16 16:21:54.679251,roundup_multi,,main_w2_handler2,2083647,7993187,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6437481262,bam,1935945,slurm,,corral-repl,,0.0,no,,"""89433a86555011e4b3e8005056a51846""",0,Yes,1.0,,history,17252614.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",17252649,"""300000""","""0.1""","""Yes""","""0.15""",2,,17222583.0,Use reference annotation guide,3088287848.0,fasta,,,1034362396.0,gtf,,17570460.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-10-19 03:02:54.071823,54091,211259.392572
2015-02-03 19:20:17.477917,roundup_multi,,main_w2_handler2,2188504,8658504,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2829676532,bam,2634106,slurm,,corral-repl,,,,,,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",18396226,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,20969875.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-05 07:21:21.969351,58942,129664.49143400001
2015-02-04 22:01:10.094814,roundup_multi,,main_w2_handler2,2189673,8665704,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9716746153,bam,2647538,slurm,,corral-repl,,,,,,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",18361286,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,20955521.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-06 10:01:58.827074,49259,129648.73226
2015-02-04 22:03:18.115289,roundup_multi,,main_w2_handler2,2189991,8665714,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",16127148397,bam,2647560,slurm,,corral-repl,,,,,,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",18361115,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,20955521.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-06 10:03:57.492143,49259,129639.376854
2014-12-15 11:50:15.383337,roundup_multi,,main_w2_handler2,2149360,8416764,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",369686705,bam,2325304,slurm,,corral-repl,,0.0,no,,"""f6491ffa844f11e4808d005056a51846""",1,No,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",17956884,"""300000""","""0.1""","""No""","""0.15""",2,,17956376.0,Use reference annotation guide,,,,,52437654.0,gtf,,,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-12-18 01:59:41.086944,54195,223765.703607
2014-12-17 07:27:56.549617,roundup_multi,,main_w2_handler2,2150426,8429742,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",201750591,bam,2340287,slurm,,corral-repl,,0.0,no,,"""a204e69485bd11e4a509005056a51846""",1,No,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",18000594,"""300000""","""0.1""","""No""","""0.15""",2,,17982494.0,Use reference annotation guide,,,,,52437654.0,gtf,,,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-12-19 19:43:22.495247,54195,216925.94563
2015-02-05 10:06:55.399810,roundup_multi,,main_w2_handler2,2188504,8668348,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2829676532,bam,2652075,slurm,,corral-repl,,,,,,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",18396226,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,20748440.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-06 22:07:28.613810,58942,129633.214
2015-02-05 17:36:45.662991,roundup_multi,,main_w2_handler2,2188504,8670619,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2848952266,bam,2656208,slurm,,corral-repl,,,,,,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",18420019,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,20969875.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-07 05:37:29.928492,58942,129644.265501
2014-12-28 17:27:27.285261,roundup_multi,,main_w2_handler2,2159391,8474173,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",692944169,bam,2389134,slurm,,corral-repl,,0.0,no,,"""758523d48eb611e49b9b005056a52a46""",1,No,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",18083369,"""300000""","""0.1""","""No""","""0.15""",2,,18078762.0,Use reference annotation guide,,,,,52437654.0,gtf,,,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2014-12-31 14:38:04.177130,54195,249036.891869
2015-02-07 17:54:51.605775,roundup_multi,,main_w2_handler2,2198513,8681021,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9672539120,bam,2677563,slurm,,corral-repl,,,,,,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",18441742,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,21078292.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-09 12:16:32.575124,49259,152500.96934900002
2015-02-11 08:38:45.491716,roundup_multi,,main_w2_handler2,2198513,8701363,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9475727071,bam,2715101,slurm,,corral-repl,,,,,,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",18459997,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,21141086.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-12 20:39:14.750573,49259,129629.25885700001
2015-02-11 18:59:53.560179,roundup_multi,,main_w2_handler2,2198515,8706198,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8590452538,bam,2729309,slurm,,corral-repl,,,,,,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",18475049,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,21131804.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-13 13:13:54.262306,49259,152040.702127
2015-02-12 12:31:53.498684,roundup_multi,,main_w2_handler2,2188504,8711528,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2759005811,bam,2734126,slurm,,corral-repl,,,,,,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",18461331,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,20748440.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-14 00:32:28.364462,58942,129634.865778
2015-02-12 12:33:28.529468,roundup_multi,,main_w2_handler2,2202662,8711539,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4893949281,bam,2753259,slurm,,corral-repl,,,,,,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Yes""","""""",18475830,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,20748440.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-15 06:52:29.077124,58942,238740.547656
2015-02-23 12:31:17.140158,roundup_multi,,main_w2_handler2,2198515,8791813,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8590452538,bam,2878335,slurm,,corral-repl,,,,,,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",18475049,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,,,21395759.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.7,0.0.7,,2015-02-25 00:31:43.443283,49259,129626.303125
