bamfiles,bamfiles1,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.outRawCounts,parameters.region,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
3527371816,3527371816,bam,3625410209,bam,,,,,,,,,bam,,,2016-06-30 21:02:18.333064,slurm_multi,,main_w2_handler2,2751890,13299883,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7501719,slurm,,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b172aef0954c722'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ca27dc5a6945d8b1'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,1,0,bins,"""true""","""""",,31135985,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.3.0,2.2.3.0,,2016-07-02 09:11:16.424973,86712,130138.09190900001
206596766,206596766,bam,490439756,bam,435073753.0,bam,349217940.0,bam,600621145.0,bam,3263262359.0,bam,bam,37.0,len,2016-08-22 20:37:02.220743,slurm_multi,,main_w4_handler2,2335226,13700575,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7916524,slurm,,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54487a5bd10fc2d46'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f8677980e6d49b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5335b4a6078c2a5ef'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54f9621e18fd5c499'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5635a1d989c790b93'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55379c5a8d5b06d18'}]","""/galaxy-repl/main/files/011/513/dataset_11513560.dat""","""?""",0,1,0,bins,"""true""","""""",,32445662,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.3.0,2.2.3.0,,2016-08-24 10:30:31.315113,23135,136409.09437
