create_time,db,db_filetype,destination_id,exit_code,handler,history_id,id,imported,infile_reference,infile_reference_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.abskew,parameters.chromInfo,parameters.dbkey,parameters.detection_mode.__current_case__,parameters.detection_mode.db,parameters.detection_mode.detection_mode_select,parameters.detection_mode.infile_reference,parameters.dn,parameters.mindiffs,parameters.mindiv,parameters.minh,parameters.self_param,parameters.selfid_param,parameters.xn,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-07 14:42:18.455350,27203948,fasta,slurm_normal,,main_w1_handler1,2519831,12365074,False,2332614890,fasta,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6568575.roundup,slurm,,corral-repl,,"""2.0""","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,22171971,reference,22188626,"""1.4""","""3""","""0.8""","""0.28""","""False""","""False""","""8.0""",,29469835,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/1.1.3.1,1.1.3.1,,2016-04-09 02:42:40.709324,60465,129622.253974
