create_time,destination_id,exit_code,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.clustering_mode.__current_case__,parameters.clustering_mode.clustering_mode_select,parameters.cons_truncate,parameters.dbkey,parameters.id,parameters.iddef,parameters.infile,parameters.infile.values,parameters.maxaccepts,parameters.maxrejects,parameters.outputs,parameters.qmask,parameters.sizein,parameters.sizeout,parameters.strand,parameters.uc,parameters.usersort,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-09 15:35:55.298751,slurm_normal,,main_w3_handler1,2814088,13816459,False,10033008,fasta,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8037792.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",1,cluster_smallmem,"""false""","""?""","""0.97""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b559c31403e6e97023'}]","""1""","""100""","[""--blast6out""]","""dust""","""false""","""true""","""plus""","""true""","""false""",,32838430,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2016-09-11 03:36:37.636067,,129642.337316
2016-04-06 17:19:48.755269,slurm_normal,,main_w1_handler0,2659928,12355193,False,1235144649,fasta,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6559769.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.9""","""2""",24170317,,"""1""","""32""","[""--blast6out""]","""dust""","""False""","""False""","""plus""","""False""","""False""",,29447056,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2016-04-08 05:20:33.687335,,129644.93206600001
2016-04-07 14:55:57.094033,slurm_normal,,main_w1_handler2,2659928,12365174,False,1235144649,fasta,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6578107.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.9""","""2""",24170317,,"""1""","""32""","[""--centroids""]","""none""","""False""","""False""","""plus""","""False""","""False""",,29447056,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2016-04-09 17:20:44.182333,,181487.0883
2016-04-12 16:20:51.446944,slurm_normal,,main_w1_handler1,2659928,12432843,False,1235144649,fasta,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6632785.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""False""","""?""","""0.9""","""2""",24170317,,"""1""","""32""","[""--centroids""]","""none""","""False""","""False""","""plus""","""False""","""False""",,29447056,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2016-04-14 04:32:51.052875,,130319.60593100001
2018-03-04 16:02:17.106989,slurm_normal,,main_w3_handler1,3446839,18600864,False,222828743,fasta,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12696077,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,cluster_fast,"""false""","""?""","""""","""2""",,"[{'src': 'hda', 'id': 34155489}]","""1""","""32""","[""--alnout"", ""--blast6out"", ""--fastapairs"", ""--msaout"", ""--consout"", ""--centroids"", ""--notmatched"", ""--matched""]","""dust""","""false""","""false""","""both""","""false""","""true""",,44299847,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2018-03-06 04:02:33.219746,120752.0,129616.11275700001
