chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_1,input_1_filetype,input_2,input_2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,own_file,own_file_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.analysis_type.__current_case__,parameters.analysis_type.alignment_options.L,parameters.analysis_type.alignment_options.N,parameters.analysis_type.alignment_options.__current_case__,parameters.analysis_type.alignment_options.align_mode.__current_case__,parameters.analysis_type.alignment_options.align_mode.align_mode_selector,parameters.analysis_type.alignment_options.align_mode.score_min_ete,parameters.analysis_type.alignment_options.align_mode.score_min_loc,parameters.analysis_type.alignment_options.alignment_options_selector,parameters.analysis_type.alignment_options.dpad,parameters.analysis_type.alignment_options.gbar,parameters.analysis_type.alignment_options.i,parameters.analysis_type.alignment_options.ignore_quals,parameters.analysis_type.alignment_options.n_ceil,parameters.analysis_type.alignment_options.no_1mm_upfront,parameters.analysis_type.alignment_options.nofw,parameters.analysis_type.alignment_options.norc,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.effort_options.D,parameters.analysis_type.effort_options.R,parameters.analysis_type.effort_options.__current_case__,parameters.analysis_type.effort_options.effort_options_selector,parameters.analysis_type.input_options.__current_case__,parameters.analysis_type.input_options.input_options_selector,parameters.analysis_type.other_options.__current_case__,parameters.analysis_type.other_options.other_options_selector,parameters.analysis_type.presets,parameters.analysis_type.reporting_options.__current_case__,parameters.analysis_type.reporting_options.reporting_options_selector,parameters.analysis_type.sam_opt,parameters.analysis_type.sam_options.__current_case__,parameters.analysis_type.sam_options.sam_options_selector,parameters.analysis_type.scoring_options.__current_case__,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.chromInfo,parameters.dbkey,parameters.library.__current_case__,parameters.library.aligned_file,parameters.library.input_1.values,parameters.library.input_2.values,parameters.library.paired_options.I,parameters.library.paired_options.X,parameters.library.paired_options.__current_case__,parameters.library.paired_options.dovetail,parameters.library.paired_options.fr_rf_ff,parameters.library.paired_options.no_contain,parameters.library.paired_options.no_discordant,parameters.library.paired_options.no_mixed,parameters.library.paired_options.no_overlap,parameters.library.paired_options.paired_options_selector,parameters.library.type,parameters.library.unaligned_file,parameters.reference_genome.__current_case__,parameters.reference_genome.index,parameters.reference_genome.own_file.values,parameters.reference_genome.source,parameters.rg.__current_case__,parameters.rg.rg_selector,parameters.save_mapping_stats,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-07-25 02:04:01.364818,slurm_multi_development,,main_w1_handler2,2771636,13481568,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4360395814,fastqsanger,4358552754.0,fastqsanger,7697474.roundup,slurm,,corral-repl,,,,1,yes,slurm_multi_development,,0,,,,,,,,,,,,,,,,,simple,,,,,,,,,--very-sensitive,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b70ea7005a135227'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58c1f25d89f0a91d1'}]",0,2000,0.0,false,--fr,false,true,false,false,yes,paired,false,0,hg19female,,indexed,3,do_not_set,"""true""",,31578981.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6.2,2.2.6.2,,2016-07-25 02:34:18.863539,73080,1817.4987210000002
,,2016-12-22 16:58:28.886285,slurm_multi_development,,main_w3_handler2,2937216,14633169,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9167220414,fastqsanger,9006372936.0,fastqsanger,8808877.roundup,slurm,,corral-repl,588703.0,fasta,,1,yes,pulsar_stampede_development,,0,,,,,,,,,,,,,,,,,simple,,,,,,,,,no_presets,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"[{'src': 'hda', 'id': 27720506}]","[{'src': 'hda', 'id': 27720507}]",,,1.0,,,,,,,no,paired,false,1,,"[{'src': 'hda', 'id': 27721518}]",history,3,do_not_set,"""true""",,35032762.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6.2,2.2.6.2,,2016-12-22 17:29:05.330505,94580,1836.44422
393152662.0,len,2017-05-23 18:13:09.917771,slurm_multi_dynamic_walltime,,main_w4_handler2,3104119,15919812,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9426325586,fastqsanger,9236626162.0,fastqsanger,10017710,slurm,,corral-repl,784384310.0,fasta,,0,no,,,1,20,0,0.0,1.0,local,,"G,20,8",yes,15,4,"S,1,0.5",false,"L,0,0.15",false,false,false,full,20,3,0.0,yes,1.0,no,1.0,no,,0.0,no,false,1.0,no,1.0,no,"""/galaxy-repl/main/files/020/046/dataset_20046525.dat""","""?""",1,false,"[{'src': 'hda', 'id': 29734674}]","[{'src': 'hda', 'id': 29734675}]",0,500,0.0,false,--fr,false,false,false,false,yes,paired,false,1,,"[{'src': 'hda', 'id': 29735705}]",history,3,do_not_set,"""true""",,38165199.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6.2,2.2.6.2,,2017-05-25 06:13:49.330228,80827,129639.41245700001
,,2018-01-16 23:36:26.943476,slurm_multi,,main_w4_handler2,3388133,18054176,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9919106718,fastqsanger,,,12132576,slurm,,corral-repl,256099.0,fasta,,1,yes,slurm_multi,"""10592558fb1611e7ab4b005056ba55fb""",1,8,1,0.0,0.0,end-to-end,"L,-0.6,-0.6",,yes,15,4,"S,1,1.15",false,"L,0,0.15",true,false,false,full,,,1.0,no,1.0,no,1.0,no,,2.0,a,false,1.0,no,1.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,false,"[{'src': 'hda', 'id': 33340586}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 33340512}]",history,3,do_not_set,"""false""",,,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6.2,2.2.6.2,,2018-01-18 13:47:47.890129,101171,137480.94665300002
,,2018-01-16 23:35:58.879977,slurm_multi,,main_w4_handler2,3388133,18054173,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10359427017,fastqsanger,,,12132640,slurm,,corral-repl,256099.0,fasta,,1,yes,slurm_multi,"""ff9c279cfb1511e7b74d005056ba55fb""",1,8,1,0.0,0.0,end-to-end,"L,-0.6,-0.6",,yes,15,4,"S,1,1.15",false,"L,0,0.15",true,false,false,full,,,1.0,no,1.0,no,1.0,no,,2.0,a,false,1.0,no,1.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,false,"[{'src': 'hda', 'id': 33340582}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 33340512}]",history,3,do_not_set,"""false""",,,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6.2,2.2.6.2,,2018-01-18 13:52:47.988248,101171,137809.108271
