bamfiles,bamfiles1,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numberOfSamples,parameters.advancedOpt.plotTitle,parameters.advancedOpt.region,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.outRawCounts,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
856641340,856641340,bam,684017891.0,bam,600603403.0,bam,1000113253.0,bam,586800165.0,bam,699444183.0,bam,bam,2016-09-23 10:58:50.482944,slurm_multi,,main_w4_handler2,2827609,13923912,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8147600,slurm,,corral-repl,,0,no,1,false,2.0,custom,150,false,1,1000000,H3K9ac Reads Coverage - 150bp Ext,,,,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53030a2ca6c3e7a54'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f01d7933509ef4a1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5be3005e2c1dc8749'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c92f646b65a078a5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5de2f50fc8397ca6b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b503e33b63b8d72f98'}]","""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""SC5314_A19""","""png""","""false""",,33025732,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.2.3.0,2.2.3.0,,2016-09-25 01:10:52.757022,77683,137522.27407800002
344020502,344020502,bam,,,,,,,,,,,bam,2016-06-09 08:48:40.970662,slurm_multi,,main_w2_handler2,2705997,13117278,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7302123,slurm,,corral-repl,,0,no,0,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ad7aae630a05eb9'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""png""","""false""",,30745738,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.2.3.0,2.2.3.0,,2016-06-10 20:49:38.495195,81921,129657.524533
344020502,344020502,bam,,,,,,,,,,,bam,2016-06-15 07:12:33.572334,slurm_multi,,main_w1_handler2,2705997,13165661,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7349714,slurm,,corral-repl,,0,no,0,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ad7aae630a05eb9'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""png""","""false""",,30876991,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.2.3.0,2.2.3.0,,2016-06-16 19:13:21.903080,81921,129648.330746
