create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input2.values,parameters.mismatchpercent,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-01 08:19:42.964180,slurm_normal,,main_w3_handler0,2905675,15986932,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3273596929,fasta,739,tabular,10082044.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29846419}]","[{'src': 'hda', 'id': 29846434}]","""20""",,37975333,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: primersearch81/5.0.0,5.0.0,,2017-06-02 20:20:12.929166,88856,129629.964986
