create_time,destination_id,exit_code,gene_annotation_model,gene_annotation_model_filetype,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.ownFile,parameters.singlePaired.__current_case__,parameters.singlePaired.input2,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.pParams.__current_case__,parameters.singlePaired.pParams.anchor_length,parameters.singlePaired.pParams.closure_search.__current_case__,parameters.singlePaired.pParams.closure_search.use_search,parameters.singlePaired.pParams.coverage_search.__current_case__,parameters.singlePaired.pParams.coverage_search.max_coverage_intron,parameters.singlePaired.pParams.coverage_search.min_coverage_intron,parameters.singlePaired.pParams.coverage_search.use_search,parameters.singlePaired.pParams.indel_search.__current_case__,parameters.singlePaired.pParams.indel_search.allow_indel_search,parameters.singlePaired.pParams.indel_search.max_deletion_length,parameters.singlePaired.pParams.indel_search.max_insertion_length,parameters.singlePaired.pParams.initial_read_mismatches,parameters.singlePaired.pParams.library_type,parameters.singlePaired.pParams.mate_std_dev,parameters.singlePaired.pParams.max_intron_length,parameters.singlePaired.pParams.max_multihits,parameters.singlePaired.pParams.max_segment_intron,parameters.singlePaired.pParams.microexon_search,parameters.singlePaired.pParams.min_intron_length,parameters.singlePaired.pParams.min_segment_intron,parameters.singlePaired.pParams.own_junctions.__current_case__,parameters.singlePaired.pParams.own_junctions.gene_model_ann.__current_case__,parameters.singlePaired.pParams.own_junctions.gene_model_ann.gene_annotation_model,parameters.singlePaired.pParams.own_junctions.gene_model_ann.use_annotations,parameters.singlePaired.pParams.own_junctions.no_novel_juncs,parameters.singlePaired.pParams.own_junctions.raw_juncs.__current_case__,parameters.singlePaired.pParams.own_junctions.raw_juncs.raw_juncs,parameters.singlePaired.pParams.own_junctions.raw_juncs.use_juncs,parameters.singlePaired.pParams.own_junctions.use_junctions,parameters.singlePaired.pParams.pSettingsType,parameters.singlePaired.pParams.seg_length,parameters.singlePaired.pParams.seg_mismatches,parameters.singlePaired.pParams.splice_mismatches,parameters.singlePaired.sPaired,parameters.singlePaired.sParams.__current_case__,parameters.singlePaired.sParams.anchor_length,parameters.singlePaired.sParams.closure_search.__current_case__,parameters.singlePaired.sParams.closure_search.use_search,parameters.singlePaired.sParams.coverage_search.__current_case__,parameters.singlePaired.sParams.coverage_search.max_coverage_intron,parameters.singlePaired.sParams.coverage_search.min_coverage_intron,parameters.singlePaired.sParams.coverage_search.use_search,parameters.singlePaired.sParams.indel_search.__current_case__,parameters.singlePaired.sParams.indel_search.allow_indel_search,parameters.singlePaired.sParams.indel_search.max_deletion_length,parameters.singlePaired.sParams.indel_search.max_insertion_length,parameters.singlePaired.sParams.initial_read_mismatches,parameters.singlePaired.sParams.library_type,parameters.singlePaired.sParams.max_intron_length,parameters.singlePaired.sParams.max_multihits,parameters.singlePaired.sParams.max_segment_intron,parameters.singlePaired.sParams.microexon_search,parameters.singlePaired.sParams.min_intron_length,parameters.singlePaired.sParams.min_segment_intron,parameters.singlePaired.sParams.own_junctions.__current_case__,parameters.singlePaired.sParams.own_junctions.gene_model_ann.__current_case__,parameters.singlePaired.sParams.own_junctions.gene_model_ann.use_annotations,parameters.singlePaired.sParams.own_junctions.no_novel_juncs,parameters.singlePaired.sParams.own_junctions.raw_juncs.__current_case__,parameters.singlePaired.sParams.own_junctions.raw_juncs.use_juncs,parameters.singlePaired.sParams.own_junctions.use_junctions,parameters.singlePaired.sParams.sSettingsType,parameters.singlePaired.sParams.seg_length,parameters.singlePaired.sParams.seg_mismatches,parameters.singlePaired.sParams.splice_mismatches,raw_juncs,raw_juncs_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-09-07 14:19:31.081810,roundup_multi,,,,main_w2_handler2,860922,7643101,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13360084540,fastqsanger,13360084540.0,fastqsanger,1667092,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16610520,,0,indexed,danRer7,,1,16610522.0,0,1.0,8,1.0,No,0.0,20000,50,Yes,0.0,No,,,2,fr-unstranded,20,500000,20,500000,Yes,70,50,1.0,,,,,,,,No,full,25,2,0,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16812370.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-09-12 13:47:53.545665,19957,430102.46385500004
2014-09-01 07:49:48.804172,slurm_multi,,,,main_w2_handler2,2019625,7537363,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6115117053,fastqcssanger,,,1539974,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",16386330,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,16574410.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-09-04 05:36:19.729521,39954,251190.92534900003
2014-09-02 10:15:34.148229,slurm_multi,,,,main_w2_handler2,2021867,7548831,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7547750033,txt,,,1546345,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",16395603,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,16599236.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-09-04 15:03:53.094335,39954,190098.94610600002
2014-09-02 10:15:49.279886,slurm_multi,,,,main_w2_handler2,2021867,7548833,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7585319375,txt,,,1572412,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",16401590,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,16599236.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-09-06 19:41:27.869628,39954,379538.58974200004
2014-09-12 20:15:39.296210,roundup_multi,,,,main_w2_handler2,2048058,7735360,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9890769975,fastqsanger,,,1720569,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16741885,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,16903240.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-09-15 06:31:17.297046,13627,209738.00083600002
2014-09-12 20:15:22.590693,roundup_multi,,,,main_w2_handler2,2048058,7735358,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10846292114,fastqsanger,,,1720548,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16741848,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,16903240.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-09-15 06:27:43.302315,13627,209540.711622
2014-09-13 10:29:28.993288,roundup_multi,,,,main_w2_handler2,860922,7750677,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13360084540,fastqsanger,13360084540.0,fastqsanger,1735960,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16610520,,0,indexed,danRer7,,1,16610522.0,0,1.0,8,1.0,No,0.0,20000,50,Yes,0.0,No,,,2,fr-unstranded,20,500000,20,500000,Yes,70,50,1.0,,,,,,,,No,full,25,2,0,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16812370.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-09-16 04:37:22.515915,19957,238073.52262700003
2014-09-12 20:15:51.010851,roundup_multi,,,,main_w2_handler2,2048058,7735362,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9798314423,fastqsanger,,,1771076,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16741896,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,16903240.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-09-17 14:32:09.621349,13627,411378.61049800005
2014-09-12 20:16:03.666564,roundup_multi,,,,main_w2_handler2,2048058,7735364,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9714939745,fastqsanger,,,1771081,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16741904,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,16903240.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-09-17 14:32:56.252447,13627,411412.58588300005
2014-09-13 02:55:10.483419,roundup_multi,,,,main_w2_handler2,1502514,7746314,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17926511030,fastqsanger,17926511030.0,fastqsanger,1779218,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",16780877,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,1,16796671.0,20,1.0,5,1.0,No,0.0,20000,50,Yes,0.0,No,,,2,fr-unstranded,20,500000,40,500000,No,50,50,0.0,0.0,,No,No,1.0,11160912.0,Yes,Yes,full,25,2,0,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7996842.0,bed,,16941778.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-09-17 21:17:56.137720,25748,411765.654301
2014-10-31 08:16:32.569220,roundup_multi,,,,main_w2_handler2,2102154,8076947,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3196442507,fastqsanger,3196442507.0,fastqsanger,1941743,slurm,,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17387307,,0,indexed,mm10,,1,17387309.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18032104.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-11-01 21:03:42.743947,17910,132430.174727
2014-11-02 11:11:40.351104,roundup_multi,,,,main_w2_handler2,2096504,8085133,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",51097462081,fastqsanger,46773312151.0,fastqsanger,1942430,slurm,,corral-repl,3157594792.0,fasta,,1.0,yes,pulsar_stampede,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17337497,,1,history,,17367224.0,1,17337498.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17687982.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-11-03 23:12:15.211205,52459,129634.86010100001
2015-01-08 21:56:39.279988,roundup_multi,,,,main_w2_handler2,2164456,8518270,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",148753023249,fastqsanger,148753023249.0,fastqsanger,2438670,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18159658,,0,indexed,mm9female,,1,18159658.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20376845.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-10 09:57:17.495197,57860,129638.215209
2014-11-02 00:05:12.860206,roundup_multi,,,,main_w2_handler2,2102154,8084206,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3196442507,fastqsanger,3196442507.0,fastqsanger,1942382,slurm,,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17387307,,0,indexed,mm10,,1,17387309.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18074638.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-11-03 12:05:43.840208,17910,129630.98000200001
2015-01-11 00:28:49.916281,roundup_multi,,,,main_w2_handler2,2168439,8526919,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6627799042,fastqsanger,6629363228.0,fastqsanger,2449706,slurm,,corral-repl,,,,,,,"""cf56b144992811e48d6c005056a51846""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18176933,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,1,18176934.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20433417.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-12 14:09:21.545397,58041,135631.629116
2015-01-11 00:27:47.489577,roundup_multi,,,,main_w2_handler2,2168439,8526906,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7009433625,fastqsanger,7012194177.0,fastqsanger,2449778,slurm,,corral-repl,,,,,,,"""a9a5bb8e992811e4a372005056a51846""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18176914,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,1,18176915.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20433417.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-12 14:47:35.673964,58041,137988.18438700002
2014-10-06 09:09:15.570223,roundup_multi,,255739770.0,gtf,main_w2_handler2,2049804,7934233,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",50484630728,fastqsanger,50484630728.0,fastqsanger,1912915,slurm,,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",16933199,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,1,16933199.0,80,1.0,8,1.0,No,0.0,20000,50,Yes,1.0,Yes,3,3,2,fr-unstranded,80,100000,20,100000,No,70,50,0.0,1.0,16881859.0,Yes,No,0.0,,No,Yes,full,25,2,0,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17190466.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-10-08 09:10:03.717930,40178,172848.147707
2015-01-13 09:52:53.709082,roundup_multi,,,,main_w2_handler2,2170525,8537523,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",148753023249,fastqsanger,148753023249.0,fastqsanger,2462789,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18193810,,0,indexed,mm9female,,1,18193810.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20445815.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-14 21:53:36.020541,57860,129642.311459
2015-01-11 22:31:11.573668,roundup_multi,,,,main_w2_handler2,2164456,8529521,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",148753023249,fastqsanger,148753023249.0,fastqsanger,2452867,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18180947,,0,indexed,mm9female,,1,18180947.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20415932.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-13 10:32:05.354675,57860,129653.78100700001
2015-01-19 08:21:03.974866,roundup_multi,,,,main_w2_handler2,2168848,8566725,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11592315526,fastqsanger,11592315526.0,fastqsanger,2500820,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18224914,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,1,18238535.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20411697.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-20 20:21:45.233249,58065,129641.25838300001
2015-01-22 11:57:20.509815,roundup_multi,,,,main_w2_handler2,2114659,8585887,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17636743765,fastqsanger,,,2532579,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18257734,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,20590642.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-23 23:57:57.852060,54945,129637.342245
2015-01-21 16:00:50.117490,roundup_multi,,,,main_w2_handler2,2180354,8580085,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",36294731404,fastqsanger,,,2528114,slurm,,corral-repl,,,,0.0,no,,"""a864ccf4a18611e48a8c005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18258472,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,20592096.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-23 13:06:26.192038,57510,162336.074548
2015-01-21 16:02:29.497179,roundup_multi,,,,main_w2_handler2,2180356,8580123,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",35363667529,fastqsanger,,,2528085,slurm,,corral-repl,,,,0.0,no,,"""e3f35eb6a18611e4b6ca005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18258535,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,20592103.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-23 13:00:28.614081,57511,161879.116902
2015-01-22 07:25:50.718294,roundup_multi,,,,main_w2_handler2,2168848,8584446,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11592315526,fastqsanger,11592315526.0,fastqsanger,2530071,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18224914,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,1,18238535.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20411697.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-23 19:26:28.266046,58065,129637.54775200001
2015-01-22 01:20:47.182398,roundup_multi,,,,main_w2_handler2,2180344,8583031,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",34945721379,fastqsanger,,,2530961,slurm,,corral-repl,,,,0.0,no,,"""e3b3120ea1d411e4848c005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18262832,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,20600111.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-23 21:36:57.717687,57508,159370.53528900002
2015-01-24 02:53:48.665687,roundup_multi,,,,main_w2_handler2,2180356,8597437,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",35363667529,fastqsanger,,,2550820,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18258535,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,1.0,8,1.0,No,0.0,20000,50,Yes,1.0,Yes,3,3,2,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,No,full,25,2,0,,,,20629567.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-25 14:54:34.676127,57511,129646.01044000001
2015-01-24 02:49:22.619854,roundup_multi,,,,main_w2_handler2,2114659,8597431,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17636743765,fastqsanger,,,2551594,slurm,,corral-repl,,,,0.0,no,,"""98e17144a37311e4979d005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18284171,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,20629499.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-01-25 19:10:34.179269,54945,145271.559415
2014-11-25 14:29:45.739622,roundup_multi,,,,main_w2_handler2,2124571,8247445,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7900272134,txt,,,2112145,slurm,,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17661597,,0,indexed,mm10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,1.0,8,1.0,No,0.0,20000,50,Yes,1.0,Yes,3,3,2,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,No,full,25,2,0,,,,19618264.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-11-27 02:30:29.052334,39954,129643.31271200001
2014-12-10 10:11:52.080890,roundup_multi,,,,main_w2_handler2,2124571,8387988,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3777515273,fastqsanger,,,2290128,slurm,,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17780065,,0,indexed,mm10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,19921136.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-12-12 13:04:31.715084,39954,183159.634194
2014-12-21 10:17:34.323330,roundup_multi,,,,main_w2_handler2,2155150,8451857,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",37924045724,fastqsanger,37924045724.0,fastqsanger,2357973,slurm,,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18039282,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,1,18039283.0,-50,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19903402.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-12-23 06:39:23.694044,15984,159709.37071400002
2015-02-25 21:09:29.924806,roundup_multi,,,,main_w2_handler2,2214912,8816275,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9432655909,fastqsanger,9432655909.0,fastqsanger,2939521,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18641011,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,1,18641012.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20529883.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-02-28 13:09:18.268198,13627,230388.343392
2015-03-09 18:51:55.585062,roundup_multi,,,,main_w2_handler2,2218468,8900428,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8439885383,fastqsanger,8439885383.0,fastqsanger,3075996,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18791715,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,1,18791717.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21672855.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2015-03-11 06:55:29.808315,13627,129814.223253
